id,source_text,target_text,alt_text
COMQA_train_cluster-1324-2,what movie did patrick stewart and alle berry play in and was directed by bryan singer?,"[""SELECT['patrick stewart']"", ""SELECT['alle berry']"", ""SELECT['movie']"", ""INTERSECTION['#3', '#1', '#2']"", ""SELECT['bryan singer']"", ""FILTER['#4', 'that was directed by #5']""]","[""SELECT['patrick stewart']"", ""SELECT['alle berry']"", ""SELECT['movie']"", ""INTERSECTION['#3', '#1', '#2']"", ""SELECT['bryan singer']"", ""FILTER['#4', 'that was directed by #5']""]"
COMQA_train_cluster-1324-3,what films starred by patrick stewart and halle berry did bryan singer direct?,"[""SELECT['films']"", ""SELECT['patrick stewart']"", ""SELECT['halle berry']"", ""FILTER['#1', 'that is starred by #2']"", ""FILTER['#1', 'that is starred by #3']"", ""FILTER['#1', 'in both #4 , #5']"", ""SELECT['bryan singer']"", ""FILTER['#6', 'that #7 direct']""]","[""SELECT['films']"", ""FILTER['#1','starring patrick stewart']"", ""FILTER['#1','starring halle berry']"", ""INTERSECTION['#1', '#2', '#3']"", ""FILTER['#4', 'that bryan singer directs']""]"
COMQA_train_cluster-1325-1,who was the first female athlete to appear on the wheaties box?,"[""SELECT['wheaties box']"", ""PROJECT['athletes on #REF', '#1']"", ""FILTER['#2', 'that are female']"", ""AGGREGATE['min', '#3']""]","[""SELECT['the wheaties box']"", ""PROJECT['athletes on #REF', '#1']"", ""FILTER['#2', 'that are female']"", ""AGGREGATE['min', '#3']""]"
COMQA_train_cluster-1326-1,who was the first team to win at emirates?,"[""SELECT['emirates']"", ""PROJECT['teams to win at #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['emirates']"", ""PROJECT['teams that win at #REF', '#1']"", ""AGGREGATE['min', '#2']""]."
COMQA_train_cluster-1327-1,who did abraham lincoln defeat in the election?,"[""SELECT['abraham lincoln']"", ""PROJECT['who did #REF defeat', '#1']"", ""FILTER['#2', 'in the election']""]","[""SELECT['abraham lincoln']"", ""PROJECT['who did #REF defeat', '#1']"", ""BOOLEAN['#2', 'in the election']""]"
COMQA_train_cluster-1328-1,who became vice president as a result of the 1796 election?,"[""SELECT['the election']"", ""FILTER['#1', 'in 1796']"", ""PROJECT['who became vice president as a result of #REF', '#2']""]","[""SELECT['the election of 1796']"", ""PROJECT['who became vice president as a result of #REF', '#1']""]"
COMQA_train_cluster-1329-1,when did michael jackson leave you alone come out?,"[""SELECT['michael jackson leave you alone come out']"", ""PROJECT['when was #REF', '#1']""]","[""SELECT['michel jackson leave you alone come out']"", ""PROJECT['date of #REF', '#1']""]"
COMQA_train_cluster-1329-2,when did michael jackson write leave me alone?,"[""SELECT['michael jackson write leave me alone']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['michael jackson did write leave me alone']"", ""PROJECT['date of #REF', '#1']""]"
COMQA_train_cluster-1330-2,neighbouring states of south carolina?,"[""SELECT['south carolina']"", ""PROJECT['neighbouring states of #REF', '#1']""]","[""SELECT['south carolina']"", ""PROJECT['neighboring states of #REF', '#1']""]"
COMQA_train_cluster-1331-1,when was edward tiffin a governor of ohio?,"[""SELECT['edward tiffin was a governor of ohio']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['edward tiffin was governor of ohio']"", ""PROJECT['when was #REF', '#1']""]"
COMQA_train_cluster-1332-3,what is the first largest lake in the united states?,"[""SELECT['the united states']"", ""PROJECT['lakes of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the largest']""]","[""SELECT['united states']"", ""PROJECT['lakes of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the highest']""]"
COMQA_train_cluster-1334-1,what are the names of entertainer jerry lee lewis' sons?,"[""SELECT['the entertainer jerry lee lewis']"", ""PROJECT['sons of #REF', '#1']""]","[""SELECT[' entertainer jerry lee lewis']"", ""PROJECT['sons of #REF', '#1']""]"
COMQA_train_cluster-1335-1,tamela j mann and david mann are married?,"[""SELECT['tamela j mann']"", ""SELECT['david mann']"", ""BOOLEAN['#1', 'is married to #2']""]","[""SELECT['tamela j mann']"", ""SELECT['david mann']"", ""FILTER['#1', 'that is married to #2']"", ""BOOLEAN['#3', 'is married to #4']""]"
COMQA_train_cluster-1336-1,who was the first dominican republic president?,"[""SELECT['dominican republic']"", ""PROJECT['presidents of #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['the dominican republic']"", ""PROJECT['presidents of #REF', '#1']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-1336-2,who was the first president from dominican republic?,"[""SELECT['dominican republic']"", ""PROJECT['presidents of #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['the dominican republic']"", ""PROJECT['presidents of #REF', '#1']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-1337-1,what style was leonardo da vinci arts?,"[""SELECT['leonardo da vinci']"", ""PROJECT['arts of #REF', '#1']"", ""PROJECT['style of #REF', '#2']""]","[""SELECT['leonardo da vinci']"", ""PROJECT['art style of #REF', '#1']""]"
COMQA_train_cluster-1337-4,what was leonardo da vinci style?,"[""SELECT['leonardo da vinci']"", ""PROJECT['style of #REF', '#1']""]","[""SELECT['lonardo da vinci']"", ""PROJECT['style of #REF', '#1']""]"
COMQA_train_cluster-1337-5,what kind of style of art is leonardo da vinci?,"[""SELECT['leonardo da vinci']"", ""PROJECT['style of art of #REF', '#1']""]","[""SELECT['lonardo da vinci']"", ""PROJECT['style of art of #REF', '#1']""]"
COMQA_train_cluster-1338-1,what did mariah carey name her twins?,"[""SELECT['mariah carey']"", ""PROJECT['twins of #REF', '#1']""]","[""SELECT['mariah carey']"", ""PROJECT['twins of #REF', '#1']""."
COMQA_train_cluster-1338-2,what are the twins name of mariah carey?,"[""SELECT['mariah carey']"", ""PROJECT['twins of #REF', '#1']""]","[""SELECT['mariah carey']"", ""PROJECT['twins name of #REF', '#1']""]"
COMQA_train_cluster-1340-1,what were michaels jackson first top ten hits?,"[""SELECT['michael jackson']"", ""PROJECT['top ten hits of #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['micheal jackson']"", ""PROJECT['top ten hits of #REF', '#1']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-1341-2,when did king richard 3 die?,"[""SELECT['king richard 3']"", ""PROJECT['when did #REF die', '#1']""]","[""SELECT['king richard 3 die']"", ""PROJECT['when was #REF', '#1']""]"
COMQA_train_cluster-1342-1,who is the second women to climb the mount everest?,"[""SELECT['mount everest']"", ""SELECT['women']"", ""FILTER['#2', 'that did climb #1']"", ""PROJECT['the second of #REF', '#3']""]","[""SELECT['women']"", ""SELECT['mount everest']"", ""FILTER['#1', 'that climb #2']"", ""PROJECT['the second of #REF', '#3']""]"
COMQA_train_cluster-1342-2,who is the second young women to climb everest?,"[""SELECT['women']"", ""FILTER['#1', 'that is young']"", ""SELECT['everest']"", ""FILTER['#2', 'that did climb #3']"", ""PROJECT['the second of #REF', '#4']""]","[""SELECT['women']"", ""FILTER['#1', 'that are young']"", ""SELECT['everest']"", ""FILTER['#2', 'that climb #3']"", ""AGGREGATE['count', '#4']"", ""BOOLEAN['#5', 'is the second highest']""]"
COMQA_train_cluster-1343-1,when and where was laurie halse anderson born?,"[""SELECT['laurie halse anderson']"", ""PROJECT['date that #REF was born', '#1']"", ""PROJECT['where was #REF born', '#1']"", ""UNION['#2', '#3']""]","[""SELECT['lurie halse anderson']"", ""PROJECT['when was #REF born', '#1']"", ""PROJECT['where was #REF born', '#1']"", ""UNION['#2', '#3']""]"
COMQA_train_cluster-1345-1,who was the governor who banned the protest march from selma to montgomery?,"[""SELECT['the protest march from selma to montgomery']"", ""PROJECT['governor who banned #REF', '#1']""]","[""SELECT['the protest march from selma to montgomery']"", ""PROJECT['governor of #REF', '#1']"", ""FILTER['#2', 'that banned #3']""]"
COMQA_train_cluster-1345-5,who was the governor who banned the protest march from selma mongomery in 1965?,"[""SELECT['the protest march from selma to mongomery']"", ""FILTER['#1', 'in 1965']"", ""PROJECT['governor who banned #REF', '#2']""]","[""SELECT['the protest march from selma to mongomery']"", ""FILTER['#1', 'in 1965']"", ""PROJECT['governor that banned #REF', '#2']""]"
COMQA_train_cluster-1350-1,who is the prime minister of canada and which party does he belong to?,"[""SELECT['canada']"", ""PROJECT['prime minister of #REF', '#1']"", ""PROJECT['party of #REF', '#2']"", ""UNION['#2', '#3']""]","[""SELECT['canada']"", ""PROJECT['prime minister of #REF', '#1']"", ""PROJECT['party that #REF belongs to', '#2']"", ""UNION['#2', '#3']""]"
COMQA_train_cluster-1350-3,who is the canadian prime minister and what party?,"[""SELECT['canadian prime minister']"", ""PROJECT['party of #REF', '#1']"", ""UNION['#1', '#2']""]","[""SELECT['canadian prime ministers']"", ""PROJECT['party of #REF', '#1']"", ""UNION['#1', '#2']""]"
COMQA_train_cluster-1350-4,the prime minister of canada and what his party?,"[""SELECT['canada']"", ""PROJECT['prime minister of #REF', '#1']"", ""PROJECT['party of #REF', '#2']"", ""UNION['#2', '#3']""]","[""SELECT['canada']"", ""PROJECT['prime minister of #REF', '#1']"", ""PROJECT['parties of #REF', '#2']"", ""UNION['#2', '#3']""]"
COMQA_train_cluster-1350-6,who is the prime minister of canada and what party he is a member of?,"[""SELECT['canada']"", ""PROJECT['prime minister of #REF', '#1']"", ""PROJECT['party of #REF', '#2']"", ""UNION['#2', '#3']""]","[""SELECT['canada']"", ""PROJECT['prime minister of #REF', '#1']"", ""PROJECT['party that #REF is a member of', '#2']"", ""UNION['#2', '#3']""]"
COMQA_train_cluster-1351-2,what state has the longest border with alabama?,"[""SELECT['states']"", ""PROJECT['border of #REF', '#1']"", ""FILTER['#2', 'with alabama']"", ""PROJECT['longness of #REF', '#3']"", ""COMPARATIVE['#1', '#4', 'is the highest']""]","[""SELECT['states']"", ""PROJECT['borders of #REF', '#1']"", ""FILTER['#2', 'with alabama']"", ""COMPARATIVE['#1', '#3', 'is the longest']""]"
COMQA_train_cluster-135-2,what language do people speak in the estonia?,"[""SELECT['estonia']"", ""PROJECT['language of #REF', '#1']""]","[""SELECT['estonia']"", ""PROJECT['languages of #REF', '#1']""]"
COMQA_train_cluster-1354-1,what country in central america is the least populated?,"[""SELECT['central america']"", ""PROJECT['countries of #REF', '#1']"", ""PROJECT['population of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the lowest']""]","[""SELECT['central america']"", ""PROJECT['countries of #REF', '#1']"", ""PROJECT['populations of #REF', '#2']"", ""SUPERLATIVE['min', '#2', '#3']""]"
COMQA_train_cluster-1354-2,what is the least populous country in central america?,"[""SELECT['central america']"", ""PROJECT['countries of #REF', '#1']"", ""PROJECT['population of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the lowest']""]","[""SELECT['central america']"", ""PROJECT['countries of #REF', '#1']"", ""PROJECT['population of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the lowest']""]"
COMQA_train_cluster-1355-2,who gave fiji its independence?,"[""SELECT['fiji']"", ""PROJECT['independence of #REF', '#1']"", ""PROJECT['who gave #REF', '#2']""]","[""SELECT['fiji']"", ""PROJECT['independance of #REF', '#1']"", ""PROJECT['who gave #REF', '#2']""]"
COMQA_train_cluster-1356-1,what river borders germany and france?,"[""SELECT['germany']"", ""SELECT['france']"", ""PROJECT['river that borders #REF', '#1']"", ""PROJECT['river that borders #REF', '#2']"", ""SELECT['river']"", ""INTERSECTION['#5', '#3', '#4']""]","[""SELECT['germany']"", ""SELECT['france']"", ""SELECT['river']"", ""FILTER['#3', 'that borders #1']"", ""FILTER['#3', 'that borders #2']"", ""INTERSECTION['#3', '#4', '#5']""]"
COMQA_train_cluster-1357-1,who discovered the first and largest asteroid?,"[""SELECT['asteroids']"", ""FILTER['#1', 'that discovered first']"", ""FILTER['#1', 'that is largest']"", ""INTERSECTION['#1', '#2', '#3']"", ""PROJECT['who discovered #REF', '#4']""]","[""SELECT['asteroids']"", ""PROJECT['size of #REF', '#1']"", ""SUPERLATIVE['min', '#1', '#2']"", ""SUPERLATIVE['max', '#1', '#2']"", ""INTERSECTION['#1', '#3', '#4']""]"
COMQA_train_cluster-1360-1,year was michael irvin drafted?,"[""SELECT['michael irvin was drafted']"", ""PROJECT['year of #REF', '#1']""]","[""SELECT['mike irvin was drafted']"", ""PROJECT['year of #REF', '#1']""]"
COMQA_train_cluster-136-1,what boundary does the missouri river form?,"[""SELECT['missouri river']"", ""PROJECT['boundary that #REF forms', '#1']""]","[""SELECT['missouri river']"", ""PROJECT['border that #REF forms', '#1']""]"
COMQA_train_cluster-1361-1,when did trenton new jersey become the capital?,"[""SELECT['trenton new jersey become the capital']"", ""PROJECT['when was #REF', '#1']""]","[""SELECT['trenton new jersey becomes the capital']"", ""PROJECT['when was #REF', '#1']""]"
COMQA_train_cluster-1361-5,when was trenton made capital of new jersey?,"[""SELECT['trenton was made the capital of the new jersey']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['trenton made the capital of new jersey']"", ""PROJECT['when was #REF', '#1']""]"
COMQA_train_cluster-1362-2,what county has the largest population in indiana according to census?,"[""SELECT['indiana']"", ""PROJECT['counties of #REF', '#1']"", ""PROJECT['population of #REF according to census', '#2']"", ""SUPERLATIVE['max', '#2', '#3']""]","[""SELECT['indiana']"", ""PROJECT['counties of #REF', '#1']"", ""PROJECT['populations of #REF according to census', '#2']"", ""COMPARATIVE['#2', '#3', 'is the highest']""]"
COMQA_train_cluster-1363-1,who was son of jacob and leah?,"[""SELECT['jacob']"", ""SELECT['leah']"", ""SELECT['son']"", ""INTERSECTION['#3', '#1', '#2']""]","[""SELECT['jacob and leah']"", ""PROJECT['son of #REF', '#1']""]"
COMQA_train_cluster-1365-1,john kennedy's tall?,"[""SELECT['john kennedy']"", ""PROJECT['height of #REF', '#1']""]","[""SELECT['john kennedy']"", ""PROJECT['how tall is #REF', '#1']""]"
COMQA_train_cluster-1365-3,john kennedys height?,"[""SELECT['john kennedys']"", ""PROJECT['height of #REF', '#1']""]","[""SELECT['john kennedys']"", ""PROJECT['the height of #REF', '#1']""]"
COMQA_train_cluster-1366-1,who is kesha's brother name?,"[""SELECT['kesha']"", ""PROJECT['brother of #REF', '#1']""]","[""SELECT['kesha']"", ""PROJECT['brother of #REF', '#1']""]"
COMQA_train_cluster-1367-1,what team did ronaldo play for in fifa 10?,"[""SELECT['ronaldo']"", ""PROJECT['team of #REF', '#1']"", ""FILTER['#2', 'in fifa 10']""]","[""SELECT['ronaldo']"", ""PROJECT['teams of #REF', '#1']"", ""FILTER['#2', 'in fifa 10']""]"
COMQA_train_cluster-1369-1,mandy moore middle school she attended?,"[""SELECT['mandy moore']"", ""PROJECT['middle school of #REF', '#1']""]","[""SELECT['mandy moore']"", ""PROJECT['middle school of #REF', '#1']""]"
COMQA_train_cluster-1371-1,who plays rebecca on the latest buzz?,"[""SELECT['rebecca']"", ""FILTER['#1', 'on the latest buzz']"", ""PROJECT['who plays #REF', '#2']""]","[""SELECT['the latest buzz']"", ""PROJECT['rebecca of #REF', '#1']"", ""PROJECT['who plays #REF', '#2']""]"
COMQA_train_cluster-1371-2,who plays rebbeca in the tv show the latest buzz?,"[""SELECT['rebbeca']"", ""FILTER['#1', 'in the tv show the latest buzz']"", ""PROJECT['who plays #REF', '#2']""]","[""SELECT['tv show the latest buzz']"", ""PROJECT['rebbeca in #REF', '#1']"", ""PROJECT['who plays #REF', '#2']""]"
COMQA_train_cluster-1373-1,which film of penelope cruz was nominated for oscar?,"[""SELECT['penelopes cruz']"", ""PROJECT['film of #REF', '#1']"", ""SELECT['oscar']"", ""FILTER['#2', 'that was nominated for #3']""]","[""SELECT['penelope cruz']"", ""PROJECT['film of #REF', '#1']"", ""SELECT['oscar']"", ""FILTER['#2', 'that was nominated for #3']""]"
COMQA_train_cluster-1374-1,what mountain range separates europe from asia?,"[""SELECT['mountain range']"", ""SELECT['europe']"", ""SELECT['asia']"", ""FILTER['#1', 'that separates #2 from #3']""]","[""SELECT['mountain ranges']"", ""SELECT['europe']"", ""SELECT['asia']"", ""FILTER['#1', 'that separate #2 from #3']""]"
COMQA_train_cluster-1374-3,what mt range lies between europe and asia?,"[""SELECT['mt ranges']"", ""SELECT['europe']"", ""SELECT['asia']"", ""FILTER['#1', 'that lies betweenleftside #2']"", ""FILTER['#4', 'that lies betweenrightside #3']""]","[""SELECT['mt range']"", ""SELECT['europe']"", ""SELECT['asia']"", ""FILTER['#1', 'that lies betweenleftside #2']"", ""FILTER['#4', 'that lies betweenrightside #3']""]"
COMQA_train_cluster-1375-1,which team did larry bird coach?,"[""SELECT['larry bird']"", ""PROJECT['team that #REF coach', '#1']""]","[""SELECT['larry bird']"", ""PROJECT['team coach of #REF', '#1']""]"
COMQA_train_cluster-1376-2,what year did klark gable die?,"[""SELECT['klark gable']"", ""PROJECT['year die in of #REF', '#1']""]","[""SELECT['clark gable']"", ""PROJECT['when did #REF die', '#1']"", ""PROJECT['year of #REF', '#2']""]"
COMQA_train_cluster-1377-1,what is the biggest city in the west of england?,"[""SELECT['england']"", ""PROJECT['west of #REF', '#1']"", ""PROJECT['cities in #REF', '#2']"", ""PROJECT['size of #REF', '#3']"", ""SUPERLATIVE['max', '#3', '#4']""]","[""SELECT['england']"", ""PROJECT['west of #REF', '#1']"", ""PROJECT['cities in #REF', '#2']"", ""PROJECT['size of #REF', '#3']"", ""COMPARATIVE['#3', '#4', 'is the highest']""]"
COMQA_train_cluster-1379-2,who is mindy from drake and josh?,"[""SELECT['drake and josh']"", ""PROJECT['mindy in #REF', '#1']"", ""PROJECT['who is #REF', '#2']""]","[""SELECT['drake and josh']"", ""PROJECT['mindy of #REF', '#1']"", ""PROJECT['who was #REF', '#2']""]"
COMQA_train_cluster-1379-4,who played mindy on drake and josh?,"[""SELECT['drake and josh']"", ""PROJECT['mindy in #REF', '#1']"", ""PROJECT['who played #REF', '#2']""]","[""SELECT['drake and josh']"", ""PROJECT['mindy from #REF', '#1']"", ""PROJECT['who played #REF', '#2']""]"
COMQA_train_cluster-1379-6,who played as mindy on drake and josh?,"[""SELECT['drake and josh']"", ""PROJECT['mindy in #REF', '#1']"", ""PROJECT['who played as #REF', '#2']""]","[""SELECT['drake and josh']"", ""PROJECT['mindy in #REF', '#1']"", ""PROJECT['who played as #REF', '#2']""]"
COMQA_train_cluster-1381-1,the 2nd smallest country in asia?,"[""SELECT['asia']"", ""PROJECT['countries of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""SUPERLATIVE['min', '#2', '#3']""]","[""SELECT['asia']"", ""PROJECT['countries of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""AGGREGATE['min', '#3']"", ""COMPARATIVE['#2', '#3', 'is equal to #4']""]"
COMQA_train_cluster-1382-1,who is the first drummer band in nirvana?,"[""SELECT['nirvana']"", ""PROJECT['drummers of #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['nirvana']"", ""PROJECT['drummer band of #REF', '#1']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-1382-2,who was the first drummer of the band nirvana?,"[""SELECT['the band nirvana']"", ""PROJECT['drummers of #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['nirvana']"", ""PROJECT['drummers of #REF', '#1']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-1382-3,who was the first drummer in nirvana?,"[""SELECT['nirvana']"", ""PROJECT['drummers of #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['nirvana']"", ""PROJECT['drummers of #REF', '#1']"", ""AGGREGATE['min', '#2']""]."
COMQA_train_cluster-138-3,asian country located south of uzbekistan and turkmenistan?,"[""SELECT['asian countries']"", ""SELECT['uzbekistan']"", ""SELECT['turkmenistan']"", ""FILTER['#1', 'that is located south of #2']"", ""FILTER['#1', 'that is located south of #3']"", ""INTERSECTION['#1', '#4', '#5']""]","[""SELECT['asian countries']"", ""SELECT['uzbekistan']"", ""SELECT['turkmenistan']"", ""FILTER['#1', 'that are located south of #2']"", ""FILTER['#1', 'that are located south of #3']"", ""INTERSECTION['#1', '#4', '#5']""."
COMQA_train_cluster-1383-1,when and where did alexander die?,"[""SELECT['alexander']"", ""PROJECT['when did #REF die', '#1']"", ""PROJECT['where did #REF die', '#1']"", ""UNION['#2', '#3']""]","[""SELECT['alexander die']"", ""PROJECT['when was #REF', '#1']"", ""PROJECT['where did #REF die', '#1']"", ""UNION['#2', '#3']""]"
COMQA_train_cluster-138-4,what country is located south of turkmenistan and uzbekistan?,"[""SELECT['countries']"", ""SELECT['turkmenistan']"", ""SELECT['uzbekistan']"", ""FILTER['#1', 'that are south of #2']"", ""FILTER['#1', 'that are south of #3']"", ""INTERSECTION['#1', '#4', '#5']""]","[""SELECT['countries']"", ""SELECT['turkmenistan']"", ""SELECT['uzbekistan']"", ""FILTER['#1', 'that is south of #2']"", ""FILTER['#1', 'that is south of #3']"", ""INTERSECTION['#1', '#4', '#5']""]"
COMQA_train_cluster-1384-1,which is the worlds largest city area wise?,"[""SELECT['world']"", ""PROJECT['cities of #REF', '#1']"", ""PROJECT['area of #REF', '#2']"", ""PROJECT['size of #REF', '#3']"", ""SUPERLATIVE['max', '#2', '#4']""]","[""SELECT['cities']"", ""PROJECT['area of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the largest']""]"
COMQA_train_cluster-1384-2,which is the world largest city area wise?,"[""SELECT['cities']"", ""PROJECT['area of #REF', '#1']"", ""SUPERLATIVE['max', '#1', '#2']""]","[""SELECT['cities']"", ""PROJECT['area of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the highest']""]"
COMQA_train_cluster-1384-4,largest city area wise in the world?,"[""SELECT['cities']"", ""PROJECT['area of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the highest']""]","[""SELECT['cities']"", ""PROJECT['area of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the highest']""]"
COMQA_train_cluster-1384-5,which is the largest city in the world in area?,"[""SELECT['cities']"", ""PROJECT['area of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the highest']""]","[""SELECT['cities']"", ""PROJECT['area of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the largest']""]"
COMQA_train_cluster-1385-2,who was the youngest brother in jackson 5?,"[""SELECT['jackson 5']"", ""PROJECT['the brothers of #REF', '#1']"", ""FILTER['#2', 'that is the youngest']""]","[""SELECT['jackson 5']"", ""PROJECT['brothers of #REF', '#1']"", ""PROJECT['the youngest of #REF', '#2']""."
COMQA_train_cluster-1386-1,who is the manager for liverpool fc?,"[""SELECT['liverpool fc']"", ""PROJECT['manager of #REF', '#1']""]","[""SELECT['liardpool fc']"", ""PROJECT['manager of #REF', '#1']""]"
COMQA_train_cluster-1387-1,what are the 4 countries with the largest land areas in the western hempshire?,"[""SELECT['countries']"", ""FILTER['#1', 'in the western hempshire']"", ""PROJECT['land area of #REF', '#2']"", ""AGGREGATE['max', '#3']"", ""COMPARATIVE['#2', '#3', 'is in #4']""]","[""SELECT['the western hempshire']"", ""PROJECT['countries of #REF', '#1']"", ""PROJECT['land areas of #REF', '#2']"", ""AGGREGATE['max', '#3']"", ""COMPARATIVE['#2', '#4', 'is in #3']""]"
COMQA_train_cluster-1388-2,what body of water borders both israel and jordan?,"[""SELECT['israel']"", ""SELECT['jordan']"", ""SELECT['border body of water']"", ""INTERSECTION['#3', '#1', '#2']""]","[""SELECT['bodies of water']"", ""SELECT['israel']"", ""SELECT['jordan']"", ""FILTER['#1', 'that border #2']"", ""FILTER['#1', 'that border #3']"", ""INTERSECTION['#1', '#4', '#5']""]"
