id,source_text,target_text,alt_text
DROP_train_history_2061_769d53f5-2b62-4b0b-9bb7-dbbfcdbeb476,"Before World War II, about how many percent of the population of Slovakia was not Jewish?","[""SELECT['Slovakia']"", ""PROJECT['population of #REF', '#1']"", ""FILTER['#2', 'Before World War II']"", ""FILTER['#3', 'that was Jewish']"", ""PROJECT['percent of #REF', '#4']"", ""PROJECT['the difference of 100 percent and #REF', '#5']""]","[""SELECT['Slovakia']"", ""PROJECT['population of #REF', '#1']"", ""FILTER['#2', 'that was Jewish']"", ""FILTER['#3', 'Before World War II']"", ""PROJECT['percent of #REF', '#4']"", ""PROJECT['difference of 100 and #REF', '#5']""]"
DROP_train_history_2061_cd35d242-f08f-42f4-8e65-41f611f2dbf5,Did the greatest number of people identify as SLovak Greek Catholic Church or Roman Catholics?,"[""SELECT['SLovak Greek Catholic Church']"", ""PROJECT['people of #REF', '#1']"", ""SELECT['Roman Catholics']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['max', '#4', '#5']""]","[""SELECT['people']"", ""FILTER['#1', 'that identify as SLovak Greek Catholic Church']"", ""FILTER['#1', 'that identify as Roman Catholics']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['max', '#4', '#5']""]"
DROP_train_history_2061_d2106e87-294e-4c1e-839d-b0b5ea24bae3,Did fewer people identify as Roman Catholics or Protestants?,"[""SELECT['people']"", ""FILTER['#1', 'that identify as Roman Catholics']"", ""FILTER['#1', 'that identify as Protestants']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['min', '#4', '#5']""]","[""SELECT['People']"", ""FILTER['#1', 'that identify as Roman Catholics']"", ""FILTER['#1', 'that identify as Protestants']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['min', '#4', '#5']""]"
DROP_train_history_2061_de2380bf-b7e7-4914-84cc-ec4ea64ad091,"In 2004, how many percent church members did not regularly attend services?","[""SELECT['churches']"", ""PROJECT['members of #REF', '#1']"", ""FILTER['#2', 'In 2004']"", ""FILTER['#3', 'that did regularly attend services']"", ""PROJECT['percent of #REF', '#4']"", ""PROJECT['difference of 100 and #REF', '#5']""]","[""SELECT['churches']"", ""FILTER['#1', 'in 2004']"", ""PROJECT['members of #REF', '#2']"", ""FILTER['#3', 'that did regularly attend services']"", ""PROJECT['percent of #REF', '#4']"", ""PROJECT['difference of 100 and #REF', '#5']""]"
DROP_train_history_2062_73219ec9-3fc5-4cf7-a235-78d8d5295bb4,"What was the 49ers stadium last, Candlestick Park or Kezar Stadium?","[""SELECT['the 49ers stadium was Candlestick Park']"", ""SELECT['the 49ers stadium was Kezar Stadium']"", ""PROJECT['when was #REF', '#1']"", ""PROJECT['when was #REF', '#2']"", ""COMPARISON['max', '#3', '#4']""]","[""SELECT['the 49ers stadium was Candlestick Park']"", ""SELECT['the 49ers stadium was Kezar Stadium']"", ""PROJECT['when was #REF', '#1']"", ""PROJECT['when was #REF', '#2']"", ""COMPARISON['max', '#3', '#4']""]"
DROP_train_history_2062_96f57b55-cab7-41e3-96b3-d46037c22cc7,"Which team scored more points while playing the 49ers, the Raiders or the Vikings?","[""SELECT['the Raiders']"", ""PROJECT['points of #REF', '#1']"", ""FILTER['#2', 'while playing the 49ers']"", ""AGGREGATE['sum', '#3']"", ""SELECT['the Vikings']"", ""PROJECT['points of #REF', '#5']"", ""FILTER['#6', 'while playing the 49ers']"", ""AGGREGATE['sum', '#7']"", ""COMPARISON['max', '#4', '#8']""]","[""SELECT['the Raiders']"", ""PROJECT['points scored of #REF', '#1']"", ""FILTER['#2', 'while playing the 49ers']"", ""AGGREGATE['count', '#3']"", ""SELECT['the Vikings']"", ""PROJECT['points scored of #REF', '#5']"", ""FILTER['#6', 'while playing the 49ers']"", ""AGGREGATE['count', '#7']"", ""COMPARISON['max', '#4', '#8']""]"
DROP_train_history_2062_c0f36db6-a66e-4c68-8003-d036270e4777,How many points did the 49ers lose against the Cowboys by?,"[""SELECT['the 49ers']"", ""PROJECT['points of #REF', '#1']"", ""AGGREGATE['sum', '#2']"", ""SELECT['the Cowboys']"", ""PROJECT['points of #REF', '#4']"", ""AGGREGATE['sum', '#5']"", ""ARITHMETIC['difference', '#6', '#3']""]","[""SELECT['the 49ers']"", ""SELECT['the Cowboys']"", ""PROJECT['points lost of #REF', '#1']"", ""PROJECT['points lost of #REF', '#2']"", ""ARITHMETIC['difference', '#3', '#4']""."
DROP_train_history_2062_c81001c3-8d30-4ede-a2d2-2859105da6b1,How many points did the Rams win against the Giants by?,"[""SELECT['Rams']"", ""PROJECT['points of #REF', '#1']"", ""AGGREGATE['sum', '#1']"", ""SELECT['Giants']"", ""PROJECT['points of #REF', '#4']"", ""AGGREGATE['sum', '#5']"", ""ARITHMETIC['difference', '#3', '#6']""]","[""SELECT['the Rams']"", ""SELECT['the Giants']"", ""PROJECT['points of #REF', '#1']"", ""PROJECT['points of #REF', '#2']"", ""ARITHMETIC['difference', '#4', '#3']""]"
DROP_train_history_207_26883d48-db61-4a87-acb9-080cae9efbd0,"How many total casualties, both dead and wounded, did the Turks have?","[""SELECT['the Turks']"", ""FILTER['#1', 'that are dead']"", ""FILTER['#1', 'that are wounded']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""ARITHMETIC['sum', '#4', '#5']""]","[""SELECT['Turks']"", ""PROJECT['casualties of #REF', '#1']"", ""FILTER['#2', 'that were dead']"", ""FILTER['#2', 'that were wounded']"", ""AGGREGATE['count', '#3']"", ""AGGREGATE['count', '#4']"", ""ARITHMETIC['sum', '#5', '#6']""]"
DROP_train_history_207_2ddb9c45-b28e-4372-b993-f76015051556,How many hours after the battle began was the victory complete?,"[""SELECT['the battle began']"", ""SELECT['the victory was complete']"", ""PROJECT['when was #REF', '#1']"", ""PROJECT['when was #REF', '#2']"", ""ARITHMETIC['difference', '#4', '#3']""]","[""SELECT['the battle begun']"", ""SELECT['the victory was complete']"", ""PROJECT['when was #REF', '#1']"", ""PROJECT['when was #REF', '#2']"", ""ARITHMETIC['difference', '#4', '#3']""]"
DROP_train_history_207_83e26591-b82b-4a1c-9be9-cdf3cd09e28e,How many hours did it take for the Russians and Austrians to gain victory over the Ottomans?,"[""SELECT['the Russians and Austrians did gain victory over the Ottomans']"", ""PROJECT['hours of #REF', '#1']"", ""AGGREGATE['count', '#2']""]","[""SELECT['the Russians and Austrians gain victory over the Ottomans']"", ""PROJECT['hours of #REF', '#1']"", ""AGGREGATE['count', '#2']""]"
DROP_train_history_207_a6a371c9-8a88-40e9-899f-89bffacf2ad5,How many hours did the battle last?,"[""SELECT['the battle']"", ""PROJECT['hours of #REF', '#1']"", ""AGGREGATE['count', '#2']""]","[""SELECT['the battle']"", ""PROJECT['hours of #REF', '#1']"", ""AGGREGATE['sum', '#2']""]"
DROP_train_history_2070_0feca51c-c548-4dee-bbcb-49adcaabfd9c,Which year was the first flood?,"[""SELECT['floods']"", ""AGGREGATE['min', '#1']"", ""PROJECT['year of #REF', '#2']""]","[""SELECT['the first flood']"", ""PROJECT['year of #REF', '#1']""]"
DROP_train_history_2070_b3ac1101-62b1-4c6f-8e86-887b6d27798f,How many years after rats were observed building nests in trees did an outbreak of plague occur that was attributed to the release of infected rats from ships arriving from India?,"[""SELECT['rats were observed building nests in trees']"", ""SELECT['an outbreak of plague occur that was attributed to the release of infected rats from ships arriving from India']"", ""PROJECT['when was #REF', '#1']"", ""PROJECT['when was #REF', '#2']"", ""ARITHMETIC['difference', '#4', '#3']""]","[""SELECT['rats were observed building nests in trees']"", ""SELECT['an outbreak of plague occurs that was attributed to the release of infected rats from ships arriving from India']"", ""PROJECT['year of #REF', '#1']"", ""PROJECT['year of #REF', '#2']"", ""ARITHMETIC['difference', '#4', '#3']""]"
DROP_train_history_2070_e91c3711-923b-4dc6-930b-1e883dbbfc75,"Who was governor first, John Roberts or Isaac Pyke?","[""SELECT['John Roberts']"", ""SELECT['Isaac Pyke']"", ""PROJECT['when was #REF governor', '#1']"", ""PROJECT['when was #REF governor', '#2']"", ""COMPARISON['min', '#3', '#4']""]","[""SELECT['John Roberts was governor']"", ""SELECT['Isaac Pyke was governor']"", ""PROJECT['date of #REF', '#1']"", ""PROJECT['date of #REF', '#2']"", ""COMPARISON['min', '#3', '#4']""]"
DROP_train_history_2071_40d6c51a-c2d3-4e07-9407-e7b6c9cbab72,How many cases of measles in 1886 did not result in death?,"[""SELECT['measles']"", ""PROJECT['cases of #REF', '#1']"", ""FILTER['#2', 'in 1886']"", ""FILTER['#3', 'that did result in death']"", ""AGGREGATE['count', '#3']"", ""AGGREGATE['count', '#4']"", ""ARITHMETIC['difference', '#5', '#6']""]","[""SELECT['measles']"", ""PROJECT['cases of #REF', '#1']"", ""FILTER['#2', 'in 1886']"", ""FILTER['#3', 'that result in death']"", ""AGGREGATE['count', '#4']"", ""AGGREGATE['count', '#5']"", ""ARITHMETIC['difference', '#6', '#7']""]"
DROP_train_history_2071_8b2d111d-f4b4-4805-ac69-e0b4107e500d,How many more people lived in Jamestown in 1901 than in 1891?,"[""SELECT['Jamestown']"", ""PROJECT['people in 1901 of #REF', '#1']"", ""PROJECT['people in 1891 of #REF', '#1']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""ARITHMETIC['difference', '#4', '#5']""]","[""SELECT['Jamestown']"", ""PROJECT['people of #REF', '#1']"", ""FILTER['#2', 'in 1901']"", ""FILTER['#2', 'in 1891']"", ""AGGREGATE['count', '#3']"", ""AGGREGATE['count', '#4']"", ""ARITHMETIC['difference', '#5', '#6']""]"
DROP_train_history_2074_b351c22f-6aa1-4252-8e3f-698a38d8cdc2,How many births did the infant mortality rate drop by from 2005 to 2013?,"[""SELECT['the infant mortality rate']"", ""FILTER['#1', 'in 2005']"", ""FILTER['#1', 'in 2013']"", ""ARITHMETIC['difference', '#3', '#2']""]","[""SELECT['the infant mortality rate']"", ""FILTER['#1', 'in 2005']"", ""FILTER['#1', 'in 2013']"", ""ARITHMETIC['difference', '#3', '#2']""]"
DROP_train_history_2075_0caf90e9-6775-48cb-92c6-654704fd50ea,"Whose fertility rate was higher in 2004, Ethnic Chinese or India?","[""SELECT['fertility rates']"", ""FILTER['#1', 'in 2004']"", ""FILTER['#2', 'of Ethnic Chinese']"", ""FILTER['#2', 'of India']"", ""COMPARISON['max', '#3', '#4']""]","[""SELECT['fertility rate']"", ""FILTER['#1', 'in 2004']"", ""FILTER['#2', 'of Ethnic Chinese']"", ""FILTER['#2', 'of India']"", ""COMPARISON['max', '#3', '#4']""]"
DROP_train_history_2075_2ca00c06-2c3a-41d8-a1f6-52703cf1a4f9,"Which country has the highest elderly population, 12 % in United States or 21.2% in Japan?","[""SELECT['the United States']"", ""SELECT['Japan']"", ""PROJECT['the elderly population of #REF', '#1']"", ""PROJECT['the elderly population of #REF', '#2']"", ""PROJECT['% of #REF', '#3']"", ""PROJECT['% of #REF', '#4']"", ""COMPARISON['max', '#5', '#6']""]","[""SELECT['the United States']"", ""SELECT['Japan']"", ""PROJECT['the elderly population of #REF', '#1']"", ""PROJECT['the elderly population of #REF', '#2']"", ""PROJECT['% of #REF', '#3']"", ""PROJECT['% of #REF', '#4']"", ""COMPARISON['max', '#5', '#6']""]"
DROP_train_history_2075_94f1e4a8-1a78-49ca-b5f0-adbb05bed640,How many more children were born per woman  in Singapore in 2012 compared to Ethnic Chinese in 2004?,"[""SELECT['Singapore']"", ""SELECT['Ethnic Chinese']"", ""PROJECT['children born per woman of #REF', '#1']"", ""PROJECT['children born per woman of #REF', '#2']"", ""FILTER['#3', 'in 2012']"", ""FILTER['#4', 'in 2004']"", ""ARITHMETIC['difference', '#5', '#6']""]","[""SELECT['Singapore']"", ""SELECT['Ethnic Chinese']"", ""PROJECT['children born per woman of #REF', '#1']"", ""PROJECT['children born per woman of #REF', '#2']"", ""FILTER['#3', 'in 2012']"", ""FILTER['#4', 'in 2004']"", ""ARITHMETIC['difference', '#5', '#6']""]-"
DROP_train_history_2075_c11305d5-f0f0-4cea-9609-75afd3b02cc4,How many more children were born per woman in 2012 Malays compared to Singapore?,"[""SELECT['children']"", ""FILTER['#1', 'that were born per woman']"", ""FILTER['#2', 'in 2012']"", ""FILTER['#3', 'in Malays']"", ""FILTER['#3', 'in Singapore']"", ""AGGREGATE['count', '#4']"", ""AGGREGATE['count', '#5']"", ""ARITHMETIC['difference', '#6', '#7']""]","[""SELECT['children born per woman']"", ""FILTER['#1', 'in 2012']"", ""FILTER['#2', 'in Malays']"", ""FILTER['#2', 'in Singapore']"", ""AGGREGATE['count', '#3']"", ""AGGREGATE['count', '#4']"", ""ARITHMETIC['difference', '#5', '#6']""]"
DROP_train_history_2077_0533450b-9223-49e2-b73a-02977e87ad48,How many percent were not Chinese?,"[""SELECT['those that were Chinese']"", ""PROJECT['percent of #REF', '#1']"", ""PROJECT['the difference of 100 percent and #REF', '#2']""]","[""SELECT['those that were Chinese']"", ""PROJECT['percent of #REF', '#1']"", ""PROJECT['difference of 100 and #REF', '#2']""]"
DROP_train_history_2077_4a0ecbd1-2a2a-4c79-845d-548ebb101c64,"In 1860 Singapore how many people were neither Chinese, Europeans or Eurasians?","[""SELECT['Singapore']"", ""PROJECT['people of #REF', '#1']"", ""FILTER['#2', 'in 1860']"", ""FILTER['#3', 'that were Chinese']"", ""FILTER['#3', 'that were Europeans']"", ""FILTER['#3', 'that were Eurasians']"", ""AGGREGATE['count', '#3']"", ""AGGREGATE['count', '#4']"", ""AGGREGATE['count', '#5']"", ""AGGREGATE['count', '#6']"", ""ARITHMETIC['sum', '#8', '#9', '#10']"", ""ARITHMETIC['difference', '#7', '#11']""]","[""SELECT['Singapore']"", ""PROJECT['people of #REF', '#1']"", ""FILTER['#2', 'in 1860']"", ""FILTER['#3', 'that were Chinese']"", ""FILTER['#3', 'that were Europeans']"", ""FILTER['#3', 'that were Eurasians']"", ""AGGREGATE['count', '#4']"", ""AGGREGATE['count', '#5']"", ""AGGREGATE['count', '#6']"", ""ARITHMETIC['sum', '#7', '#8', '#9']"", ""ARITHMETIC['difference', '#10', '#11']""]"
DROP_train_history_2077_6528d064-1356-4c97-abf1-6addac306d22,How many more percent did the Malay population have than the Indians in the first half of century?,"[""SELECT['the Malay']"", ""SELECT['the Indians']"", ""PROJECT['populations of #REF', '#1']"", ""PROJECT['populations of #REF', '#2']"", ""FILTER['#3', 'in the first half of the century']"", ""FILTER['#4', 'in the first half of the century']"", ""PROJECT['percent of #REF', '#5']"", ""PROJECT['percent of #REF', '#6']"", ""ARITHMETIC['difference', '#7', '#8']""]","[""SELECT['the Malay']"", ""PROJECT['population in the first half of the century of #REF', '#1']"", ""SELECT['the Indians']"", ""PROJECT['population in the first half of the century of #REF', '#3']"", ""PROJECT['percent of #REF', '#2']"", ""PROJECT['percent of #REF', '#4']"", ""ARITHMETIC['difference', '#5', '#6']""]"
DROP_train_history_2077_6ae86691-f180-4f14-96fe-bec609eacef7,How many in percent in 1901 Singapore wasn't Malays?,"[""SELECT['Singapore']"", ""FILTER['#1', 'that was Malays']"", ""FILTER['#2', 'in 1901']"", ""PROJECT['percent of #REF', '#3']"", ""PROJECT['difference of 100 and #REF', '#4']""]","[""SELECT['Singapore']"", ""FILTER['#1', 'in 1901']"", ""FILTER['#2', 'that was Malays']"", ""PROJECT['percent of #REF', '#3']"", ""PROJECT['the difference of 100 percent and #REF', '#4']""]"
DROP_train_history_2077_783885f6-d5e8-4467-a5dd-113dd40fe2a4,How many more percent were Chinese than Europeans and Eurasians in 1901?,"[""SELECT['Chinese in 1901']"", ""SELECT['Europeans in 1901']"", ""SELECT['Eurasians in 1901']"", ""PROJECT['percent of #REF', '#1']"", ""PROJECT['percent of #REF', '#2']"", ""PROJECT['percent of #REF', '#3']"", ""ARITHMETIC['sum', '#5', '#6']"", ""ARITHMETIC['difference', '#4', '#7']""]","[""SELECT['Chinese in 1901']"", ""SELECT['Europeans in 1901']"", ""SELECT['Eurasians in 1901']"", ""PROJECT['percent of #REF', '#1']"", ""PROJECT['percent of #REF', '#2']"", ""PROJECT['percent of #REF', '#3']"", ""PROJECT['percent of #REF', '#4']"", ""ARITHMETIC['sum', '#5', '#6']"", ""ARITHMETIC['difference', '#8', '#7']""]"
DROP_train_history_2077_8e2809b9-5f53-4cbc-abdd-06411dfd2209,How many percent were not Europeans and Eurasians in 1901?,"[""SELECT['Europeans']"", ""FILTER['#1', 'in 1901']"", ""PROJECT['percent of #REF', '#2']"", ""SELECT['Eurasians']"", ""FILTER['#4', 'in 1901']"", ""PROJECT['percent of #REF', '#5']"", ""ARITHMETIC['sum', '#3', '#6']"", ""PROJECT['difference of 100 and #REF', '#7']""]","[""SELECT['Europeans']"", ""FILTER['#1', 'in 1901']"", ""SELECT['Eurasians']"", ""FILTER['#2', 'in 1901']"", ""PROJECT['percent of #REF', '#3']"", ""PROJECT['percent of #REF', '#4']"", ""ARITHMETIC['sum', '#5', '#6']"", ""ARITHMETIC['difference', '#7', '#8']""]"
DROP_train_history_2077_e68c0ed7-aee3-4edd-b7b5-b4e2e103d790,How many more Chinese were there living in Singapore in 1860 compared to Europeans and Eurasians?,"[""SELECT['Singapore']"", ""PROJECT['Chinese population of #REF', '#1']"", ""PROJECT['Europeans and Eurasians population of #REF', '#1']"", ""FILTER['#2', 'in 1860']"", ""FILTER['#3', 'in 1860']"", ""ARITHMETIC['difference', '#4', '#5']""]","[""SELECT['Singapore']"", ""PROJECT['Chinese living in #REF', '#1']"", ""PROJECT['Europeans living in #REF', '#1']"", ""PROJECT['Eurasians living in #REF', '#1']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""AGGREGATE['count', '#4']"", ""ARITHMETIC['sum', '#6', '#7']"", ""ARITHMETIC['difference', '#8', '#9']""]"
DROP_train_history_2078_3df60b95-6866-4774-a262-94cec073498e,What two players won six titles?,"[""SELECT['players']"", ""PROJECT['titles of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is six']""]","[""SELECT['players']"", ""PROJECT['titles of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is six']""]"
DROP_train_history_2078_3fd7bc37-78f9-45f6-a65e-29e64941db9d,"Who was the dominant snooker player first, John Pulman or Ray Reardon?","[""SELECT['John Pulman was the dominant snooker player']"", ""SELECT['Ray Reardon was the dominant snooker player']"", ""PROJECT['when was #REF', '#1']"", ""PROJECT['when was #REF', '#2']"", ""COMPARISON['min', '#3', '#4']""]","[""SELECT['Jon Pulman was the dominant snooker player']"", ""SELECT['Ray Reardon was the dominant snooker player']"", ""PROJECT['when was #REF', '#1']"", ""PROJECT['when was #REF', '#2']"", ""COMPARISON['min', '#3', '#4']""]"
DROP_train_history_2078_631c5c06-e8d7-4765-80b4-e53b7e522be7,Who won titles over a course of exactly eight years?,"[""SELECT['titles']"", ""SELECT['who won titles']"", ""FILTER['#2', 'over a course of eight years']""]","[""SELECT['titles']"", ""FILTER['#1', 'over a course of eight years']"", ""PROJECT['who won #REF', '#2']""]"
DROP_train_history_2078_b6a5d6a6-70ac-455d-80e4-e7c2ed70cd7f,Who won titles in a period over ten years?,"[""SELECT['titles']"", ""PROJECT['who won #REF', '#1']"", ""FILTER['#2', 'in a period higher than ten years']""]","[""SELECT['titles']"", ""PROJECT['period of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is higher than ten years']"", ""PROJECT['who won #REF', '#3']""]"
DROP_train_history_2079_933f4237-e468-4255-9c21-e17347e185cb,Did the state's GDP grow by more in 2009 or 2010?,"[""SELECT['the state']"", ""PROJECT['grow in GDP of #REF', '#1']"", ""FILTER['#2', 'in 2009']"", ""FILTER['#2', 'in 2010']"", ""COMPARISON['max', '#3', '#4']""]","[""SELECT['states']"", ""PROJECT['GDP of #REF', '#1']"", ""FILTER['#2', 'in 2009']"", ""FILTER['#2', 'in 2010']"", ""COMPARISON['max', '#3', '#4']""]"
DROP_train_history_2080_2d42870d-ae93-4a69-8e6c-2d6cc57323fc,How many points was the mortality rate lower than the infant mortality rate in 2014?,"[""SELECT['the mortality rate']"", ""SELECT['the infant mortality rate']"", ""FILTER['#1', 'in 2014']"", ""FILTER['#2', 'in 2014']"", ""PROJECT['points of #REF', '#3']"", ""PROJECT['points of #REF', '#4']"", ""ARITHMETIC['difference', '#6', '#5']""]","[""SELECT['the mortality rate in points']"", ""SELECT['the infant mortality rate in points']"", ""FILTER['#1', 'in 2014']"", ""ARITHMETIC['difference', '#3', '#2']""]"
DROP_train_history_2082_91f6e8dc-3c68-4e37-b36f-4310363c8f8c,How many more rushing yards did Wendell Tyler have compared to Roger Craig?,"[""SELECT['Wendell Tyler']"", ""PROJECT['rushing yards of #REF', '#1']"", ""AGGREGATE['sum', '#2']"", ""SELECT['Roger Craig']"", ""PROJECT['rushing yards of #REF', '#4']"", ""AGGREGATE['sum', '#5']"", ""ARITHMETIC['difference', '#3', '#6']""]","[""SELECT['Wendell Tyler']"", ""SELECT['Roger Craig']"", ""PROJECT['rushing yards of #REF', '#1']"", ""PROJECT['rushing yards of #REF', '#2']"", ""ARITHMETIC['difference', '#3', '#4']""]"
