id,source_text,target_text,alt_text
ATIS_train_786,show me the flights from boston to dallas ,"[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to dallas']""]","[""SELECT['flights']"", ""FILTER['#1', 'from boston to dallas']""]"
ATIS_train_787,show me all nonstop flights between denver and oakland leaving after noon and arriving after 5pm ,"[""SELECT['flights']"", ""FILTER['#1', 'that are nonstop']"", ""FILTER['#2', 'between denver']"", ""FILTER['#3', 'and oakland']"", ""FILTER['#4', 'leaving after noon']"", ""FILTER['#5', 'arriving after 5pm']""]","[""SELECT['flights']"", ""FILTER['#1', 'betweenleftside denver']"", ""FILTER['#2', 'betweenrightside oakland']"", ""FILTER['#3', 'that are nonstop']"", ""FILTER['#4', 'leaving after noon']"", ""FILTER['#5', 'arriving after 5pm']""."
ATIS_train_788,now i need a one way flight from pittsburgh to denver ,"[""SELECT['flights']"", ""FILTER['#1', 'that are one way']"", ""FILTER['#2', 'from pittsburgh']"", ""FILTER['#3', 'to denver']""]","[""SELECT['flights']"", ""FILTER['#1', 'from pittsburgh']"", ""FILTER['#2', 'to denver']"", ""FILTER['#3', 'that is one way']""]"
ATIS_train_789,show me the flights from columbus to charlotte ,"[""SELECT['flights']"", ""FILTER['#1', 'from columbus']"", ""FILTER['#2', 'to charlotte']""]","[""SELECT['the flights']"", ""FILTER['#1', 'from columbus']"", ""FILTER['#2', 'to charlotte']""]"
ATIS_train_79,i would like a flight leaving from boston arriving in san francisco with a stopover in atlanta ,"[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'with a stopover in atlanta']""]","[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to atlanta']"", ""FILTER['#3', 'with a stopover']""]"
ATIS_train_790,we're going from denver to san francisco ,"[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to san francisco']""]","[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'into san francisco']""]"
ATIS_train_791,what airlines fly boston to baltimore ,"[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to baltimore']"", ""PROJECT['airlines of #REF', '#3']""]","[""SELECT['airlines']"", ""FILTER['#1', 'which fly boston']"", ""FILTER['#2', 'to baltimore']""]"
ATIS_train_792,please list the flights from charlotte to long beach arriving after lunch time ,"[""SELECT['flights']"", ""FILTER['#1', 'from charlotte']"", ""FILTER['#2', 'to long beach']"", ""FILTER['#3', 'arriving after lunch time']""]","[""SELECT['flights']"", ""FILTER['#1', 'after lunch time']"", ""FILTER['#2', 'from charlotte']"", ""FILTER['#3', 'to long beach']""]"
ATIS_train_793,what is the fare from philadelphia to pittsburgh business class one way ,"[""SELECT['flights']"", ""FILTER['#1', 'from philadelphia']"", ""FILTER['#2', 'to pittsburgh']"", ""FILTER['#3', 'in business class']"", ""FILTER['#4', 'that is one way']"", ""PROJECT['fares of #REF', '#5']""]","[""SELECT['flights']"", ""FILTER['#1', 'from philadelphia']"", ""FILTER['#2', 'to pittsburgh']"", ""FILTER['#3', 'that are business class']"", ""FILTER['#4', 'that are one way']"", ""PROJECT['fares of #REF', '#5']""]"
ATIS_train_796,chicago to milwaukee ,"[""SELECT['from chicago']"", ""FILTER['#1', 'to milwaukee']""]","[""SELECT['ferries']"", ""FILTER['#1', 'from chicago']"", ""FILTER['#2', 'to milwaukee']""]"
ATIS_train_797,i now need a flight from san jose to houston leaving on sunday the fourth ,"[""SELECT['flights']"", ""FILTER['#1', 'from san jose']"", ""FILTER['#2', 'to houston']"", ""FILTER['#3', 'leaving sunday the fourth']""]","[""SELECT['flights']"", ""FILTER['#1', 'from san jose to houston']"", ""FILTER['#2', 'leaving on sunday the fourth']""]"
ATIS_train_798,i would like the flight from atlanta to denver that has the cheapest one way fare ,"[""SELECT['flights']"", ""FILTER['#1', 'from atlanta']"", ""FILTER['#2', 'to denver']"", ""FILTER['#3', 'that are one way']"", ""PROJECT['fares of #REF', '#4']"", ""PROJECT['cheapest of #REF', '#5']""]","[""SELECT['flights']"", ""FILTER['#1', 'that are one way']"", ""FILTER['#2', 'from atlanta']"", ""FILTER['#3', 'to denver']"", ""PROJECT['fares of #REF', '#4']"", ""COMPARATIVE['#4', '#5', 'is the cheapest']""]"
ATIS_train_799,how long does it take to get from denver to oakland ,"[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to oakland']"", ""PROJECT['how long are #REF', '#3']""]","[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to oakland']"", ""PROJECT['how long is #REF', '#3']""]"
ATIS_train_8,do you have an 819 flight from denver to san francisco ,"[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'on 819']""]","[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'that are 819']""]"
ATIS_train_80,please list all the takeoffs and landings for general mitchell international ,"[""SELECT['general mitchell international']"", ""PROJECT['takeoffs of #REF', '#1']"", ""PROJECT['landings of #REF', '#1']"", ""UNION['#2', '#3']""]","[""SELECT['general mitchell international']"", ""PROJECT['takeoffs for #REF', '#1']"", ""PROJECT['landings for #REF', '#1']"", ""UNION['#2', '#3']""]"
ATIS_train_800,i'd like to see the flights from atlanta to washington dc ,"[""SELECT['flights']"", ""FILTER['#1', 'from atlanta']"", ""FILTER['#2', 'to washington dc']""]","[""SELECT['flights']"", ""FILTER['#1', 'from atlanta']"", ""FILTER['#2', 'to washingtondc']""]"
ATIS_train_802,show me all flights from san diego to miami with a stop in denver ,"[""SELECT['all flights']"", ""FILTER['#1', 'from san diego']"", ""FILTER['#2', 'to miami']"", ""FILTER['#3', 'with a stop in denver']""]","[""SELECT['flights']"", ""FILTER['#1', 'from san diego to miami']"", ""FILTER['#2', 'with a stop in denver']""]"
ATIS_train_803,show me the flights from san francisco to newark that leave after 11pm ,"[""SELECT['flights']"", ""FILTER['#1', 'from san francisco']"", ""FILTER['#2', 'to newark']"", ""FILTER['#3', 'that leave after 11pm']""]","[""SELECT['flights']"", ""FILTER['#1', 'from san francisco to newark']"", ""FILTER['#2', 'that leave after 11pm']""]"
ATIS_train_804,show me all flights arriving to denver from boston ,"[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to denver']""]","[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'arriving to denver']""]"
ATIS_train_805,find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8pm ,"[""SELECT['flights']"", ""FILTER['#1', 'that are round trip']"", ""FILTER['#2', 'from dallas']"", ""FILTER['#3', 'to pittsburgh']"", ""FILTER['#4', 'arriving after 8pm']"", ""PROJECT['travel arrangements for #REF', '#5']""]","[""SELECT['round trip flights']"", ""FILTER['#1', 'from dallas']"", ""FILTER['#2', 'to pittsburgh']"", ""FILTER['#3', 'arriving after 8pm']"", ""PROJECT['travel arrangements for #REF', '#4']""]"
ATIS_train_806,all flights from dallas to san francisco ,"[""SELECT['flights']"", ""FILTER['#1', 'from dallas']"", ""FILTER['#2', 'to san francisco']""]","[""SELECT['flights']"", ""FILTER['#1', 'from dallas to san francisco']""]"
ATIS_train_808,what flights are available between philadelphia and denver on september sixteenth ,"[""SELECT['flights']"", ""FILTER['#1', 'betweenleftside philadelphia']"", ""FILTER['#2', 'betweenrightside denver']"", ""FILTER['#3', 'on september sixteenth']"", ""FILTER['#4', 'that are available']""]","[""SELECT['flights']"", ""FILTER['#1', 'betweenleftside philadelphia']"", ""FILTER['#2', 'betweenrightside denver']"", ""FILTER['#3', 'on september sixteenth']""."
ATIS_train_81,first class from detroit to st. petersburg ,"[""SELECT['flights']"", ""FILTER['#1', 'from detroit']"", ""FILTER['#2', 'to st. petersburg']"", ""FILTER['#3', 'on first class']""]","[""SELECT['flights']"", ""FILTER['#1', 'in first class']"", ""FILTER['#2', 'from detroit']"", ""FILTER['#3', 'to st. petersburg']""]"
ATIS_train_810,show me the flights on twa to atlanta in the morning ,"[""SELECT['flights']"", ""FILTER['#1', 'on twa']"", ""FILTER['#2', 'to atlanta']"", ""FILTER['#3', 'in the morning']""]","[""SELECT['flights']"", ""FILTER['#1', 'on twa']"", ""FILTER['#2', 'in the morning']"", ""FILTER['#3', 'to atlanta']""]"
ATIS_train_811,what kind of airplane goes from boston to san francisco before noon ,"[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'before noon']"", ""PROJECT['kinds of airplanes of #REF', '#4']""]","[""SELECT['airplanes']"", ""FILTER['#1', 'that goes from boston']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'before noon']""]"
ATIS_train_812,i would like to find the cheapest one way fare from boston to oakland ,"[""SELECT['one way fares']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to oakland']"", ""PROJECT['the cheapest of #REF', '#3']""]","[""SELECT['fares']"", ""FILTER['#1', 'that are one way']"", ""FILTER['#2', 'from boston']"", ""FILTER['#3', 'to oakland']"", ""PROJECT['the cheapest #REF', '#4']""]"
ATIS_train_813,on august thirtieth i would like a flight from denver to san francisco in the early am ,"[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'on august thirtieth']"", ""FILTER['#4', 'in the early am']""]","[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'on august thirtieth']"", ""FILTER['#4', 'early am']""]"
ATIS_train_814,how many fare codes belong to economy class ,"[""SELECT['economy class']"", ""PROJECT['fare codes of #REF', '#1']"", ""AGGREGATE['count', '#2']""]","[""SELECT['classes']"", ""FILTER['#1', 'that are economy']"", ""PROJECT['fare codes of #REF', '#2']"", ""AGGREGATE['count', '#3']""]"
ATIS_train_816,please show me flights from dallas to denver ,"[""SELECT['flights']"", ""FILTER['#1', 'from dallas']"", ""FILTER['#2', 'to denver']""]","[""SELECT['the flights']"", ""FILTER['#1', 'from dallas']"", ""FILTER['#2', 'to denver']""]"
ATIS_train_817,i need information for ground transportation denver colorado ,"[""SELECT['transportation']"", ""PROJECT['ground #REF', '#1']"", ""FILTER['#2', 'in denver colorado']"", ""PROJECT['information for #REF', '#3']""]","[""SELECT['transportation']"", ""PROJECT['ground of #REF', '#1']"", ""FILTER['#2', 'in denver colorado']""]"
ATIS_train_818,show me the itinerary for the connecting flight from dallas fort worth to san francisco that departs dallas fort worth at 1940 ,"[""SELECT['flights']"", ""PROJECT['connecting of #REF', '#1']"", ""FILTER['#2', 'from dallas fort worth']"", ""FILTER['#3', 'to san francisco']"", ""FILTER['#4', 'that departs dallas fort worth at 1940']"", ""PROJECT['itinerary of #REF', '#5']""]","[""SELECT['connecting flight']"", ""FILTER['#1', 'from dallas fort worth']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'that departs dallas fort worth at 1940']"", ""PROJECT['itinerary of #REF', '#4']""]"
ATIS_train_819,i would like to know the types of ground transportation from the airport to las vegas ,"[""SELECT['ground transportation']"", ""PROJECT['types of #REF', '#1']"", ""FILTER['#2', 'from airport']"", ""FILTER['#3', 'to las vegas']""]","[""SELECT['ground transportations']"", ""FILTER['#1', 'from airport']"", ""FILTER['#2', 'to las vegas']"", ""PROJECT['types of #REF', '#3']""]"
ATIS_train_820,what are the flights from milwaukee to orlando on thursday ,"[""SELECT['flights']"", ""FILTER['#1', 'from milwaukee']"", ""FILTER['#2', 'to orlando']"", ""FILTER['#3', 'on thursday']""]","[""SELECT['flights']"", ""FILTER['#1', 'on thursday']"", ""FILTER['#2', 'from milwaukee']"", ""FILTER['#3', 'to orlando']""]"
ATIS_train_821,flights from baltimore to washington dc ,"[""SELECT['flights']"", ""FILTER['#1', 'from baltimore']"", ""FILTER['#2', 'to washington dc']""]","[""SELECT['flights from baltimore']"", ""FILTER['#1', 'to washington dc']""]"
ATIS_train_822,all right now i need a flight from seattle to san diego ,"[""SELECT['flights']"", ""FILTER['#1', 'from seattle']"", ""FILTER['#2', 'to san diego']""]","[""SELECT['flights']"", ""FILTER['#1', 'from seattle']"", ""FILTER['#2', 'to san diego']""."
ATIS_train_823,i'd like to buy a coach class ticket from denver to atlanta with a stopover in pittsburgh ,"[""SELECT['tickets']"", ""PROJECT['coach class #REF', '#1']"", ""FILTER['#2', 'from denver']"", ""FILTER['#3', 'to atlanta']"", ""FILTER['#4', 'with stopover in pittsburgh']""]","[""SELECT['flights']"", ""FILTER['#1', 'in coach class']"", ""FILTER['#2', 'from denver']"", ""FILTER['#3', 'to atlanta']"", ""FILTER['#4', 'with stopover in pittsburgh']"", ""PROJECT['ticket of #REF', '#5']""]"
ATIS_train_824,hi i'd like to fly from columbus to phoenix and make a stop in cincinnati along the way ,"[""SELECT['flights']"", ""FILTER['#1', 'from columbus']"", ""FILTER['#2', 'to phoenix']"", ""FILTER['#3', 'with a stop in cincinnati']""]","[""SELECT['flights']"", ""FILTER['#1', 'from columbus to phoenix']"", ""FILTER['#2', 'with stop in cincinnati']""]"
ATIS_train_825,where does canadian airlines international fly to ,"[""SELECT['flights']"", ""FILTER['#1', 'that are canadian airlines']"", ""PROJECT['where does #REF fly to', '#2']""]","[""SELECT['flights']"", ""FILTER['#1', 'on canadian airlines international']"", ""PROJECT['where do #REF fly to', '#2']""]"
ATIS_train_826,i would like a flight from kansas city to st. paul departing at 4pm ,"[""SELECT['flights']"", ""FILTER['#1', 'from kansas city']"", ""FILTER['#2', 'to st. paul']"", ""FILTER['#3', 'departing at 4pm']""]","[""SELECT['flights']"", ""FILTER['#1', 'from kansas city to st. paul']"", ""FILTER['#2', 'departing at 4pm']""]"
ATIS_train_827,what's the cheapest flight from pittsburgh to san francisco on friday ,"[""SELECT['flights']"", ""FILTER['#1', 'from pittsburgh']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'on friday']"", ""FILTER['#4', 'that is cheapest']""]","[""SELECT['flights']"", ""FILTER['#1', 'from pittsburgh']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'on friday']"", ""PROJECT['the cheapest of #REF', '#4']""]"
ATIS_train_828,okay can you tell me the flight cost between denver and atlanta ,"[""SELECT['the flight cost']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to atlanta']""]","[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to atlanta']"", ""PROJECT['the cost of #REF', '#3']""]"
ATIS_train_829,what flights are available from boston to washington dc late the twenty fifth or early the twenty sixth ,"[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to washington dc']"", ""FILTER['#3', 'late on the twenty fifth']"", ""FILTER['#3', 'early on the twenty sixth']"", ""UNION['#4', '#5']""]","[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to washington dc late on the twenty fifth']"", ""FILTER['#2', 'early on the twenty sixth']"", ""UNION['#3', '#4']""]"
ATIS_train_83,all flights from cleveland to newark ,"[""SELECT['all flights']"", ""FILTER['#1', 'from cleveland']"", ""FILTER['#2', 'to newark']""]","[""SELECT['flights']"", ""FILTER['#1', 'from cleveland to newark']""]"
ATIS_train_830,what are my choices of flights from las vegas to new york ,"[""SELECT['flights']"", ""FILTER['#1', 'from las vegas']"", ""FILTER['#2', 'to new york']""]","[""SELECT['flights']"", ""FILTER['#1', 'from las vegas']"", ""FILTER['#2', 'to new york']""."
ATIS_train_831,american flights from san francisco please ,"[""SELECT['flights']"", ""FILTER['#1', 'that are american']"", ""FILTER['#2', 'from san francisco']""]","[""SELECT['flights']"", ""FILTER['#1', 'from san francisco']"", ""FILTER['#2', 'that are american']""]"
ATIS_train_832,tell me distance from orlando airport to the city ,"[""SELECT['the orlando airport']"", ""PROJECT['distance to orlando of #REF', '#1']""]","[""SELECT['orlando airport']"", ""PROJECT['distance to the city of #REF', '#1']""]"
ATIS_train_833,show me round trip first class tickets from new york to miami ,"[""SELECT['flights']"", ""FILTER['#1', 'in first class']"", ""FILTER['#2', 'from new york']"", ""FILTER['#3', 'to miami']"", ""FILTER['#4', 'round trip']"", ""PROJECT['tickets of #REF', '#5']""]","[""SELECT['flights']"", ""FILTER['#1', 'from new york']"", ""FILTER['#2', 'to miami']"", ""FILTER['#3', 'that are round trip']"", ""FILTER['#4', 'in first class']"", ""PROJECT['tickets of #REF', '#5']""]"
ATIS_train_834,ground transportation dallas ,"[""SELECT['ground transportation']"", ""FILTER['#1', 'in dallas']""]","[""SELECT['transportation']"", ""FILTER['#1', 'that is ground']"", ""FILTER['#2', 'dallas']""]"
ATIS_train_835,flights from cincinnati to denver on american airlines ,"[""SELECT['flights']"", ""FILTER['#1', 'from cincinnati']"", ""FILTER['#2', 'to denver']"", ""FILTER['#3', 'on american airlines']""]","[""SELECT['flights']"", ""FILTER['#1', 'from cincinnati to denver']"", ""FILTER['#2', 'on american airlines']""]"
ATIS_train_836,show me all flights from san francisco to pittsburgh on a monday ,"[""SELECT['flights']"", ""FILTER['#1', 'from san francisco']"", ""FILTER['#2', 'to pittsburgh']"", ""FILTER['#3', 'on a monday']""]","[""SELECT['flights']"", ""FILTER['#1', 'from san francisco to pittsburgh']"", ""FILTER['#2', 'on a monday']""]"
ATIS_train_837,i want to travel from philadelphia to boston on wednesday afternoon ,"[""SELECT['travel from philadelphia to boston']"", ""FILTER['#1', 'on wednesday afternoon']""]","[""SELECT['travel from philadelphia']"", ""FILTER['#1', 'to boston']"", ""FILTER['#2', 'on wednesday afternoon']""]"
ATIS_train_838,i would like to make a reservation for a flight to denver from philadelphia on this coming sunday ,"[""SELECT['flights']"", ""FILTER['#1', 'from philadelphia']"", ""FILTER['#2', 'to denver']"", ""FILTER['#3', 'on sunday']""]","[""SELECT['flights']"", ""FILTER['#1', 'from philadelphia']"", ""FILTER['#2', 'to denver']"", ""FILTER['#3', 'on this coming sunday']""]"
ATIS_train_839,yes on the delta flight leaving san francisco at 225pm arriving philadelphia 1158pm what type of equipment is used on that flight ,"[""SELECT['flights']"", ""FILTER['#1', 'on delta']"", ""FILTER['#2', 'leaving san francisco']"", ""FILTER['#3', 'at 225pm']"", ""FILTER['#4', 'arriving in philadelphia']"", ""FILTER['#5', 'at 1158pm']"", ""PROJECT['equipments used on #REF', '#6']"", ""PROJECT['the type of #REF', '#7']""]","[""SELECT['flights']"", ""FILTER['#1', 'on delta']"", ""FILTER['#2', 'leaving san francisco']"", ""FILTER['#3', 'at 225pm']"", ""FILTER['#4', 'arriving in philadelphia']"", ""FILTER['#5', 'at 1158pm']"", ""PROJECT['equipments used on #REF', '#6']"", ""PROJECT['type of #REF', '#7']""]"
ATIS_train_84,show me all the flights from indianapolis to san diego on us air ,"[""SELECT['flights']"", ""FILTER['#1', 'from indianapolis']"", ""FILTER['#2', 'to san diego']"", ""FILTER['#3', 'on us air']""]","[""SELECT['flights']"", ""FILTER['#1', 'from indianapolis']"", ""FILTER['#2', 'to san diego']"", ""FILTER['#3', 'on us air']""]"
ATIS_train_840,what are the flights dallas to boston on monday morning ,"[""SELECT['flights']"", ""FILTER['#1', 'from dallas']"", ""FILTER['#2', 'to boston']"", ""FILTER['#3', 'on monday morning']""]","[""SELECT['flights']"", ""FILTER['#1', 'from dallas to boston']"", ""FILTER['#2', 'on monday morning']""]"
ATIS_train_841,list all flights on continental which leave seattle and arrive in chicago departing on sunday after 430pm ,"[""SELECT['all flights']"", ""FILTER['#1', 'on continental']"", ""FILTER['#2', 'departing on sunday']"", ""FILTER['#3', 'after 430pm']"", ""FILTER['#4', 'which leave seattle']"", ""FILTER['#5', 'which arrive in chicago']""]","[""SELECT['flights']"", ""FILTER['#1', 'on continental']"", ""FILTER['#2', 'departing sunday after 430pm']"", ""FILTER['#3', 'which arrive in chicago']""]"
ATIS_train_842,show me the united airlines flights from denver to baltimore leaving on june fourteenth ,"[""SELECT['flights']"", ""FILTER['#1', 'on united airlines']"", ""FILTER['#2', 'from denver']"", ""FILTER['#3', 'to baltimore']"", ""FILTER['#4', 'leaving june fourteenth']""]","[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to baltimore']"", ""FILTER['#3', 'leaving on june fourteenth']"", ""FILTER['#4', 'on united airlines']""]"
ATIS_train_843,what are the afternoon flights from atlanta to baltimore ,"[""SELECT['flights']"", ""FILTER['#1', 'in the afternoon']"", ""FILTER['#2', 'from atlanta to baltimore']""]","[""SELECT['flights']"", ""FILTER['#1', 'in the afternoon']"", ""FILTER['#2', 'from atlanta']"", ""FILTER['#3', 'to baltimore']""]"
ATIS_train_844,i want wednesday flights from atlanta to washington dc ,"[""SELECT['flights']"", ""FILTER['#1', 'from atlanta']"", ""FILTER['#2', 'to washington dc']"", ""FILTER['#3', 'on wednesday']""]","[""SELECT['flights']"", ""FILTER['#1', 'from atlanta to washington dc']"", ""FILTER['#2', 'on wednesday']""]"
