id,source_text,target_text,alt_text
COMQA_train_cluster-539-3,what country has the largest population in africa?,"[""SELECT['africa']"", ""PROJECT['countries of #REF', '#1']"", ""PROJECT['population of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the largest']""]","[""SELECT['africa']"", ""PROJECT['countries of #REF', '#1']"", ""PROJECT['population of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the highest']""]"
COMQA_train_cluster-54-2,who wanted the rwanda genocide?,"[""SELECT['rwanda genocide']"", ""PROJECT['who wanted #REF', '#1']""]","[""SELECT['rwanda genocide']"", ""PROJECT['who want #REF', '#1']""]"
COMQA_train_cluster-542-1,what are the five largest cities in new mexico?,"[""SELECT['new mexico']"", ""PROJECT['cities of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""AGGREGATE['max', '#3']"", ""COMPARATIVE['#2', '#3', 'is in #4']""]","[""SELECT['new mexico']"", ""PROJECT['cities of #REF', '#1']"", ""AGGREGATE['max', '#2']"", ""DISCARD['#2', '#3']"", ""AGGREGATE['max', '#4']"", ""UNION['#3', '#5']""]"
COMQA_train_cluster-543-1,r kelly latest songs?,"[""SELECT['r kelly']"", ""PROJECT['songs of #REF', '#1']"", ""PROJECT['the latest of #REF', '#2']""]","[""SELECT['r kelly']"", ""PROJECT['songs of #REF', '#1']"", ""PROJECT['date of #REF', '#2']"", ""SUPERLATIVE['max', '#2', '#3']""]"
COMQA_train_cluster-544-1,hitler became chancellor of germany in what year?,"[""SELECT['hitler became chancellor of germany']"", ""PROJECT['year of #REF', '#1']""]","[""SELECT['hitler became chancellor of germany in what year']""]"
COMQA_train_cluster-544-2,what year did hitler become chancellor of germany?,"[""SELECT['hitler did become chancellor of germany']"", ""PROJECT['year of #REF', '#1']""]","[""SELECT['hitler becomes chancellor of germany']"", ""PROJECT['year of #REF', '#1']""]"
COMQA_train_cluster-544-5,what year did adolf hitler become chancellor for germany?,"[""SELECT['adolf hitler becomes chancellor of germany']"", ""PROJECT['year of #REF', '#1']""]","[""SELECT['adolf hitler became chancellor for germany']"", ""PROJECT['year of #REF', '#1']""]"
COMQA_train_cluster-544-6,which date did hitler become chancellor of germany?,"[""SELECT['hitler become chancellor of germany']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['hitler became chancellor of germany']"", ""PROJECT['date of #REF', '#1']""]"
COMQA_train_cluster-546-1,what are us states that border maine on the west?,"[""SELECT['maine']"", ""PROJECT['border states of #REF', '#1']"", ""FILTER['#2', 'on the west']""]","[""SELECT['maine']"", ""SELECT['us states']"", ""FILTER['#2', 'that border #1']"", ""FILTER['#3', 'on the west']""]"
COMQA_train_cluster-546-2,what state borders maine on the west?,"[""SELECT['maine']"", ""PROJECT['border state of #REF', '#1']"", ""FILTER['#2', 'on the west']""]","[""SELECT['maine']"", ""SELECT['states']"", ""FILTER['#2', 'that borders #1']"", ""FILTER['#3', 'on the west']""]"
COMQA_train_cluster-547-1,what year does fidel castro take control of cuba?,"[""SELECT['fidel castro take control of cuba']"", ""PROJECT['year of #REF', '#1']""]","[""SELECT['fidel castro does take control of cuba']"", ""PROJECT['year of #REF', '#1']""]]"
COMQA_train_cluster-547-3,when did fidel castro become the ruler of cuba?,"[""SELECT['fidel castro become the ruler of cuba']"", ""PROJECT['when was #REF', '#1']""]","[""SELECT['fidel castro become ruler of cuba']"", ""PROJECT['date of #REF', '#1']""]"
COMQA_train_cluster-549-1,which president was born in 1804 new hampshire?,"[""SELECT['presidents']"", ""FILTER['#1', 'born in 1804']"", ""FILTER['#1', 'born in new hampshire']"", ""INTERSECTION['#1', '#2', '#3']""]","[""SELECT['presidents']"", ""FILTER['#1', 'born in 1804']"", ""FILTER['#2', 'born in new hampshire']""]"
COMQA_train_cluster-550-3,who was thomas edisons first wife?,"[""SELECT['thomas edison']"", ""PROJECT['wife of #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['thomas edison']"", ""PROJECT['wife of #REF', '#1']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-550-4,who was the first wife of thomas edison?,"[""SELECT['thomas edison']"", ""PROJECT['wives of #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['thomas edison']"", ""PROJECT['wife of #REF', '#1']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-551-1,when does saint anastasia feast day?,"[""SELECT['saint anastasia feast day']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['saint anastasia feast days']"", ""PROJECT['when is #REF', '#1']""]"
COMQA_train_cluster-551-3,when is saint anastasia feast day?,"[""SELECT['saint anastasia']"", ""PROJECT['feast day of #REF', '#1']"", ""PROJECT['when is #REF', '#2']""]","[""SELECT['saint anastasia feast day']"", ""PROJECT['date of #REF', '#1']""]"
COMQA_train_cluster-553-2,what people in alaska speak?,"[""SELECT['alaska']"", ""PROJECT['people of #REF', '#1']"", ""PROJECT['what #REF speak', '#2']""]","[""SELECT['alaska']"", ""PROJECT['people of #REF', '#1']"", ""PROJECT['what #REF speak', '#2']""]"
COMQA_train_cluster-553-4,what do people from alaska speak?,"[""SELECT['alaska']"", ""PROJECT['people of #REF', '#1']"", ""PROJECT['what do #REF speak', '#2']""]","[""SELECT['people']"", ""FILTER['#1', 'from alaska']"", ""PROJECT['what do #REF speak', '#2']""]"
COMQA_train_cluster-553-6,what language do they speak in barrow alaska?,"[""SELECT['barrow alaska']"", ""PROJECT['language of #REF', '#1']""]","[""SELECT['barrow alaska']"", ""PROJECT['languages of #REF', '#1']""]"
COMQA_train_cluster-554-1,when did movie billy jack come out?,"[""SELECT['the movie billy jack come out']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['the movie billy jack comes out']"", ""PROJECT['date of #REF', '#1']""]"
COMQA_train_cluster-554-2,what year did the movie billy jack premiere?,"[""SELECT['the movie billy jack']"", ""PROJECT['when did #REF premiere', '#1']"", ""PROJECT['year of #REF', '#2']""]","[""SELECT['the movie billy jack']"", ""PROJECT['year that #REF premieres', '#1']""]"
COMQA_train_cluster-556-1,what is the name of frederick douglass mom?,"[""SELECT['frederick douglass']"", ""PROJECT['mom of #REF', '#1']"", ""PROJECT['name of #REF', '#2']""]","[""SELECT['frederick douglass']"", ""PROJECT['my mom of #REF', '#1']""]"
COMQA_train_cluster-557-2,what language do people speak in zurich?,"[""SELECT['zurich']"", ""PROJECT['language of #REF', '#1']""]","[""SELECT['zurich']"", ""PROJECT['languages of #REF', '#1']""]"
COMQA_train_cluster-557-3,what language do they speak in zurich?,"[""SELECT['zurich']"", ""PROJECT['language of #REF', '#1']""]","[""SELECT['zurich']"", ""PROJECT['the language that #REF speak', '#1']""]"
COMQA_train_cluster-557-7,what language do zurich use?,"[""SELECT['zurich']"", ""PROJECT['language of #REF', '#1']""]","[""SELECT['zurich']"", ""PROJECT['languages of #REF', '#1']""]"
COMQA_train_cluster-559-4,what team was the first team to win the nba finals?,"[""SELECT['nba finals']"", ""PROJECT['teams that did win #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['the nba finals']"", ""PROJECT['teams that win #REF', '#1']"", ""AGGREGATE['min', '#2']""."
COMQA_train_cluster-559-5,who was the first basketball team to win the first nba?,"[""SELECT['nba']"", ""AGGREGATE['min', '#1']"", ""SELECT['basketball team']"", ""FILTER['#3', 'that did win #2']"", ""AGGREGATE['min', '#4']""]","[""SELECT['the nba']"", ""PROJECT['wins of #REF', '#1']"", ""AGGREGATE['min', '#2']"", ""PROJECT['basketball team of #REF', '#3']""]"
COMQA_train_cluster-560-2,what is the capital largest present-day of greece?,"[""SELECT['present-day greece']"", ""PROJECT['capital of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""SUPERLATIVE['max', '#2', '#3']""]","[""SELECT['present-day greece']"", ""PROJECT['capitals of #REF', '#1']"", ""AGGREGATE['max', '#2']""]"
COMQA_train_cluster-560-3,what is the biggest present-day capital in greece?,"[""SELECT['greece']"", ""PROJECT['present-day capitals of #REF', '#1']"", ""PROJECT['size of #REF', '#2']"", ""SUPERLATIVE['max', '#2', '#3']""]","[""SELECT['greece']"", ""PROJECT['present-day capitals of #REF', '#1']"", ""AGGREGATE['max', '#2']""]"
COMQA_train_cluster-561-1,when did thomas edison's second wife mina miller die?,"[""SELECT['thomas edison s second wife mina miller die']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['thomas edison s second wife mina miller die']"", ""PROJECT['when was #REF', '#1']""]"
COMQA_train_cluster-561-2,when did thomas edisons wife mina miller die?,"[""SELECT['thomas edisons wife mina miller die']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['thomas edison']"", ""PROJECT['wife mina miller of #REF', '#1']"", ""PROJECT['when did #REF die', '#2']""]"
COMQA_train_cluster-562-2,when were lyndon johnson terms?,"[""SELECT['lyndon johnson']"", ""PROJECT['terms of #REF', '#1']"", ""PROJECT['when were #REF', '#2']""]","[""SELECT['lyndon johnson']"", ""PROJECT['terms of #REF', '#1']"", ""PROJECT['date of #REF', '#2']""]"
COMQA_train_cluster-563-2,what day was prince william and kate middleton married?,"[""SELECT['prince william']"", ""SELECT['kate middleton']"", ""FILTER['#1', 'married #2']"", ""PROJECT['day of #REF', '#3']""]","[""SELECT['prince william and kate middleton were married']"", ""PROJECT['day of #REF', '#1']""]"
COMQA_train_cluster-563-3,when did prince william and kate got married?,"[""SELECT['prince william and kate got married']"", ""PROJECT['when was #REF', '#1']""]","[""SELECT['prince william and kate married']"", ""PROJECT['date of #REF', '#1']""]"
COMQA_train_cluster-563-4,what date did prince william and catherine middleton get married on?,"[""SELECT['prince william and catherine middleton get married']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['prince william and catherine middleton got married']"", ""PROJECT['date of #REF', '#1']""]"
COMQA_train_cluster-563-5,what date did kate and william get married?,"[""SELECT['kate and william get married']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['kate and william got married']"", ""PROJECT['date of #REF', '#1']""]"
COMQA_train_cluster-564-1,when did alicia keys write fallin?,"[""SELECT['alicia keys write fallin']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['alicia keys write fallin']"", ""PROJECT['when was #REF', '#1']""]"
COMQA_train_cluster-565-1,what movies did matthau and lemmon appear in together?,"[""SELECT['matthau']"", ""PROJECT['movies of #REF', '#1']"", ""SELECT['lemmon']"", ""PROJECT['movies of #REF', '#3']"", ""SELECT['movies']"", ""INTERSECTION['#5', '#2', '#4']""]","[""SELECT['matthau']"", ""SELECT['lemmon']"", ""SELECT['movies']"", ""INTERSECTION['#3', '#1', '#2']""."
COMQA_train_cluster-566-4,what character does zac efron play in high school musical?,"[""SELECT['zac efron']"", ""PROJECT['character of #REF', '#1']"", ""FILTER['#2', 'in high school musical']""]","[""SELECT['zac efron']"", ""PROJECT['character in high school musical of #REF', '#1']""]"
COMQA_train_cluster-566-6,zac efron role in high school musical?,"[""SELECT['zac efron']"", ""PROJECT['role of #REF', '#1']"", ""FILTER['#2', 'in high school musical']""]","[""SELECT['zac efron']"", ""FILTER['#1', 'in high school musical']"", ""PROJECT['role of #REF', '#2']""]"
COMQA_train_cluster-566-7,zac efron character in high school musical?,"[""SELECT['zac efron']"", ""PROJECT['character of #REF', '#1']"", ""FILTER['#2', 'in high school musical']""]","[""SELECT['zac efron']"", ""PROJECT['character of #REF', '#1']"", ""FILTER['#2', 'in the high school musical']""]"
COMQA_train_cluster-566-8,who does zac efron portrait in high school musical?,"[""SELECT['zac efron']"", ""PROJECT['who does #REF portrait', '#1']"", ""FILTER['#2', 'in high school musical']""]","[""SELECT['zac efron']"", ""FILTER['#1', 'in high school musical']"", ""PROJECT['who does #REF portrait', '#2']""]"
COMQA_train_cluster-570-2,who accepted islam first?,"[""SELECT['islam']"", ""PROJECT['who accepted #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['islam']"", ""AGGREGATE['min', '#1']"", ""PROJECT['who accepted #REF', '#2']""]"
COMQA_train_cluster-570-3,who was the first man who converted in islam?,"[""SELECT['islam']"", ""PROJECT['man that converted in #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['islam']"", ""PROJECT['man that converted in #REF', '#1']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-571-1,where is saarc head quarter?,"[""SELECT['saarc']"", ""PROJECT['head quarter of #REF', '#1']""]","[""SELECT['saarc']"", ""PROJECT['head quarter of #REF', '#1']"", ""PROJECT['what is #REF', '#2']""]"
COMQA_train_cluster-573-3,what is zec efron parents name?,"[""SELECT['zec efron']"", ""PROJECT['parents of #REF', '#1']"", ""PROJECT['name of #REF', '#2']""]","[""SELECT['zec efron']"", ""PROJECT['parent of #REF', '#1']""]"
COMQA_train_cluster-575-2,which us city is the largest in terms of population?,"[""SELECT['us cities']"", ""PROJECT['populations of #REF', '#1']"", ""SUPERLATIVE['max', '#1', '#2']""]","[""SELECT['us cities']"", ""PROJECT['population of #REF', '#1']"", ""SUPERLATIVE['max', '#1', '#2']""]"
COMQA_train_cluster-575-6,what american city has the largest population?,"[""SELECT['american cities']"", ""PROJECT['population of #REF', '#1']"", ""SUPERLATIVE['max', '#1', '#2']""]","[""SELECT['american cities']"", ""PROJECT['populations of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the highest']""]"
COMQA_train_cluster-577-1,when did barack obama graduated from harvard?,"[""SELECT['barack obama graduated from harvard']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['barack obama graduates from harvard']"", ""PROJECT['date of #REF', '#1']""]"
COMQA_train_cluster-578-3,what is the name of the gulf between baja california and mexico?,"[""SELECT['gulf']"", ""SELECT['baja california']"", ""SELECT['mexico']"", ""INTERSECTION['#1', '#2', '#3']""]","[""SELECT['gulf']"", ""SELECT['bahaja california']"", ""SELECT['mexico']"", ""INTERSECTION['#1', '#2', '#3']""]"
COMQA_train_cluster-578-5,what is between california and mexico?,"[""SELECT['california']"", ""SELECT['mexico']"", ""SELECT['what is']"", ""INTERSECTION['#3', '#1', '#2']""]","[""SELECT['california']"", ""SELECT['mexico']"", ""SELECT['what is']"", ""INTERSECTION['#3', '#1', '#REF that is']""]"
COMQA_train_cluster-579-1,who is the party in power in british columbia?,"[""SELECT['british columbia']"", ""PROJECT['parties of #REF', '#1']"", ""FILTER['#2', 'that is in power']""]","[""SELECT['british columbia']"", ""PROJECT['parties in power of #REF', '#1']""]."
COMQA_train_cluster-579-3,which political party governs british columbia?,"[""SELECT['british columbia']"", ""PROJECT['political party that governs #REF', '#1']""]","[""SELECT['british columbia']"", ""PROJECT['political parties that govern #REF', '#1']""]"
COMQA_train_cluster-579-4,the ruling party in british columbia?,"[""SELECT['british columbia']"", ""PROJECT['ruling party of #REF', '#1']""]","[""SELECT['british columbia']"", ""PROJECT['governing party of #REF', '#1']""]"
COMQA_train_cluster-579-5,which party is ruling in british columbia?,"[""SELECT['british columbia']"", ""PROJECT['ruling party of #REF', '#1']""]","[""SELECT['britain columbia']"", ""PROJECT['ruling party of #REF', '#1']""]"
COMQA_train_cluster-580-2,what lands did bernando de galvez rule in north america?,"[""SELECT['bernando de galvez']"", ""PROJECT['lands that #REF rules', '#1']"", ""FILTER['#2', 'in north america']""]","[""SELECT['bernando de galvez']"", ""PROJECT['lands that #REF did rule', '#1']"", ""FILTER['#2', 'in north america']""]"
COMQA_train_cluster-580-4,what lands did bernardo de galves govern in north america?,"[""SELECT['bernardo de galves']"", ""SELECT['north america']"", ""PROJECT['lands of #REF', '#2']"", ""FILTER['#3', 'that #1 govern']""]","[""SELECT['bernardo de galves']"", ""PROJECT['lands of #REF', '#1']"", ""FILTER['#2', 'that are in north america']""]"
COMQA_train_cluster-581-2,who was the first president married in office?,"[""SELECT['presidents']"", ""FILTER['#1', 'that married in office']"", ""AGGREGATE['min', '#2']""]","[""SELECT['presidents']"", ""FILTER['#1', 'who married in office']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-582-4,what is the main language spoken in saudi arabia?,"[""SELECT['saudi arabia']"", ""PROJECT['main language of #REF', '#1']""]","[""SELECT['saudi arabia']"", ""PROJECT['the main language of #REF', '#1']""]"
COMQA_train_cluster-583-3,who plays king julian on penguins of madagascar?,"[""SELECT['penguins of madagascar']"", ""PROJECT['king julian of #REF', '#1']"", ""PROJECT['who plays #REF', '#2']""]","[""SELECT['penguins of madagascar']"", ""FILTER['#1', 'that is king julian']"", ""PROJECT['who plays #REF', '#2']""]"
COMQA_train_cluster-583-4,who plays king julian from penguins of madagascar?,"[""SELECT['king julian']"", ""FILTER['#1', 'from penguins of madagascar']"", ""PROJECT['who plays #REF', '#2']""]","[""SELECT['penguins of madagascar']"", ""PROJECT['king julian in #REF', '#1']"", ""PROJECT['who plays #REF', '#2']""]"
COMQA_train_cluster-583-5,who plays king julian in penguins of madagascar?,"[""SELECT['penguins of madagascar']"", ""PROJECT['king julian of #REF', '#1']"", ""PROJECT['who plays #REF', '#2']""]","[""SELECT['penguins of madagascar']"", ""PROJECT['king julian in #REF', '#1']"", ""PROJECT['who plays #REF', '#2']""]"
COMQA_train_cluster-583-6,who is the voice of king julian from madagascar?,"[""SELECT['king julian']"", ""FILTER['#1', 'from madagascar']"", ""PROJECT['who is the voice of #REF', '#2']""]","[""SELECT['king julian']"", ""FILTER['#1', 'from madagascar']"", ""PROJECT['the voice of #REF', '#2']""]"
COMQA_train_cluster-587-1,what was zimbabwe's first president?,"[""SELECT['zimbabwe']"", ""PROJECT['presidents of #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['zembabwe']"", ""PROJECT['presidents of #REF', '#1']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-588-1,when are mariah carey and nick cannon going 2 get married?,"[""SELECT['mariah carey and nick cannon are going to get married']"", ""PROJECT['date of #REF', '#1']""]","[""SELECT['mariah carey and nick cannon going to get married']"", ""PROJECT['date of #REF', '#1']""]"
COMQA_train_cluster-59-1,what year did ella fitzgerald adopt a child?,"[""SELECT['ella fitzgerald adopt a child']"", ""PROJECT['year of #REF', '#1']""]","[""SELECT['ella fitzgerald adopts a child']"", ""PROJECT['year of #REF', '#1']""]."
COMQA_train_cluster-591-1,what were ruby bridges's brothers' names?,"[""SELECT['ruby bridges']"", ""PROJECT['brothers of #REF', '#1']"", ""PROJECT['names of #REF', '#2']""]","[""SELECT['ruby bridges']"", ""PROJECT['brothers of #REF', '#1']"", ""PROJECT['names of #REF', '#2']""."
COMQA_train_cluster-591-3,who is ruby bridges brother?,"[""SELECT['ruby bridges']"", ""PROJECT['brother of #REF', '#1']""]","[""SELECT['ruby bridges']"", ""PROJECT['breed of #REF', '#1']""]"
COMQA_train_cluster-592-1,what are the nearby oceans and seas of croatia?,"[""SELECT['croatia']"", ""PROJECT['oceans of #REF', '#1']"", ""FILTER['#2', 'that are nearby']"", ""PROJECT['seas of #REF', '#1']"", ""FILTER['#4', 'that are nearby']"", ""UNION['#3', '#5']""]","[""SELECT['croatia']"", ""PROJECT['the nearby oceans of #REF', '#1']"", ""PROJECT['the nearby seas of #REF', '#1']"", ""UNION['#2', '#3']""]"
COMQA_train_cluster-593-2,what were all the movies up for best picture 1939?,"[""SELECT['best picture 1939']"", ""SELECT['movies']"", ""FILTER['#2', 'that were up for #1']""]","[""SELECT['best picture 1939']"", ""PROJECT['movies for #REF', '#1']""]"
COMQA_train_cluster-594-1,what was the first beatles album released in the us?,"[""SELECT['the beatles']"", ""PROJECT['album of #REF', '#1']"", ""PROJECT['date #REF was released', '#2']"", ""AGGREGATE['min', '#3']""]","[""SELECT['beatles']"", ""PROJECT['albums of #REF', '#1']"", ""FILTER['#2','released in us']"", ""AGGREGATE['min', '#3']""]"
COMQA_train_cluster-599-1,what is the capital of siberia?,"[""SELECT['siberia']"", ""PROJECT['capital of #REF', '#1']""]","[""SELECT['siberia']"", ""PROJECT['the capital of #REF', '#1']""]"
COMQA_train_cluster-599-2,capital of siberia?,"[""SELECT['siberia']"", ""PROJECT['capital of #REF', '#1']""]","[""SELECT['sibierra']"", ""PROJECT['capital of #REF', '#1']""]"
COMQA_train_cluster-600-3,mascot name for st john university?,"[""SELECT['st john university']"", ""PROJECT['mascot of #REF', '#1']""]","[""SELECT['mascots']"", ""FILTER['#1', 'for st john university']""]"
COMQA_train_cluster-600-4,what is the mascot of st john's university basketball team?,"[""SELECT['st john s university']"", ""PROJECT['basketball team of #REF', '#1']"", ""PROJECT['mascot of #REF', '#2']""]","[""SELECT['st john s university']"", ""PROJECT['basketball team of #REF', '#1']"", ""PROJECT['mascot of #REF', '#2']""."
COMQA_train_cluster-602-1,what ocean does the longest river in the world flow into?,"[""SELECT['rivers']"", ""PROJECT['longness of #REF', '#1']"", ""SUPERLATIVE['max', '#1', '#2']"", ""SELECT['oceans']"", ""FILTER['#4', 'that #3 flows into']""]","[""SELECT['rivers']"", ""AGGREGATE['max', '#1']"", ""PROJECT['ocean of #REF', '#2']""]"
COMQA_train_cluster-602-2,what ocean flows on the longest river?,"[""SELECT['rivers']"", ""PROJECT['longness of #REF', '#1']"", ""SUPERLATIVE['max', '#1', '#2']"", ""PROJECT['ocean of #REF', '#3']""]","[""SELECT['rivers']"", ""AGGREGATE['max', '#1']"", ""PROJECT['ocean that flows on #REF', '#2']""]"
COMQA_train_cluster-60-3,who played elly may clampett in the 1993 movie?,"[""SELECT['elly may clampett']"", ""PROJECT['who played #REF', '#1']"", ""FILTER['#2', 'in the 1993 movie']""]","[""SELECT['elly may clampett']"", ""FILTER['#1', 'in the 1993 movie']"", ""PROJECT['who played #REF', '#2']""]"
COMQA_train_cluster-603-1,who is the first president of new mexico?,"[""SELECT['new mexico']"", ""PROJECT['presidents of #REF', '#1']"", ""AGGREGATE['min', '#2']""]","[""SELECT['new mexico']"", ""PROJECT['presidents of #REF', '#1']"", ""AGGREGATE['min', '#2']?""]"
COMQA_train_cluster-604-2,what democratic was a presidential candidate in 1952?,"[""SELECT['presidential candidates in 1952']"", ""FILTER['#1', 'that was democratic']""]","[""SELECT['presidential candidates']"", ""FILTER['#1', 'in 1952']"", ""FILTER['#2', 'that are democratic']""]"
COMQA_train_cluster-604-4,who was a presidential candidate in 1952 from the democrats?,"[""SELECT['presidential candidates']"", ""FILTER['#1', 'in 1952']"", ""FILTER['#2', 'that was a democrat']""]","[""SELECT['presidential candidates']"", ""FILTER['#1', 'in 1952']"", ""FILTER['#2', 'that were democrats']""]"
COMQA_train_cluster-607-1,what football team does aaron ramsey play for?,"[""SELECT['aaron ramsey']"", ""PROJECT['football team of #REF', '#1']""]","[""SELECT['aaron ramsey']"", ""PROJECT['team of #REF', '#1']""]"
COMQA_train_cluster-608-1,what was the first james bond movie to come out?,"[""SELECT['james bond movies']"", ""AGGREGATE['min', '#1']""]","[""SELECT['james bond movies']"", ""PROJECT['date that #REF come out', '#1']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-608-4,james bond first movie called?,"[""SELECT['james bond movies']"", ""AGGREGATE['min', '#1']""]","[""SELECT['james bond']"", ""PROJECT['movie of #REF', '#1']"", ""AGGREGATE['min', '#2']""]"
COMQA_train_cluster-609-1,what river is located south of tigris river and flows eat into the persian gulf?,"[""SELECT['rivers']"", ""SELECT['tigris river']"", ""FILTER['#1', 'that is south of #2']"", ""SELECT['persian gulf']"", ""FILTER['#3', 'that flows eat into #4']""]","[""SELECT['rivers']"", ""SELECT['tigris river']"", ""FILTER['#1', 'that is located south of #2']"", ""SELECT['persian gulf']"", ""FILTER['#3', 'that flows eat into #4']""]"
COMQA_train_cluster-610-1,what are the names jacob and leah's sons?,"[""SELECT['jacob']"", ""SELECT['leah']"", ""SELECT['sons']"", ""INTERSECTION['#3', '#1', '#2']""]","[""SELECT['jacob']"", ""SELECT['leah']"", ""PROJECT['sons of #REF', '#1']"", ""PROJECT['sons of #REF', '#2']"", ""UNION['#3', '#4']""]"
COMQA_train_cluster-610-2,who are leah's sons?,"[""SELECT['leah']"", ""PROJECT['sons of #REF', '#1']""]","[""SELECT['leah']"", ""PROJECT['sons of #REF', '#1']""."
