id,source_text,output_text,alt_text
CLEVR_train_3668,What color object is in the back?,"[""SELECT['objects']"", ""FILTER['#1', 'that is in the back']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are in the back']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3669,Is the red cube in front of the blue cylinder smaller than the red cube behind the blue cylinder?,"[""SELECT['red cube']"", ""SELECT['blue cylinder']"", ""FILTER['#1', 'in front of #2']"", ""FILTER['#1', 'behind #2']"", ""BOOLEAN['#3','smaller than #4']""]","[""SELECT['red cube']"", ""FILTER['#1', 'in front of the blue cylinder']"", ""FILTER['#1', 'behind the blue cylinder']"", ""PROJECT['size of #REF', '#2']"", ""PROJECT['size of #REF', '#3']"", ""BOOLEAN['#4','smaller than #5']""]"
CLEVR_train_3672,what is the color of the only item that has a single color?,"[""SELECT['items']"", ""PROJECT['color of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is one']""]","[""SELECT['items']"", ""FILTER['#1', 'that have a single color']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3673,What shape is located behind the 3 spheres?!,"[""SELECT['shapes']"", ""SELECT['spheres']"", ""FILTER['#1', 'behind #2']""]","[""SELECT['shapes']"", ""SELECT['spheres']"", ""FILTER['#1', 'that is behind the 3 #2']""]"
CLEVR_train_3674,What color are the balls that are the same size?,"[""SELECT['balls']"", ""PROJECT['sizes of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'are the same']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['balls']"", ""PROJECT['sizes of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'are the same']"", ""PROJECT['the colors of #REF', '#3']""]"
CLEVR_train_3675,What is the large central objects shape?,"[""SELECT['objects']"", ""FILTER['#1', 'that are large']"", ""FILTER['#2', 'that are central']"", ""PROJECT['the shape of #REF', '#3']""]","[""SELECT['large central objects']"", ""PROJECT['shape of #REF', '#1']""]"
CLEVR_train_3677,is the large cube the same material as any small cube?,"[""SELECT['large cube']"", ""SELECT['small cube']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]","[""SELECT['large cube']"", ""SELECT['small cubes']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]"
CLEVR_train_368,What shape are all the small items?,"[""SELECT['items']"", ""FILTER['#1', 'that are small']"", ""PROJECT['the shapes of #REF', '#2']""]","[""SELECT['small items']"", ""PROJECT['shape of #REF', '#1']""]"
CLEVR_train_3680,Are there any shapes the same as the metallic red one?,"[""SELECT['the metallic red shape']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""PROJECT['shapes of #REF', '#1']"", ""PROJECT['shapes of #REF', '#3']"", ""COMPARATIVE['#3', '#5', 'is the same as #4']"", ""BOOLEAN['#6', 'are there any #REF']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that is metallic red']"", ""BOOLEAN['if_exist', '#2', 'the same as #3']""]"
CLEVR_train_3683,what color is the cube on the left?,"[""SELECT['cubes']"", ""FILTER['#1', 'that is on the left']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['cube']"", ""FILTER['#1', 'that is on the left']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3685,What shape is the brown thing?,"[""SELECT['brown thing']"", ""PROJECT['shape of #REF', '#1']""]","[""SELECT['things']"", ""FILTER['#1', 'that are brown']"", ""PROJECT['the shape of #REF', '#2']""]"
CLEVR_train_3689,How many blue shiny objects appear in this photo?,"[""SELECT['blue objects']"", ""FILTER['#1', 'that are shiny']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects in this photo']"", ""FILTER['#1', 'that are blue']"", ""FILTER['#2', 'that are shiny']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_369,What shape is between the purple sphere and the red cylinder?,"[""SELECT['the purple sphere']"", ""SELECT['the red cylinder']"", ""SELECT['objects']"", ""FILTER['#3', 'that are betweenleftside #1']"", ""FILTER['#4', 'that are betweenrightside #2']"", ""PROJECT['the shape of #REF', '#5']""]","[""SELECT['purple sphere']"", ""SELECT['red cylinder']"", ""SELECT['shape']"", ""FILTER['#3', 'betweenleftside #1']"", ""FILTER['#4', 'betweenrightside #2']""]"
CLEVR_train_3690,What color is only shown on spherical objects?,"[""SELECT['objects']"", ""FILTER['#1', 'that are spherical']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['colors']"", ""FILTER['#1', 'that is only shown on spherical objects']""]"
CLEVR_train_3692,Are the two red cubes made of the same material ?,"[""SELECT['red cubes']"", ""PROJECT['materials of #REF', '#1']"", ""BOOLEAN['#2', 'both the same']""]","[""SELECT['red cubes']"", ""PROJECT['materials of #REF', '#1']"", ""BOOLEAN['#2', 'the same']""]"
CLEVR_train_3694,What is the biggest object pictured here?,"[""SELECT['objects']"", ""PROJECT['size of #REF', '#1']"", ""SUPERLATIVE['max', '#1', '#2']""]","[""SELECT['objects pictured here']"", ""PROJECT['the biggest #REF', '#1']""]"
CLEVR_train_3697,Are any objects gray?,"[""SELECT['objects']"", ""FILTER['#1', 'that are gray']"", ""BOOLEAN['#2', 'are there any #REF']""]","[""SELECT['objects']"", ""FILTER['#1', 'that Are gray']"", ""BOOLEAN['#2', 'are there any #REF']""]"
CLEVR_train_37,What color is the smallestt object? ,"[""SELECT['objects']"", ""PROJECT['size of #REF', '#1']"", ""SUPERLATIVE['min', '#1', '#2']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['smallestt object']"", ""PROJECT['color of #REF', '#1']""]"
CLEVR_train_3704,How many objects have a metallic finish?,"[""SELECT['objects']"", ""PROJECT['finishes of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is metallic']"", ""AGGREGATE['count', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'that have a metallic finish']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3705,is the large rubber cube the same material as the small cube?,"[""SELECT['large rubber cube']"", ""SELECT['small cube']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]","[""SELECT['large rubber cube']"", ""SELECT['small cube']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]"
CLEVR_train_3706,how man purple spheres are in this image?,"[""SELECT['spheres in this image']"", ""FILTER['#1', 'that are purple']"", ""AGGREGATE['count', '#2']""]","[""SELECT['spheres in this image']"", ""FILTER['#1', 'that are purple']"", ""AGGREGATE['count', '#2']"")""]"
CLEVR_train_3707,Are there any shapes reflecting in the golden sphere?,"[""SELECT['shapes']"", ""SELECT['golden sphere']"", ""FILTER['#1','reflecting in #2']"", ""BOOLEAN['#3', 'are there any #REF']""]","[""SELECT['shapes']"", ""SELECT['the golden sphere']"", ""FILTER['#1','reflecting in #2']"", ""BOOLEAN['#3', 'are there any #REF']""]"
CLEVR_train_3709,Which color appears in more than one object?,"[""SELECT['colors']"", ""PROJECT['objects of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is higher than one']""]","[""SELECT['colors']"", ""PROJECT['objects of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is more than one']""]"
CLEVR_train_371,How many small cylinders are in the photo?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are small']"", ""AGGREGATE['count', '#2']""]","[""SELECT['small cylinders']"", ""FILTER['#1', 'that are in the photo']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3710,What color is the metallic sphere behind the large cyan sphere and to the right of the large blue metallic cube?,"[""SELECT['the large cyan sphere']"", ""SELECT['the large blue metallic cube']"", ""SELECT['spheres']"", ""FILTER['#3', 'that are metallic']"", ""FILTER['#4', 'that are behind #1']"", ""FILTER['#4', 'that are to the right of #2']"", ""INTERSECTION['#4', '#5', '#6']"", ""PROJECT['the color of #REF', '#7']""]","[""SELECT['the large cyan sphere']"", ""SELECT['the large blue metallic cube']"", ""SELECT['spheres']"", ""FILTER['#3', 'that are metallic']"", ""FILTER['#4', 'that are behind #1']"", ""FILTER['#5', 'that are to the right of #2']"", ""INTERSECTION['#5', '#6', '#7']"", ""PROJECT['the color of #REF', '#8']""]"
CLEVR_train_3714,What shape object is farthest back?,"[""SELECT['objects']"", ""FILTER['#1', 'that are farthest back']"", ""PROJECT['the shape of #REF', '#2']""]","[""SELECT['object']"", ""FILTER['#1', 'that is farthest back']"", ""PROJECT['shape of #REF', '#2']""]"
CLEVR_train_3716,What color is the only matte cylinder?,"[""SELECT['matte cylinder']"", ""PROJECT['color of #REF', '#1']""]","[""SELECT['the matte cylinder']"", ""PROJECT['color of #REF', '#1']""]"
CLEVR_train_3718,are the small cubes all metallic?,"[""SELECT['small cubes']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is equal to #4']""]","[""SELECT['small cubes']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]"
CLEVR_train_3719,What color is the only object surrounded?,"[""SELECT['objects']"", ""FILTER['#1', 'that is surrounded']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['object surrounded']"", ""PROJECT['color of #REF', '#1']""]"
CLEVR_train_372,What shape is there more of than other shapes?,"[""SELECT['objects']"", ""PROJECT['shape of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is the highest']""]","[""SELECT['objects']"", ""PROJECT['shapes of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""SUPERLATIVE['max', '#2', '#3']""]"
CLEVR_train_3720,are there more green objects or yellow objects?,"[""SELECT['green objects']"", ""SELECT['yellow objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""COMPARISON['max', '#3', '#4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is green']"", ""FILTER['#1', 'that is yellow']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['max', '#4', '#5']""]"
CLEVR_train_3721,What is the shape of the thing that is not a block or a ball?,"[""SELECT['things']"", ""FILTER['#1', 'that is not a block']"", ""FILTER['#1', 'that is not a ball']"", ""PROJECT['shape of #REF', '#2']"", ""PROJECT['shape of #REF', '#3']"", ""UNION['#4', '#5']""]","[""SELECT['things']"", ""FILTER['#1', 'that are block']"", ""FILTER['#1', 'that are balls']"", ""DISCARD['#1', '#2']"", ""DISCARD['#4', '#3']"", ""PROJECT['the shape of #REF', '#5']""]"
CLEVR_train_3723,is the green cube the same material as the red sphere?,"[""SELECT['green cube']"", ""SELECT['red sphere']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]","[""SELECT['the green cube']"", ""SELECT['the red sphere']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]"
CLEVR_train_3724,is the green sphere the same material as the red cylinder?,"[""SELECT['green sphere']"", ""SELECT['red cylinder']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""BOOLEAN['#3', 'the same as #4']""]","[""SELECT['green sphere']"", ""SELECT['red cylinder']"", ""PROJECT['material of #REF', '#1']"", ""PROJECT['material of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]"
CLEVR_train_3725,are the two small cylinders the same size,"[""SELECT['small cylinders']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'both the same']""]","[""SELECT['small cylinders']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'the same']""]"
CLEVR_train_3726,are any of these objects the same color?,"[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""BOOLEAN['#2', 'if any of #REF are the same']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""BOOLEAN['#3', 'is higher than zero']""]"
CLEVR_train_3728,How many blue cubes are in the frame?,"[""SELECT['blue cubes']"", ""FILTER['#1', 'in the frame']"", ""AGGREGATE['count', '#2']""]","[""SELECT['cubes']"", ""FILTER['#1', 'that are blue']"", ""FILTER['#2', 'in the frame']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_3729,Are all of the purple objects in this image the same shape?,"[""SELECT['purple objects']"", ""PROJECT['shapes of #REF', '#1']"", ""BOOLEAN['#2', 'all the same']""]","[""SELECT['purple objects']"", ""PROJECT['shapes of #REF', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is equal to one']""]"
CLEVR_train_3730,What number of metallic spheres total are there?,"[""SELECT['spheres']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']""]","[""SELECT['spheres']"", ""FILTER['#1', 'which are metallic']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3733,What is the shape of the object in the back?,"[""SELECT['objects']"", ""FILTER['#1', 'that are in the back']"", ""PROJECT['the shape of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'in the back']"", ""PROJECT['the shape of #REF', '#2']""]"
CLEVR_train_3736,Are any balls large?,"[""SELECT['balls']"", ""FILTER['#1', 'that are large']"", ""BOOLEAN['#2', 'are there any #REF']""]","[""SELECT['balls']"", ""FILTER['#1', 'that are large']"", ""BOOLEAN['#2', 'if there are #REF']""]"
CLEVR_train_3737,Is there a cyan object?,"[""SELECT['objects']"", ""FILTER['#1', 'that are cyan']"", ""BOOLEAN['#2', 'are there any #REF']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are cyan']"", ""BOOLEAN['#2', 'is there any #REF']""]"
CLEVR_train_3739,Are more than a thrid of the objects blue?,"[""SELECT['objects']"", ""FILTER['#1', 'that are blue']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'higher than one']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are blue']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is more than one thrid of #1']""]"
CLEVR_train_374,How many other objects are the same color as the large shiny object?,"[""SELECT['large object']"", ""FILTER['#1', 'that is shiny']"", ""PROJECT['color of #REF', '#2']"", ""SELECT['objects']"", ""DISCARD['#4', '#2']"", ""PROJECT['colors of #REF', '#5']"", ""COMPARATIVE['#5', '#6', 'is the same as #3']"", ""AGGREGATE['count', '#7']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is large']"", ""FILTER['#2', 'that is shiny']"", ""DISCARD['#1', '#3']"", ""PROJECT['color of #REF', '#3']"", ""PROJECT['color of #REF', '#4']"", ""COMPARATIVE['#4', '#5', 'is the same as #6']"", ""AGGREGATE['count', '#7']""]"
CLEVR_train_3740,What color cylinder is furthest to the right?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that is furthest to the right']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['cylinder']"", ""FILTER['#1', 'that is furthest to the right']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3741,is the red sphere on the left side of the blue cube?,"[""SELECT['red sphere']"", ""SELECT['blue cube']"", ""BOOLEAN['#1', 'on the left side of #2']""]","[""SELECT['red sphere']"", ""SELECT['blue cube']"", ""BOOLEAN['#1', 'on left side of #2']""]"
CLEVR_train_3742,How many objects are square?,"[""SELECT['objects']"", ""FILTER['#1', 'that are square']"", ""AGGREGATE['count', '#2']""]","[""SELECT['square objects']"", ""AGGREGATE['count', '#1']""]"
CLEVR_train_3743,what color is the closest cylinder?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that is closest']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are closest']"", ""PROJECT['the color of #REF', '#2']""]"
CLEVR_train_3744,What color is the tiny shiny thing behind the tiny red object?,"[""SELECT['tiny thing']"", ""FILTER['#1', 'that is shiny']"", ""SELECT['tiny object']"", ""FILTER['#3', 'that is red']"", ""FILTER['#2', 'behind #4']"", ""PROJECT['color of #REF', '#5']""]","[""SELECT['tiny thing']"", ""FILTER['#1', 'that is shiny']"", ""SELECT['tiny object']"", ""FILTER['#3', 'that is red']"", ""FILTER['#2', 'behind the #4']"", ""PROJECT['color of #REF', '#5']""]"
CLEVR_train_3745,What color has the most representations?,"[""SELECT['colors']"", ""PROJECT['representations of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""SUPERLATIVE['max', '#2', '#3']""]"
CLEVR_train_3747,Which shape is present and odd number of times in this image?,"[""SELECT['objects']"", ""PROJECT['shapes of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is odd']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that are present']"", ""AGGREGATE['count', '#2']"", ""COMPARATIVE['#2', '#3', 'is odd']""]"
CLEVR_train_3748,what is the shape of the object that is obscuring the shiny red cylinder,"[""SELECT['the shiny red cylinder']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""FILTER['#3', 'obscuring #1']"", ""PROJECT['the shape of #REF', '#4']""]","[""SELECT['the shiny red cylinder']"", ""SELECT['objects']"", ""FILTER['#2', 'obscuring #1']"", ""PROJECT['the shape of #REF', '#3']""]"
CLEVR_train_3751,What is the only shape that is shown?,"[""SELECT['shapes']"", ""FILTER['#1', 'that is shown']""]","[""SELECT['shape']"", ""FILTER['#1', 'that is shown']""]"
CLEVR_train_3752,Which shape is the most abundant in the photo?,"[""SELECT['objects']"", ""PROJECT['shapes of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is the highest']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that is the most abundant']""]"
CLEVR_train_3753,How many large shapes do you see?,"[""SELECT['shapes']"", ""FILTER['#1', 'that are large']"", ""AGGREGATE['count', '#2']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that is large']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3756,Are more of these objects matte or metallic?,"[""SELECT['objects']"", ""FILTER['#1', 'that are matte']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['max', '#4', '#5']""]","[""SELECT['objects']"", ""FILTER['#1', 'which are matte']"", ""FILTER['#1', 'which are metallic']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""COMPARISON['max', '#4', '#5']""]"
CLEVR_train_3757,What shape is the gold object?,"[""SELECT['gold object']"", ""PROJECT['shape of #REF', '#1']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is gold']"", ""PROJECT['the shape of #REF', '#2']""]"
CLEVR_train_3758,There is a gold cube; Is it the same size as the gray object that is next to it?,"[""SELECT['gold cube']"", ""SELECT['gray object']"", ""FILTER['#2', 'next to #1']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#3']"", ""BOOLEAN['#4', 'the same as #5']""]","[""SELECT['gold cube']"", ""SELECT['gray object']"", ""FILTER['#2', 'that is next to #1']"", ""PROJECT['size of #REF', '#1']"", ""PROJECT['size of #REF', '#3']"", ""BOOLEAN['#4', 'is the same as #5']""]"
CLEVR_train_3759,How many more metal objects are you able to see than the rubber objects pictured in the photo?,"[""SELECT['metal objects']"", ""SELECT['rubber objects']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""ARITHMETIC['difference', '#3', '#4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are metal']"", ""FILTER['#1', 'that are rubber']"", ""AGGREGATE['count', '#2']"", ""AGGREGATE['count', '#3']"", ""ARITHMETIC['difference', '#4', '#5']""]"
CLEVR_train_376,What color object is farthest back?,"[""SELECT['objects']"", ""FILTER['#1', 'that is farthest back']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['object']"", ""FILTER['#1', 'that is farthest back']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_3760,What is the shape of the largest metallic object?,"[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""PROJECT['size of #REF', '#2']"", ""SUPERLATIVE['max', '#2', '#3']"", ""PROJECT['shape of #REF', '#4']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""PROJECT['size of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the largest']"", ""PROJECT['the shape of #REF', '#4']""]"
CLEVR_train_3761,What is the difference between the number of green items and the number of yellow items?,"[""SELECT['green items']"", ""SELECT['yellow items']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""ARITHMETIC['difference', '#3', '#4']""]","[""SELECT['green items']"", ""SELECT['yellow items']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""COMPARISON['max', '#3', '#4']""]"
CLEVR_train_3762,Are any of the objects not spherical?,"[""SELECT['objects']"", ""FILTER['#1', 'that are spherical']"", ""DISCARD['#1', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is at least one']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are spherical']"", ""DISCARD['#1', '#2']"", ""BOOLEAN['#3', 'if there are #REF']""]"
CLEVR_train_3764,What color is the small shiny thing that has the same shape as the yellow thing and the same color as the cylinder?,"[""SELECT['small thing']"", ""FILTER['#1', 'that is shiny']"", ""SELECT['yellow thing']"", ""PROJECT['shape of #REF', '#2']"", ""PROJECT['color of #REF', '#3']"", ""SELECT['cylinder']"", ""PROJECT['color of #REF', '#6']"", ""COMPARATIVE['#6', '#5', 'is the same as #4']"", ""COMPARATIVE['#6', '#7', 'is the same as #8']"", ""INTERSECTION['#6', '#9', '#10']"", ""PROJECT['color of #REF', '#11']""]","[""SELECT['small thing']"", ""FILTER['#1', 'that is shiny']"", ""SELECT['yellow thing']"", ""PROJECT['shape of #REF', '#2']"", ""PROJECT['color of #REF', '#3']"", ""SELECT['cylinder']"", ""PROJECT['color of #REF', '#6']"", ""COMPARATIVE['#6', '#4', 'is the same as #5']"", ""COMPARATIVE['#6', '#7', 'is the same as #8']"", ""INTERSECTION['#6', '#9', '#10']"", ""PROJECT['color of #REF', '#11']""]"
CLEVR_train_3766,What color is the ball closest to the camera?,"[""SELECT['balls']"", ""FILTER['#1', 'that is closest to the camera']"", ""PROJECT['color of #REF', '#2']""]","[""SELECT['balls']"", ""FILTER['#1', 'that are closest to the camera']"", ""PROJECT['the color of #REF', '#2']""]"
CLEVR_train_3767,What is the color of the matte ball?,"[""SELECT['matte ball']"", ""PROJECT['color of #REF', '#1']""]","[""SELECT['balls']"", ""FILTER['#1', 'that is matte']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_377,What shape is the object that is in the middle?,"[""SELECT['objects']"", ""FILTER['#1', 'that are in the middle']"", ""PROJECT['the shape of #REF', '#2']""]","[""SELECT['object']"", ""FILTER['#1', 'that is in the middle']"", ""PROJECT['shape of #REF', '#2']""]"
CLEVR_train_3772,How many objects do not shine?,"[""SELECT['objects']"", ""FILTER['#1', 'that shine']"", ""DISCARD['#1', '#2']"", ""AGGREGATE['count', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'that do not shine']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_3774,How many objects in this picture are purple?,"[""SELECT['objects']"", ""FILTER['#1', 'that are purple']"", ""AGGREGATE['count', '#2']""]","[""SELECT['purple objects']"", ""AGGREGATE['count', '#1']""]"
