id,source_text,output_text,alt_text
ATIS_train_3258,what type of aircraft leaving philadelphia to dallas ,"[""SELECT['flights']"", ""FILTER['#1', 'from philadelphia']"", ""FILTER['#2', 'to dallas']"", ""PROJECT['aircraft of #REF', '#3']"", ""PROJECT['type of #REF', '#4']""]","[""SELECT['flights']"", ""FILTER['#1', 'from philadelphia']"", ""FILTER['#2', 'to dallas']"", ""PROJECT['type of aircraft of #REF', '#3']""]"
ATIS_train_3259,ground transportation atlanta ,"[""SELECT['transportation']"", ""FILTER['#1', 'that is ground']"", ""FILTER['#2', 'in atlanta']""]","[""SELECT['transportation']"", ""PROJECT['ground #REF', '#1']"", ""FILTER['#2', 'atlanta']""]"
ATIS_train_326,cheapest fare from nashville to seattle ,"[""SELECT['fares']"", ""FILTER['#1', 'from nashville']"", ""FILTER['#2', 'to seattle']"", ""PROJECT['the cheapest #REF', '#3']""]","[""SELECT['fares']"", ""FILTER['#1', 'from nashville']"", ""FILTER['#2', 'to seattle']"", ""FILTER['#3', 'that is the cheapest']""]"
ATIS_train_3260,what is the cost of flights from denver to san francisco ,"[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to san francisco']"", ""PROJECT['cost of #REF', '#3']""]","[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to san francisco']"", ""PROJECT['the cost of #REF', '#3']""]"
ATIS_train_3261,does continental airlines fly from denver to san francisco ,"[""SELECT['flights']"", ""FILTER['#1', 'on continental airlines']"", ""FILTER['#2', 'from denver']"", ""FILTER['#3', 'to san francisco']"", ""BOOLEAN['#4', 'are there any #REF']""]","[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'on continental airlines']"", ""BOOLEAN['#4', 'are there any #REF']""]"
ATIS_train_3262,let's look at baltimore to philadelphia again ,"[""SELECT['from baltimore']"", ""FILTER['#1', 'to philadelphia']""]","[""SELECT['baltimore']"", ""SELECT['philadelphia']"", ""FILTER['#1', 'that is to #2']""]"
ATIS_train_3264,looking for a flight from cleveland to dallas ,"[""SELECT['flights']"", ""FILTER['#1', 'from cleveland']"", ""FILTER['#2', 'to dallas']""]","[""SELECT['flights']"", ""FILTER['#1', 'from cleveland to dallas']""]"
ATIS_train_3265,show me the flights from chicago to indianapolis ,"[""SELECT['flights']"", ""FILTER['#1', 'from chicago']"", ""FILTER['#2', 'to indianapolis']""]","[""SELECT['flights']"", ""FILTER['#1', 'from chicago']"", ""FILTER['#2', 'into indianapolis']""]"
ATIS_train_3266,list flights leaving dallas on saturday and arriving in san francisco before 4pm ,"[""SELECT['flights']"", ""FILTER['#1', 'leaving dallas']"", ""FILTER['#2', 'on saturday']"", ""FILTER['#3', 'arriving in san francisco']"", ""FILTER['#4', 'before 4pm']""]","[""SELECT['flights']"", ""FILTER['#1', 'leaving dallas']"", ""FILTER['#2', 'on saturday']"", ""FILTER['#3', 'that are arriving in san francisco']"", ""FILTER['#4', 'before 4pm']""]"
ATIS_train_3267,what is the airfare from pittsburgh to atlanta ,"[""SELECT['flights']"", ""FILTER['#1', 'from pittsburgh']"", ""FILTER['#2', 'to atlanta']"", ""PROJECT['airfares of #REF', '#3']""]","[""SELECT['airfare']"", ""FILTER['#1', 'from pittsburgh']"", ""FILTER['#2', 'to atlanta']""]"
ATIS_train_3268,flights from kansas city to cleveland ,"[""SELECT['flights']"", ""FILTER['#1', 'from kansas city']"", ""FILTER['#2', 'to cleveland']""]","[""SELECT['flights']"", ""FILTER['#1', 'from kansas city to cleveland']""]"
ATIS_train_3269,yes i need a flight from denver to pittsburgh on july seventh ,"[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to pittsburgh']"", ""FILTER['#3', 'on july seventh']""]","[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to pittsburgh']"", ""FILTER['#3', 'in july seventh']""]"
ATIS_train_327,show me the flights before 11am on august second from boston to denver on delta ,"[""SELECT['flights']"", ""FILTER['#1', 'on delta']"", ""FILTER['#2', 'from boston']"", ""FILTER['#3', 'to denver']"", ""FILTER['#4', 'on august second']"", ""FILTER['#5', 'before 11am']""]","[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to denver']"", ""FILTER['#3', 'on august second']"", ""FILTER['#4', 'before 11am']"", ""FILTER['#5', 'on delta']""]"
ATIS_train_3270,find me the latest return flight from atlanta to boston on the same day ,"[""SELECT['return flights']"", ""FILTER['#1', 'from atlanta']"", ""FILTER['#2', 'to boston']"", ""FILTER['#3', 'on the same day']"", ""PROJECT['the latest #REF', '#4']""]","[""SELECT['flights']"", ""FILTER['#1', 'from atlanta']"", ""FILTER['#2', 'to boston']"", ""FILTER['#3', 'on the same day']"", ""PROJECT['return of #REF', '#4']"", ""AGGREGATE['max', '#5']""]"
ATIS_train_3272,show me fares for flights from minneapolis to seattle on july first 1991 ,"[""SELECT['flights']"", ""FILTER['#1', 'from minneapolis']"", ""FILTER['#2', 'to seattle']"", ""FILTER['#3', 'on july first 1991']"", ""PROJECT['fares of #REF', '#4']""]","[""SELECT['flights']"", ""FILTER['#1', 'from minneapolis']"", ""FILTER['#2', 'to seattle']"", ""FILTER['#3', 'on july first 1991']"", ""PROJECT['fares for #REF', '#4']""]"
ATIS_train_3274,what's the cheapest one way flight from oakland to boston ,"[""SELECT['flights']"", ""FILTER['#1', 'that are one way']"", ""FILTER['#2', 'from oakland']"", ""FILTER['#3', 'to boston']"", ""PROJECT['cheapest of #REF', '#4']""]","[""SELECT['flights']"", ""FILTER['#1', 'that are one way']"", ""FILTER['#2', 'from oakland']"", ""FILTER['#3', 'to boston']"", ""FILTER['#4', 'that is cheapest']""]"
ATIS_train_3275,please show me again the first class fares from baltimore to dallas ,"[""SELECT['flights']"", ""FILTER['#1', 'in first class']"", ""FILTER['#2', 'from baltimore']"", ""FILTER['#3', 'to dallas']"", ""PROJECT['fares of #REF', '#4']""]","[""SELECT['first class fares']"", ""FILTER['#1', 'from baltimore']"", ""FILTER['#2', 'to dallas']""]"
ATIS_train_3276,all flights from san francisco to los angeles ,"[""SELECT['all flights']"", ""FILTER['#1', 'from san francisco']"", ""FILTER['#2', 'to los angeles']""]","[""SELECT['flights']"", ""FILTER['#1', 'from san francisco']"", ""FILTER['#2', 'to los angeles']""."
ATIS_train_3277,can i have a list of all the thursday flights from baltimore to atlanta that leave after 1pm ,"[""SELECT['flights']"", ""FILTER['#1', 'from baltimore']"", ""FILTER['#2', 'to atlanta']"", ""FILTER['#3', 'on thursday']"", ""FILTER['#4', 'that leave after 1pm']""]","[""SELECT['flights']"", ""FILTER['#1', 'on thursday']"", ""FILTER['#2', 'from baltimore']"", ""FILTER['#3', 'to atlanta']"", ""FILTER['#4', 'that leave after 1pm']""]"
ATIS_train_3278,what flights depart newark for tampa on friday ,"[""SELECT['flights']"", ""FILTER['#1', 'from newark']"", ""FILTER['#2', 'to tampa']"", ""FILTER['#3', 'on friday']""]","[""SELECT['flights']"", ""FILTER['#1', 'that depart newark']"", ""FILTER['#2', 'for tampa']"", ""FILTER['#3', 'on friday']""]"
ATIS_train_3279,what are the flights on tuesday october first from atlanta to baltimore ,"[""SELECT['flights']"", ""FILTER['#1', 'from atlanta']"", ""FILTER['#2', 'to baltimore']"", ""FILTER['#3', 'on october first']""]","[""SELECT['flights']"", ""FILTER['#1', 'tuesday october first']"", ""FILTER['#2', 'from atlanta']"", ""FILTER['#3', 'to baltimore']""]"
ATIS_train_328,flights from oakland to san francisco on january twenty first 1992 ,"[""SELECT['flights']"", ""FILTER['#1', 'from oakland']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'on january twenty first 1992']""]","[""SELECT['flights']"", ""FILTER['#1', 'from oakland']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'on january twentieth first 1992']""]"
ATIS_train_3280,list all flights from nashville to seattle ,"[""SELECT['all flights']"", ""FILTER['#1', 'from nashville']"", ""FILTER['#2', 'to seattle']""]","[""SELECT['flights']"", ""FILTER['#1', 'from nashville to seattle']""]"
ATIS_train_3281,philadelphia to san francisco with one stop in dallas please ,"[""SELECT['flights']"", ""FILTER['#1', 'from philadelphia']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'with stop in dallas']""]","[""SELECT['philadelphia']"", ""FILTER['#1', 'to san francisco']"", ""FILTER['#2', 'with one stop in dallas']""]"
ATIS_train_3283,on july eighth i'd like a flight from newark to orlando in the morning ,"[""SELECT['flights']"", ""FILTER['#1', 'from newark']"", ""FILTER['#2', 'to orlando']"", ""FILTER['#3', 'in the morning']"", ""FILTER['#4', 'on july eighth']""]","[""SELECT['flights']"", ""FILTER['#1', 'from newark']"", ""FILTER['#2', 'to orlando']"", ""FILTER['#3', 'on july eighth']"", ""FILTER['#4', 'in the morning']""]"
ATIS_train_3284,now i'd like information on flights from denver to san francisco ,"[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to san francisco']""]","[""SELECT['flights from denver to san francisco']""]"
ATIS_train_3285,which airlines fly from boston to washington dc ,"[""SELECT['airlines']"", ""FILTER['#1', 'that fly']"", ""FILTER['#2', 'from boston']"", ""FILTER['#3', 'to washington dc']""]","[""SELECT['airlines']"", ""FILTER['#1', 'fly from boston']"", ""FILTER['#2', 'to washington dc']""]"
ATIS_train_3286,what is ewr ,"[""SELECT['ewr']"", ""PROJECT['what is #REF', '#1']""]","[""SELECT['what is ewr']""]"
ATIS_train_3287,all flights from washington dc to san francisco after 5pm on november twelfth economy class ,"[""SELECT['flights']"", ""FILTER['#1', 'from washington dc']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'after 5pm']"", ""FILTER['#4', 'on november twelfth']"", ""FILTER['#5', 'in economy class']""]","[""SELECT['flights']"", ""FILTER['#1', 'from washington dc']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'after 5pm']"", ""FILTER['#4', 'in economy class']"", ""FILTER['#5', 'on november twelfth']""]"
ATIS_train_3288,which airlines fly from boston to washington dc but stopover in some other city ,"[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to washington dc']"", ""FILTER['#3', 'with stopover in some other city']"", ""PROJECT['airlines of #REF', '#4']""]","[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to washington dc']"", ""FILTER['#3', 'that stopover in some other city']"", ""PROJECT['airlines of #REF', '#4']""]"
ATIS_train_3289,show me all flights from pittsburgh to san francisco ,"[""SELECT['all flights']"", ""FILTER['#1', 'from pittsburgh']"", ""FILTER['#2', 'to san francisco']""]","[""SELECT['flights from pittsburgh']"", ""FILTER['#1', 'to san francisco']""]"
ATIS_train_329,what is the earliest flight that i can get from bwi to boston logan ,"[""SELECT['flights']"", ""FILTER['#1', 'from bwi']"", ""FILTER['#2', 'to boston logan']"", ""PROJECT['the earliest #REF', '#3']""]","[""SELECT['flights']"", ""FILTER['#1', 'from bwi']"", ""FILTER['#2', 'to boston logan']"", ""PROJECT['earliest of #REF', '#3']""]"
ATIS_train_3291,list all nonstop flights on sunday from tampa to charlotte ,"[""SELECT['flights']"", ""FILTER['#1', 'that are nonstop']"", ""FILTER['#2', 'on sunday']"", ""FILTER['#3', 'from tampa']"", ""FILTER['#4', 'to charlotte']""]","[""SELECT['flights']"", ""FILTER['#1', 'from tampa']"", ""FILTER['#2', 'to charlotte']"", ""FILTER['#3', 'on sunday']"", ""FILTER['#4', 'that are nonstop']""]"
ATIS_train_3292,show me round trip fares from baltimore to philadelphia ,"[""SELECT['flights']"", ""FILTER['#1', 'that are round trip']"", ""FILTER['#2', 'from baltimore']"", ""FILTER['#3', 'to philadelphia']"", ""PROJECT['fares of #REF', '#4']""]","[""SELECT['flights']"", ""FILTER['#1', 'from baltimore']"", ""FILTER['#2', 'to philadelphia']"", ""PROJECT['round trip fares of #REF', '#3']""]"
ATIS_train_3293,i'd like a flight from boston to san francisco leaving in the afternoon any time please ,"[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'leaving in afternoon any time']""]","[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'leaving anytime in the afternoon']""]"
ATIS_train_3294,which are the least expensive flights between dallas and baltimore on july nineteenth ,"[""SELECT['flights']"", ""FILTER['#1', 'betweenleftside dallas']"", ""FILTER['#2', 'betweenrightside baltimore']"", ""FILTER['#3', 'on july nineteenth']"", ""FILTER['#4', 'that are the least expensive']""]","[""SELECT['flights']"", ""FILTER['#1', 'between dallas']"", ""FILTER['#2', 'and baltimore']"", ""FILTER['#3', 'on july nineteenth']"", ""PROJECT['the least expensive of #REF', '#4']""]"
ATIS_train_3295,what flights arrive in seattle from on continental ,"[""SELECT['flights']"", ""FILTER['#1', 'from on continental']"", ""FILTER['#2', 'to seattle']""]","[""SELECT['flights']"", ""FILTER['#1', 'that arrive in seattle']"", ""FILTER['#2', 'from on continental']""]"
ATIS_train_3296,show me all flights from miami to new york ,"[""SELECT['flights']"", ""FILTER['#1', 'from miami']"", ""FILTER['#2', 'to new york']""]","[""SELECT['flights']"", ""FILTER['#1', 'from miami to new york']""]"
ATIS_train_3297,what is fare code q ,"[""SELECT['fare code q']"", ""PROJECT['what is #REF', '#1']""]","[""SELECT['fare codes']"", ""FILTER['#1', 'that are q']"", ""PROJECT['what is #REF', '#2']""]"
ATIS_train_3298,what are the most expensive first class tickets between boston and san francisco ,"[""SELECT['flights']"", ""FILTER['#1', 'in first class']"", ""FILTER['#2', 'between boston']"", ""FILTER['#3', 'and san francisco']"", ""PROJECT['tickets of #REF', '#4']"", ""PROJECT['most expensive of #REF', '#5']""]","[""SELECT['flights']"", ""FILTER['#1', 'in first class']"", ""FILTER['#2', 'betweenleftside boston']"", ""FILTER['#3', 'betweenrightside san francisco']"", ""PROJECT['tickets of #REF', '#4']"", ""PROJECT['most expensive of #REF', '#5']""."
ATIS_train_33,i need a flight from baltimore to seattle ,"[""SELECT['flights']"", ""FILTER['#1', 'from baltimore to seattle']""]","[""SELECT['flights from baltimore']"", ""FILTER['#1', 'to seattle']""]"
ATIS_train_330,show me all flights from boston to detroit ,"[""SELECT['all flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to detroit']""]","[""SELECT['flights']"", ""FILTER['#1', 'from boston']"", ""FILTER['#2', 'to detroit']""."
ATIS_train_3300,find travel arrangements for a one way flight from san francisco to dallas ,"[""SELECT['flights']"", ""FILTER['#1', 'that are one way']"", ""FILTER['#2', 'from san francisco']"", ""FILTER['#3', 'to dallas']"", ""PROJECT['travel arrangements of #REF', '#4']""]","[""SELECT['flights']"", ""FILTER['#1', 'that is one way']"", ""FILTER['#2', 'from san francisco']"", ""FILTER['#3', 'to dallas']"", ""PROJECT['travel arrangements of #REF', '#4']""]"
ATIS_train_3301,how many flights does each airline have with first class service ,"[""SELECT['airlines']"", ""PROJECT['flights of #REF', '#1']"", ""PROJECT['service of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is first class']"", ""GROUP['count', '#4', '#1']"", ""UNION['#1', '#5']""]","[""SELECT['airlines']"", ""PROJECT['flights of #REF', '#1']"", ""PROJECT['service on #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is first class']"", ""GROUP['count', '#4', '#1']"", ""UNION['#1', '#5']""]"
ATIS_train_3302,what is the least expensive flight from denver to atlanta ,"[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to atlanta']"", ""PROJECT['the least expensive of #REF', '#3']""]","[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to atlanta']"", ""FILTER['#3', 'that is least expensive']""]"
ATIS_train_3303,from phoenix to denver on a monday ,"[""SELECT['flights']"", ""FILTER['#1', 'from phoenix']"", ""FILTER['#2', 'to denver']"", ""FILTER['#3', 'on monday']""]","[""SELECT['phoenix']"", ""FILTER['#1', 'to denver']"", ""FILTER['#2', 'on a monday']""]"
ATIS_train_3304,what flights fly from denver to san francisco on monday tuesday wednesday thursday and friday ,"[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'on monday']"", ""FILTER['#4', 'on tuesday']"", ""FILTER['#4', 'on wednesday']"", ""FILTER['#4', 'on thursday']"", ""FILTER['#4', 'on friday']"", ""UNION['#5', '#6', '#7', '#8']""]","[""SELECT['flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to san francisco']"", ""FILTER['#3', 'on monday']"", ""FILTER['#4', 'on tuesday']"", ""FILTER['#4', 'on wednesday']"", ""FILTER['#5', 'on thursday']"", ""FILTER['#4', 'on friday']"", ""UNION['#6', '#7', '#8', '#9']""]"
ATIS_train_3305,i would like a flight from washington to boston flight 324 on august twentieth ,"[""SELECT['flights']"", ""FILTER['#1', 'from washington']"", ""FILTER['#2', 'to boston']"", ""FILTER['#3', 'on august twentieth']"", ""FILTER['#4', 'on flight 324']""]","[""SELECT['flight 324']"", ""FILTER['#1', 'from washington']"", ""FILTER['#2', 'to boston']"", ""FILTER['#3', 'on august twentieth']""]"
ATIS_train_3307,i'd like to book the cheapest flight from atlanta to denver on august first ,"[""SELECT['flights']"", ""FILTER['#1', 'from atlanta']"", ""FILTER['#2', 'to denver']"", ""FILTER['#3', 'on august first']"", ""PROJECT['the cheapest #REF', '#4']""]","[""SELECT['flights']"", ""FILTER['#1', 'from atlanta']"", ""FILTER['#2', 'to denver']"", ""FILTER['#3', 'on august first']"", ""PROJECT['cheapest of #REF', '#4']""]"
ATIS_train_3308,show me flights arriving in baltimore from pittsburgh between 4 and 5pm ,"[""SELECT['flights']"", ""FILTER['#1', 'from pittsburgh']"", ""FILTER['#2', 'arriving in baltimore']"", ""FILTER['#3', 'betweenleftside 4']"", ""FILTER['#4', 'betweenrightside 5pm']""]","[""SELECT['flights']"", ""FILTER['#1', 'from pittsburgh']"", ""FILTER['#2', 'to baltimore']"", ""FILTER['#3', 'arriving betweenleftside 4']"", ""FILTER['#4', 'arriving betweenrightside 5pm']""]"
ATIS_train_3309,list all flights from denver to philadelphia ,"[""SELECT['all flights']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to philadelphia']""]","[""SELECT['airlines']"", ""FILTER['#1', 'from denver']"", ""FILTER['#2', 'to philadelphia']""]"
