name,ex,em,hardness,error_pair
SPIDER_dev_439,FALSE,FALSE,easy,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|matches)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|matches|loser_rank), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#3'])]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":1,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":18},""ref"":0,""step"":{""_type"":""NextStepGroup"",""group"":{""_type"":""group"",""agg_type"":{""_type"":""AggOp"",""agg_ops"":{""_type"":""Count""}},""ref1"":0,""ref2"":1,""step"":{""_type"":""NextStepSup"",""superlative"":{""_type"":""superlative"",""superlative_op_type"":{""_type"":""SupOp"",""superlative_ops"":{""_type"":""Max""}},""ref1"":1,""ref2"":2,""step"":{""_type"":""FinalStep""}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|matches)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|matches|loser_rank), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|matches|loser_rank), QDMRStepArg(arg_type='ref', arg=['#2'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#3'])]]]""}"
SPIDER_dev_440,FALSE,FALSE,easy,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|matches)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|matches|loser_rank), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2'])]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":1,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":18},""ref"":0,""step"":{""_type"":""NextStepSup"",""superlative"":{""_type"":""superlative"",""superlative_op_type"":{""_type"":""SupOp"",""superlative_ops"":{""_type"":""Max""}},""ref1"":0,""ref2"":1,""step"":{""_type"":""FinalStep""}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|matches)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|matches|loser_rank), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|matches|loser_rank), QDMRStepArg(arg_type='ref', arg=['#2'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#3'])]]]""}"
SPIDER_dev_459,FALSE,FALSE,hard,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|players)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|rankings|tours), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|first_name), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|country_code), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":0,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":45},""ref"":0,""step"":{""_type"":""NextStepGroup"",""group"":{""_type"":""group"",""agg_type"":{""_type"":""AggOp"",""agg_ops"":{""_type"":""Count""}},""ref1"":1,""ref2"":0,""step"":{""_type"":""NextStepSup"",""superlative"":{""_type"":""superlative"",""superlative_op_type"":{""_type"":""SupOp"",""superlative_ops"":{""_type"":""Max""}},""ref1"":0,""ref2"":2,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":4},""ref"":3,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":8},""ref"":3,""step"":{""_type"":""NextStepUnion"",""union"":{""_type"":""union"",""ref1"":4,""ref2"":5,""union_3arg"":{""_type"":""NoneUnionArg""},""union_4arg"":{""_type"":""NoneUnionArg""},""step"":{""_type"":""FinalStep""}}}}}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|players)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|rankings|tours), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg=col|rankings|tours), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|first_name), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|country_code), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6'])]]]""}"
SPIDER_dev_460,FALSE,FALSE,hard,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|players)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|rankings|tours), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg=col|rankings|tours), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|first_name), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|country_code), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":0,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":45},""ref"":0,""step"":{""_type"":""NextStepGroup"",""group"":{""_type"":""group"",""agg_type"":{""_type"":""UseColumn"",""grounding"":45},""ref1"":1,""ref2"":0,""step"":{""_type"":""NextStepSup"",""superlative"":{""_type"":""superlative"",""superlative_op_type"":{""_type"":""SupOp"",""superlative_ops"":{""_type"":""Max""}},""ref1"":0,""ref2"":2,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":4},""ref"":3,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":8},""ref"":3,""step"":{""_type"":""NextStepUnion"",""union"":{""_type"":""union"",""ref1"":4,""ref2"":5,""union_3arg"":{""_type"":""NoneUnionArg""},""union_4arg"":{""_type"":""NoneUnionArg""},""step"":{""_type"":""FinalStep""}}}}}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|players)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|rankings|tours), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg=col|rankings|tours), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|first_name), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|country_code), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6'])]]]""}"
SPIDER_dev_479,FALSE,FALSE,medium,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|rankings|ranking_date)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|rankings|tours), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['union', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":41,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":45},""ref"":0,""step"":{""_type"":""NextStepGroup"",""group"":{""_type"":""group"",""agg_type"":{""_type"":""AggOp"",""agg_ops"":{""_type"":""Count""}},""ref1"":1,""ref2"":0,""step"":{""_type"":""NextStepUnion"",""union"":{""_type"":""union"",""ref1"":0,""ref2"":2,""union_3arg"":{""_type"":""NoneUnionArg""},""union_4arg"":{""_type"":""NoneUnionArg""},""step"":{""_type"":""FinalStep""}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|rankings|ranking_date)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|rankings|tours), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='sum'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['union', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3'])]]]""}"
SPIDER_dev_485,FALSE,FALSE,medium,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=val|matches|tourney_name|WTA Championships)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|WTA Championships|col|matches|tourney_name)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|WTA Championships|col|matches|tourney_name)], False], ['intersection', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#4'])]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":51,""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":0,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""NoOp""},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":29},""comp_val"":{""_type"":""CompGrounding"",""grounding"":51}},""step"":{""_type"":""NextStepComp"",""comparative"":{""_type"":""comparative"",""is_distinct"":{""_type"":""False""},""ref1"":0,""ref2"":0,""comparative_3arg_type"":{""_type"":""CompArg"",""comp_op_type"":{""_type"":""NoOp""},""column_type"":{""_type"":""ColumnGrounding"",""grounding"":29},""comp_val"":{""_type"":""CompGrounding"",""grounding"":51}},""step"":{""_type"":""NextStepIntersect"",""intersection"":{""_type"":""intersection"",""ref1"":0,""ref2"":1,""union_3arg"":{""_type"":""RefArg"",""ref"":2},""step"":{""_type"":""NextStepAgg"",""aggregate"":{""_type"":""aggregate"",""agg_type"":{""_type"":""AggOp"",""agg_ops"":{""_type"":""Count""}},""ref"":3,""step"":{""_type"":""FinalStep""}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|matches|winner_name)], True], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|WTA Championships|col|matches|tourney_name)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|L|col|matches|winner_hand)], False], ['intersection', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#4'])]]]""}"
SPIDER_dev_486,FALSE,FALSE,medium,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=val|matches|tourney_name|WTA Championships)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|matches), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#2'])]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":50,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":1},""ref"":0,""step"":{""_type"":""NextStepAgg"",""aggregate"":{""_type"":""aggregate"",""agg_type"":{""_type"":""AggOp"",""agg_ops"":{""_type"":""Count""}},""ref"":1,""step"":{""_type"":""FinalStep""}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|matches|winner_name)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=comparative|=|L|col|matches|winner_hand)], False], ['comparative', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='grounding', arg=comparative|=|WTA Championships|col|matches|tourney_name)], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#3'])]]]""}"
SPIDER_dev_487,FALSE,FALSE,hard,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=tbl|players)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|matches), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='count'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|first_name), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|country_code), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|birth_date), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#6']), QDMRStepArg(arg_type='ref', arg=['#7']), QDMRStepArg(arg_type='grounding', arg=None)]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":0,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":1},""ref"":0,""step"":{""_type"":""NextStepGroup"",""group"":{""_type"":""group"",""agg_type"":{""_type"":""AggOp"",""agg_ops"":{""_type"":""Count""}},""ref1"":1,""ref2"":0,""step"":{""_type"":""NextStepSup"",""superlative"":{""_type"":""superlative"",""superlative_op_type"":{""_type"":""SupOp"",""superlative_ops"":{""_type"":""Max""}},""ref1"":0,""ref2"":2,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":4},""ref"":3,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":8},""ref"":3,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":7},""ref"":3,""step"":{""_type"":""NextStepUnion"",""union"":{""_type"":""union"",""ref1"":4,""ref2"":5,""union_3arg"":{""_type"":""RefArg"",""ref"":6},""union_4arg"":{""_type"":""NoneUnionArg""},""step"":{""_type"":""FinalStep""}}}}}}}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|matches|winner_id)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|matches), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|matches|winner_rank_points), QDMRStepArg(arg_type='ref', arg=['#2'])], False], ['superlative', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|first_name), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|country_code), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|country_code), QDMRStepArg(arg_type='ref', arg=['#5'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|players|birth_date), QDMRStepArg(arg_type='ref', arg=['#4'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='ref', arg=['#7']), QDMRStepArg(arg_type='ref', arg=['#8'])]]]""}"
SPIDER_dev_492,FALSE,FALSE,medium,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|ship|name)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ship|name), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['project', [QDMRStepArg(arg_type='grounding', arg=col|ship|tonnage), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]], ['sort', [QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='grounding', arg='descending')]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":11,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":11},""ref"":0,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":12},""ref"":0,""step"":{""_type"":""NextStepUnion"",""union"":{""_type"":""union"",""ref1"":1,""ref2"":2,""union_3arg"":{""_type"":""NoneUnionArg""},""union_4arg"":{""_type"":""NoneUnionArg""},""step"":{""_type"":""NextStepSort"",""sort"":{""_type"":""sort"",""ref1"":3,""ref2"":2,""order"":{""_type"":""Desc""},""step"":{""_type"":""FinalStep""}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|ship|name)], False], ['select', [QDMRStepArg(arg_type='grounding', arg=col|ship|tonnage)], False], ['union', [QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='ref', arg=['#2'])]], ['sort', [QDMRStepArg(arg_type='ref', arg=['#3']), QDMRStepArg(arg_type='ref', arg=['#1']), QDMRStepArg(arg_type='grounding', arg=sortdir|descending)]]]""}"
SPIDER_dev_494,FALSE,FALSE,medium,"{""model_output"":{""orig_code"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|death|caused_by_ship_id)], False], ['project', [QDMRStepArg(arg_type='grounding', arg=tbl|death), QDMRStepArg(arg_type='ref', arg=['#1'])], False], ['group', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#3'])]], ['union', [QDMRStepArg(arg_type='ref', arg=['#4']), QDMRStepArg(arg_type='ref', arg=['#5']), QDMRStepArg(arg_type='grounding', arg=None), QDMRStepArg(arg_type='grounding', arg=None)]]]"",""tree"":{""_type"":""root"",""step"":{""_type"":""NextStepSelect"",""select"":{""_type"":""select"",""is_distinct"":{""_type"":""False""},""grounding"":16,""step"":{""_type"":""NextStepProject"",""project"":{""_type"":""project"",""is_distinct"":{""_type"":""False""},""project_1arg"":{""_type"":""GroundingProjectArg"",""grounding"":2},""ref"":0,""step"":{""_type"":""NextStepGroup"",""group"":{""_type"":""group"",""agg_type"":{""_type"":""AggOp"",""agg_ops"":{""_type"":""MinAgg""}},""ref1"":1,""ref2"":0,""step"":{""_type"":""NextStepAgg"",""aggregate"":{""_type"":""aggregate"",""agg_type"":{""_type"":""AggOp"",""agg_ops"":{""_type"":""MaxAgg""}},""ref"":2,""step"":{""_type"":""NextStepAgg"",""aggregate"":{""_type"":""aggregate"",""agg_type"":{""_type"":""AggOp"",""agg_ops"":{""_type"":""MinAgg""}},""ref"":2,""step"":{""_type"":""NextStepUnion"",""union"":{""_type"":""union"",""ref1"":3,""ref2"":4,""union_3arg"":{""_type"":""NoneUnionArg""},""union_4arg"":{""_type"":""NoneUnionArg""},""step"":{""_type"":""FinalStep""}}}}}}}}}}}}}}},""ground_truth"":""[['select', [QDMRStepArg(arg_type='grounding', arg=col|death|killed)], False], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='max'), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['aggregate', [QDMRStepArg(arg_type='grounding', arg='min'), QDMRStepArg(arg_type='ref', arg=['#1'])]], ['union', [QDMRStepArg(arg_type='ref', arg=['#2']), QDMRStepArg(arg_type='ref', arg=['#3'])]]]""}"
