id,source_text,output_text,alt_text
ACADEMIC_train_110,"return me the number of papers in VLDB conference in "" University of Michigan "" . ","SELECT papers, FILTER #1 in VLDB conference, FILTER #2 in University of Michigan, AGGREGATE count #3","SELECT papers, FILTER #1 in VLDB conference, FILTER #2 in the University of Michigan, AGGREGATE count #3"
ACADEMIC_train_111,"return me the number of papers in PVLDB in "" University of Michigan "" . ","SELECT papers, FILTER #1 in PVLDB, FILTER #2 in University of Michigan, AGGREGATE count #3","SELECT papers, FILTER #1 in PVLDB, FILTER #2 that are in University of Michigan, AGGREGATE count #3"
ACADEMIC_train_112,"return me the number of papers in VLDB after 2000 in "" University of Michigan "" . ","SELECT papers, FILTER #1 in VLDB, FILTER #2 after 2000, FILTER #3 in University of Michigan, AGGREGATE count #4","SELECT papers, FILTER #1 in VLDB, FILTER #2 after 2000, FILTER #3 in University of Michigan, AGGREGATE count #4."
ACADEMIC_train_113,"return me the number of papers in PVLDB after 2000 in "" University of Michigan "" . ","SELECT papers, FILTER #1 in PVLDB, FILTER #2 after 2000, FILTER #3 in University of Michigan, AGGREGATE count #4","SELECT papers, FILTER #1 from PVLDB, FILTER #2 after 2000, FILTER #3 in University of Michigan, AGGREGATE count #4"
ACADEMIC_train_114,"return me the total citations of the papers in "" University of Michigan "" . ","SELECT papers, FILTER #1 in University of Michigan, PROJECT citations of #REF #2, AGGREGATE count #3","SELECT papers, FILTER #1 that are in University of Michigan, PROJECT citations of #REF #2, AGGREGATE sum #3"
ACADEMIC_train_115,"return me the number of researchers in "" University of Michigan "" . ","SELECT researchers, FILTER #1 in University of Michigan, AGGREGATE count #2","SELECT researchers, FILTER #1 in University of Michigan, AGGREGATE count #2."
ACADEMIC_train_116,"return me the number of researchers in Databases area in "" University of Michigan "" . ","SELECT researchers, FILTER #1 in Databases area, FILTER #2 in University of Michigan, AGGREGATE count #3","SELECT researchers, PROJECT areas of #REF #1, COMPARATIVE #1 #2 is Databases, FILTER #3 in University of Michigan, AGGREGATE count #4"
ACADEMIC_train_117,return me the number of authors who have papers in PVLDB . ,"SELECT PVLDB, PROJECT papers of #REF #1, PROJECT authors of #REF #2, AGGREGATE count #3","SELECT PVLDB, PROJECT papers in #REF #1, PROJECT authors of #REF #2, AGGREGATE count #3"
ACADEMIC_train_118,return me the number of authors who have papers in the VLDB conference . ,"SELECT papers, FILTER #1 in the VLDB conference, PROJECT authors of #REF #2, AGGREGATE count #3","SELECT papers, FILTER #1 in the VLDB conference, PROJECT authors of #REF #2, GROUP count #3 #2"
ACADEMIC_train_119,return me the number of papers published on PVLDB before 2000 . ,"SELECT papers, FILTER #1 published on PVLDB, FILTER #2 before 2000, AGGREGATE count #3","SELECT papers, FILTER #1 published before 2000, FILTER #2 on PVLDB, AGGREGATE count #3"
ACADEMIC_train_12,"return me the year of "" Making database systems usable "" . ","SELECT Making database systems usable, PROJECT year of #REF #1","SELECT Make database systems usable, PROJECT year of #REF #1"
ACADEMIC_train_120,return me the number of papers published in the VLDB conference before 2000 . ,"SELECT papers, FILTER #1 published in the VLDB conference, FILTER #2 before 2000, AGGREGATE count #3","SELECT VLDB conference, PROJECT papers published in #REF #1, FILTER #2 before 2000, AGGREGATE count #3"
ACADEMIC_train_121,return me the total citations of all the papers in PVLDB . ,"SELECT papers, FILTER #1 in PVLDB, PROJECT citations of #REF #2, AGGREGATE count #3","SELECT PVLDB, PROJECT papers of #REF #1, PROJECT citations of #REF #2, AGGREGATE count #3"
ACADEMIC_train_122,return me the citations of each paper in PVLDB . ,"SELECT papers, FILTER #1 in PVLDB, PROJECT citations of #REF #2","SELECT papers, FILTER #1 in PVLDB, PROJECT citations of #REF #2."
ACADEMIC_train_123,return me the total citations of papers in PVLDB in 2005 . ,"SELECT papers, FILTER #1 in PVLDB, FILTER #2 in 2005, PROJECT citations of #REF #3, AGGREGATE count #4","SELECT papers, FILTER #1 in PVLDB, FILTER #2 in 2005, PROJECT citations of #REF #3, GROUP count #4 #3, AGGREGATE sum #5"
ACADEMIC_train_124,return me the total citations of papers in PVLDB before 2005 . ,"SELECT papers, FILTER #1 in PVLDB, FILTER #2 before 2005, PROJECT citations of #REF #3, AGGREGATE count #4","SELECT PVLDB, PROJECT papers of #REF #1, FILTER #2 before 2005, PROJECT citations of #REF #3, AGGREGATE count #4"
ACADEMIC_train_125,return me the total citations of papers in PVLDB in each year . ,"SELECT papers, FILTER #1 in PVLDB, PROJECT citations of #REF #2, GROUP count #3 #2, UNION #2 #4","SELECT PVLDB, PROJECT papers of #REF #1, PROJECT citations of #REF #2, GROUP count #3 #2, UNION #2 #4"
ACADEMIC_train_126,return me the number of papers published in PVLDB in each year . ,"SELECT papers, FILTER #1 published in PVLDB, PROJECT years of #REF #2, GROUP count #2 #3, UNION #3 #4","SELECT papers, FILTER #1 published in PVLDB, PROJECT years #REF are published #2, GROUP count #2 #3, UNION #3 #4"
ACADEMIC_train_127,return me the total citations of all the papers in the VLDB conference . ,"SELECT papers, FILTER #1 in the VLDB conference, PROJECT citations of #REF #2, AGGREGATE count #3","SELECT papers, FILTER #1 in the VLDB conference, PROJECT citations of #REF #2, GROUP count #3 #2, UNION #2 #4"
ACADEMIC_train_128,return me the citations of each paper in the VLDB conference . ,"SELECT papers, FILTER #1 in the VLDB conference, PROJECT citations of #REF #2","SELECT papers, FILTER #1 that are in the VLDB conference, PROJECT citations of #REF #2"
ACADEMIC_train_129,return me the total citations of papers in the VLDB conference in 2005 . ,"SELECT papers, FILTER #1 in the VLDB conference, FILTER #2 in 2005, PROJECT citations of #REF #3, AGGREGATE count #4","SELECT papers, FILTER #1 from VLDB conference, FILTER #2 in 2005, PROJECT citations of #REF #3, AGGREGATE count #4"
ACADEMIC_train_13,return me the paper with more than 200 citations . ,"SELECT papers, PROJECT citations of #REF #1, GROUP count #2 #1, COMPARATIVE #1 #3 is more than 200","SELECT papers, PROJECT citations of #REF #1, GROUP count #2 #1, COMPARATIVE #1 #3 is higher than 200"
ACADEMIC_train_130,return me the total citations of papers in the VLDB conference before 2005 . ,"SELECT papers, FILTER #1 in the VLDB conference, FILTER #2 before 2005, PROJECT citations of #REF #3, AGGREGATE count #4","SELECT papers, FILTER #1 in VLDB conference, FILTER #2 before 2005, PROJECT citations of #REF #3, GROUP count #4 #3, UNION #3 #5"
ACADEMIC_train_131,return me the total citations of papers in the VLDB conference in each year . ,"SELECT papers, FILTER #1 in the VLDB conference, PROJECT citations of #REF #2, GROUP count #3 #2, UNION #2 #4","SELECT papers, FILTER #1 in VLDB conference, PROJECT citations of #REF #2, GROUP count #3 #2, UNION #2 #4"
ACADEMIC_train_132,return me the number of papers published in the VLDB conference in each year . ,"SELECT papers, FILTER #1 published in the VLDB conference, PROJECT years of #REF #2, GROUP count #2 #3, UNION #3 #4","SELECT papers, FILTER #1 published in the VLDB conference, PROJECT years of #REF #2, GROUP count #2 #3, UNION #3 #4."
ACADEMIC_train_133,"return me the authors who have cooperated both with "" H. V. Jagadish "" and "" Divesh Srivastava "" . ","SELECT authors, FILTER #1 who have cooperated with H. V. Jagadish, FILTER #1 who have cooperated with Divesh Srivastava, INTERSECTION #1 #2 #3","SELECT H. V. Jagadish, SELECT Divesh Srivastava, PROJECT authors of #REF #1, PROJECT authors of #REF #2, SELECT authors, INTERSECTION #5 #3 #4"
ACADEMIC_train_134,"return me the authors who have cooperated with "" H. V. Jagadish "" or "" Divesh Srivastava "" . ","SELECT authors, FILTER #1 who have cooperated with H. V. Jagadish, FILTER #1 who have cooperated with Divesh Srivastava, UNION #2 #3","SELECT H. V. Jagadish, SELECT Divesh Srivastava, PROJECT authors of #REF #1, PROJECT authors of #REF #2, UNION #3 #4"
ACADEMIC_train_135,"return me the authors who have cooperated with "" H. V. Jagadish "" after 2000 . ","SELECT authors, FILTER #1 who have cooperated with H. V. Jagadish, FILTER #2 after 2000","SELECT H. V. Jagadish, PROJECT authors who cooperated with #REF #1, FILTER #2 after 2000"
ACADEMIC_train_136,"return me the papers written by "" H. V. Jagadish "" and "" Divesh Srivastava "" . ","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #1 written by Divesh Srivastava, INTERSECTION #1 #2 #3","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #2 written by Divesh Srivastava, UNION #3 #4"
ACADEMIC_train_137,"return me the papers written by "" H. V. Jagadish "" and "" Yunyao Li "" after 2005 . ","SELECT papers, FILTER #1 written after 2005, FILTER #2 by H. V. Jagadish, FILTER #2 by Yunyao Li, UNION #3 #4","SELECT papers, FILTER #1 written after 2005, FILTER #2 by H. V. Jagadish, FILTER #2 by Yunyao Li, INTERSECTION #2 #3 #4"
ACADEMIC_train_138,"return me the papers written by "" H. V. Jagadish "" and "" Yunyao Li "" on PVLDB . ","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #2 and Yunyao Li, FILTER #3 on PVLDB","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #2 on PVLDB, FILTER #1 written by Yunyao Li, INTERSECTION #1 #3 #4"
ACADEMIC_train_139,"return me the papers written by "" H. V. Jagadish "" and "" Yunyao Li "" on PVLDB after 2005 . ","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #2 and Yunyao Li, FILTER #3 on PVLDB, FILTER #4 after 2005","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #2 on PVLDB, FILTER #3 after 2005, FILTER #1 written by Yunyao Li, UNION #4 #5"
ACADEMIC_train_14,return me the authors who have papers in PVLDB 2010 . ,"SELECT papers, FILTER #1 in PVLDB 2010, PROJECT authors of #REF #2","SELECT papers, FILTER #1 in PVLDB 2010, PROJECT authors of #REF #2."
ACADEMIC_train_140,"return me the authors who have cooperated with "" H. V. Jagadish "" . ","SELECT authors, FILTER #1 who have cooperated with H. V. Jagadish","SELECT H. V. Jagadish, PROJECT authors who have cooperated with #REF #1"
ACADEMIC_train_141,"return me the papers written by "" H. V. Jagadish "" and "" Divesh Srivastava "" before 2000 . ","SELECT papers, FILTER #1 written before 2000, FILTER #2 by H. V. Jagadish, FILTER #2 by Divesh Srivastava, INTERSECTION #2 #3 #4","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #2 and Divesh Srivastava, FILTER #3 before 2000"
ACADEMIC_train_142,"return me the authors who have cited the papers by "" H. V. Jagadish "" . ","SELECT papers, FILTER #1 by H. V. Jagadish, PROJECT authors who cited #REF #2","SELECT H. V. Jagadish, PROJECT papers of #REF #1, PROJECT authors who cited #REF #2"
ACADEMIC_train_143,"return me the number of papers written by "" H. V. Jagadish "" and "" Divesh Srivastava "" . ","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #1 written by Divesh Srivastava, UNION #2 #3, AGGREGATE count #4","SELECT H. V. Jagadish, SELECT Divesh Srivastava, PROJECT papers written by #REF #1, PROJECT papers written by #REF #2, AGGREGATE count #3"
ACADEMIC_train_144,"return me the number of papers written by "" H. V. Jagadish "" and "" Divesh Srivastava "" before 2000 . ","SELECT papers, FILTER #1 written before 2000, FILTER #2 by H. V. Jagadish, FILTER #2 by Divesh Srivastava, UNION #3 #4, AGGREGATE count #5","SELECT H. V. Jagadish, SELECT Divesh Srivastava, PROJECT papers written by #REF #1, PROJECT papers written by #REF #2, FILTER #3 before 2000, AGGREGATE count #4"
ACADEMIC_train_145,"return me the number of papers written by "" H. V. Jagadish "" , "" Yunyao Li "" , and "" Cong Yu "" . ","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #1 written by Yunyao Li, FILTER #1 written by Cong Yu, AGGREGATE count #2, AGGREGATE count #3, AGGREGATE count #4, UNION #5 #6 #7","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #1 written by Yunyao Li, FILTER #1 written by Cong Yu, AGGREGATE count #2, AGGREGATE count #3, AGGREGATE count #4, ARITHMETIC sum #6 #7"
ACADEMIC_train_146,"return me the number of authors who have cooperated with "" H. V. Jagadish "" . ","SELECT authors, FILTER #1 who have cooperated with H. V. Jagadish, AGGREGATE count #2","SELECT authors, FILTER #1 who cooperated with H. V. Jagadish, AGGREGATE count #2"
ACADEMIC_train_147,"return me the number of authors who have cited the papers by "" H. V. Jagadish "" . ","SELECT papers, FILTER #1 by H. V. Jagadish, PROJECT authors who cited #REF #2, AGGREGATE count #3","SELECT papers, FILTER #1 by H. V. Jagadish, PROJECT authors who have cited #REF #2, AGGREGATE count #3"
ACADEMIC_train_148,"return me the papers written by "" H. V. Jagadish "" and "" Divesh Srivastava "" with more than 200 citations . ","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #1 written by Divesh Srivastava, UNION #2 #3, PROJECT citations of #REF #4, GROUP count #5 #4, COMPARATIVE #4 #6 is more than 200","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #1 written by Divesh Srivastava, UNION #2 #3, PROJECT citations of #REF #4, GROUP count #5 #4, COMPARATIVE #4 #6 is higher than 200"
ACADEMIC_train_15,return me the authors who have papers in PVLDB after 2010 . ,"SELECT papers, FILTER #1 in PVLDB, FILTER #2 after 2010, PROJECT authors of #REF #3","SELECT authors, FILTER #1 who have papers in PVLDB, FILTER #2 after 2010"
ACADEMIC_train_150,"return me the conference that has the most number of papers containing keyword "" Relational Database "" . ","SELECT conferences, PROJECT papers of #REF #1, FILTER #2 containing keyword Relational Database, GROUP count #3 #1, SUPERLATIVE max #1 #4","SELECT conferences, PROJECT papers of #REF #1, PROJECT keywords of #REF #2, COMPARATIVE #2 #3 is Relational Database, GROUP count #4 #1"
ACADEMIC_train_151,"return me the journal that has the most number of papers containing keyword "" Relational Database "" . ","SELECT journals, PROJECT papers of #REF #1, FILTER #2 containing keyword Relational Database, GROUP count #3 #1, SUPERLATIVE max #1 #4","SELECT journals, PROJECT papers of #REF #1, PROJECT keywords of #REF #2, COMPARATIVE #2 #3 contain Relational Database, GROUP count #4 #1"
ACADEMIC_train_152,"return me the number of authors who have more than 10 papers containing keyword "" Relational Database "" . ","SELECT papers, FILTER #1 containing keyword Relational Database, PROJECT authors of #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is higher than 10, AGGREGATE count #5","SELECT papers, FILTER #1 containing keyword Relational Database, PROJECT authors of #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is more than 10, AGGREGATE count #5"
ACADEMIC_train_153,"return me the number of the conferences, which have more than 60 papers containing keyword "" Relational Database "" . ","SELECT conferences, PROJECT papers of #REF #1, FILTER #2 containing keyword Relational Database, GROUP count #3 #1, COMPARATIVE #1 #4 is more than 60, AGGREGATE count #5","SELECT conferences, PROJECT papers of #REF #1, FILTER #2 that contain keyword Relational Database, GROUP count #3 #1, COMPARATIVE #1 #4 is more than 60, AGGREGATE count #5"
ACADEMIC_train_154,"return me the number of the journals, which have more than 60 papers containing keyword "" Relational Database "" . ","SELECT journals, PROJECT papers of #REF #1, FILTER #2 containing keyword Relational Database, GROUP count #3 #1, COMPARATIVE #1 #4 is more than 60","SELECT journals, PROJECT papers of #REF #1, FILTER #2 that contain keyword Relational Database, GROUP count #3 #1, COMPARATIVE #1 #4 is more than 60, AGGREGATE count #5"
ACADEMIC_train_155,"return me the number of the authors who have more than 10 papers containing keyword "" Relational Database "" . ","SELECT papers, FILTER #1 containing keyword Relational Database, PROJECT authors of #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is higher than 10, AGGREGATE count #5","SELECT authors, PROJECT papers of #REF #1, FILTER #2 containing keyword Relational Database, GROUP count #3 #1, COMPARATIVE #1 #4 is higher than 10, AGGREGATE count #5"
ACADEMIC_train_156,"return me the number of conferences, which have more than 60 papers containing keyword "" Relational Database "" . ","SELECT conferences, PROJECT papers of #REF #1, FILTER #2 containing keyword Relational Database, GROUP count #3 #1, COMPARATIVE #1 #4 is more than 60, AGGREGATE count #5","SELECT conferences, PROJECT papers of #REF #1, COMPARATIVE #1 #2 contain keyword Relational Database, GROUP count #3 #1, COMPARATIVE #1 #4 is more than 60, AGGREGATE count #5"
ACADEMIC_train_157,"return me the number of journals, which have more than 60 papers containing keyword "" Relational Database "" . ","SELECT journals, PROJECT papers of #REF #1, FILTER #2 containing keyword Relational Database, GROUP count #3 #1, COMPARATIVE #1 #4 is more than 60, AGGREGATE count #5","SELECT journals, PROJECT papers of #REF #1, FILTER #2 that contain keyword Relational Database, GROUP count #3 #1, COMPARATIVE #1 #4 is more than 60"
ACADEMIC_train_158,"return me the number of keywords, which have been contained by more than 100 papers in VLDB conference . ","SELECT papers, FILTER #1 in VLDB conference, PROJECT keywords of #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is more than 100","SELECT keywords, PROJECT papers of #REF #1, FILTER #2 in VLDB conference, GROUP count #3 #1, COMPARATIVE #1 #4 is higher than 100"
ACADEMIC_train_159,"return me the number of keywords, which have been contained by more than 100 papers in PVLDB . ","SELECT papers, FILTER #1 in PVLDB, PROJECT keywords of #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is more than 100","SELECT papers, FILTER #1 in PVLDB, PROJECT keywords of #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is higher than 100"
ACADEMIC_train_16,return me the authors who have papers in VLDB conference in 2002 . ,"SELECT papers, FILTER #1 in VLDB conference, FILTER #2 in 2002, PROJECT authors of #REF #3","SELECT papers, FILTER #1 in VLDB conference, FILTER #2 in 2002, PROJECT authors of #REF #3."
ACADEMIC_train_160,"return me the number of keywords, which have been contained by more than 10 papers of "" H. V. Jagadish "" . ","SELECT H. V. Jagadish, PROJECT papers of #REF #1, PROJECT keywords contained in #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is more than 10","SELECT H. V. Jagadish, PROJECT papers of #REF #1, PROJECT keywords contained by #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is more than 10"
ACADEMIC_train_161,"return me the keyword, which have been contained by the most number of papers in VLDB conference . ","SELECT papers, FILTER #1 in VLDB conference, PROJECT keywords of #REF #2, GROUP count #2 #3, SUPERLATIVE max #3 #4","SELECT papers, FILTER #1 in VLDB conference, PROJECT keywords contained by #REF #2, GROUP count #2 #3, SUPERLATIVE max #3 #4"
ACADEMIC_train_162,"return me the keyword, which have been contained by the most number of papers in PVLDB . ","SELECT papers, FILTER #1 in PVLDB, PROJECT keywords of #REF #2, GROUP count #2 #3, SUPERLATIVE max #3 #4","SELECT papers, FILTER #1 in PVLDB, PROJECT keywords of #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is the highest"
ACADEMIC_train_163,"return me the keyword, which have been contained by the most number of papers by "" H. V. Jagadish "" . ","SELECT papers, FILTER #1 by H. V. Jagadish, PROJECT keywords of #REF #2, GROUP count #2 #3, SUPERLATIVE max #3 #4","SELECT papers, FILTER #1 by H. V. Jagadish, PROJECT keywords contained in #REF #2, GROUP count #2 #3, SUPERLATIVE max #3 #4"
ACADEMIC_train_164,"return me the journal, which has the most number of papers containing keyword "" Relational Database "" . ","SELECT journals, PROJECT papers of #REF #1, FILTER #2 containing keyword Relational Database, GROUP count #3 #1, SUPERLATIVE max #1 #4","SELECT journals, PROJECT papers of #REF #1, PROJECT keywords of #REF #2, COMPARATIVE #2 #3 contain Relational Database, GROUP count #4 #1"
ACADEMIC_train_165,"return me the conference, which has the most number of papers containing keyword "" Relational Database "" . ","SELECT conferences, PROJECT papers of #REF #1, FILTER #2 containing keyword Relational Database, GROUP count #3 #1, SUPERLATIVE max #1 #4","SELECT conferences, PROJECT papers of #REF #1, FILTER #2 containing keyword Relational Database, GROUP count #3 #1, SUPERLATIVE max #1 #4."
ACADEMIC_train_166,"return me the author who has the most number of papers containing keyword "" Relational Database "" . ","SELECT authors, PROJECT papers of #REF #1, PROJECT keywords of #REF #2, COMPARATIVE #2 #3 is Relational Database, GROUP count #4 #1, SUPERLATIVE max #1 #5","SELECT papers, PROJECT keywords of #REF #1, COMPARATIVE #1 #2 is Relational Database, PROJECT authors of #REF #3, GROUP count #3 #4, SUPERLATIVE max #4 #5"
ACADEMIC_train_167,"return me the author in the "" University of Michigan "" whose papers have the most total citations . ","SELECT authors, FILTER #1 in the University of Michigan, PROJECT papers of #REF #2, PROJECT citations of #REF #3, GROUP count #4 #3, SUPERLATIVE max #3 #5","SELECT authors, FILTER #1 in University of Michigan, PROJECT papers of #REF #2, PROJECT citations of #REF #3, GROUP count #4 #3, SUPERLATIVE max #3 #5"
ACADEMIC_train_168,"return me the author in the "" University of Michigan "" whose papers in Databases area have the most total citations . ","SELECT authors, FILTER #1 in the University of Michigan, PROJECT papers of #REF #2, FILTER #3 in Databases area, PROJECT citations of #REF #4, GROUP count #5 #4, SUPERLATIVE max #4 #6","SELECT authors, FILTER #1 in the University of Michigan, PROJECT papers of #REF #2, PROJECT areas of #REF #3, COMPARATIVE #3 #4 is Databases, PROJECT citations of #REF #5, GROUP sum #6 #1, SUPERLATIVE max #1 #7"
ACADEMIC_train_169,"return me the papers written by "" H. V. Jagadish "" and "" Divesh Srivastava "" with the most number of citations . ","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #1 written by Divesh Srivastava, PROJECT citations of #REF #2, GROUP count #3 #2, SUPERLATIVE max #2 #4","SELECT papers, FILTER #1 written by H. V. Jagadish, FILTER #1 written by Divesh Srivastava, UNION #2 #3, PROJECT citations of #REF #4, GROUP count #5 #4, COMPARATIVE #4 #6 is the highest"
ACADEMIC_train_17,return me the authors who have papers in VLDB conference before 2002 . ,"SELECT papers, FILTER #1 in VLDB conference, FILTER #2 before 2002, PROJECT authors of #REF #3","SELECT papers, FILTER #1 from VLDB conference, FILTER #2 before 2002, PROJECT authors of #REF #3."
ACADEMIC_train_170,"return me the conferences, which have more than 10 papers by "" H. V. Jagadish "" . ","SELECT conferences, PROJECT papers of #REF #1, FILTER #2 by H. V. Jagadish, GROUP count #3 #1, COMPARATIVE #1 #4 is more than 10","SELECT H. V. Jagadish, PROJECT papers of #REF #1, PROJECT conferences of #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is higher than 10"
ACADEMIC_train_171,"return me the conference, which have the most number of papers by "" H. V. Jagadish "" . ","SELECT conferences, PROJECT papers of #REF #1, FILTER #2 by H. V. Jagadish, GROUP count #3 #1, SUPERLATIVE max #1 #4","SELECT conferences, PROJECT papers of #REF #1, FILTER #2 by H. V. Jagadish, GROUP count #3 #1, COMPARATIVE #1 #4 is the most"
ACADEMIC_train_172,"return me the journals, which have more than 10 papers by "" H. V. Jagadish "" . ","SELECT papers, FILTER #1 by H. V. Jagadish, PROJECT journals of #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is more than 10","SELECT papers, FILTER #1 by H. V. Jagadish, PROJECT journals of #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is higher than 10"
ACADEMIC_train_173,"return me the journal, which have the most number of papers by "" H. V. Jagadish "" . ","SELECT H. V. Jagadish, PROJECT papers of #REF #1, PROJECT journals of #REF #2, GROUP count #2 #3, SUPERLATIVE max #3 #4","SELECT papers, FILTER #1 by H. V. Jagadish, PROJECT journals of #REF #2, GROUP count #2 #3, COMPARATIVE #3 #4 is the highest"
ACADEMIC_train_174,return me the paper with the most citations . ,"SELECT papers, PROJECT citations of #REF #1, GROUP count #2 #1, SUPERLATIVE max #1 #3","SELECT paper, PROJECT citations of #REF #1, GROUP count #2 #1, SUPERLATIVE max #1 #3"
ACADEMIC_train_175,return me the paper in Databases area with the most citations . ,"SELECT papers, FILTER #1 in Databases area, PROJECT citations of #REF #2, GROUP count #3 #2, SUPERLATIVE max #2 #4","SELECT papers, FILTER #1 in Databases area, PROJECT citations of #REF #2, GROUP count #3 #2, COMPARATIVE #2 #4 is the highest"
ACADEMIC_train_176,return me the paper in PVLDB with the most citations . ,"SELECT papers, FILTER #1 in PVLDB, PROJECT citations of #REF #2, GROUP count #3 #2, SUPERLATIVE max #2 #4","SELECT papers, FILTER #1 in PVLDB, PROJECT citations of #REF #2, GROUP count #3 #2, COMPARATIVE #2 #4 is the most"
ACADEMIC_train_177,return me the paper in VLDB conference with the most citations . ,"SELECT papers, FILTER #1 in VLDB conference, PROJECT citations of #REF #2, GROUP count #3 #2, SUPERLATIVE max #2 #4","SELECT papers, FILTER #1 in VLDB conference, PROJECT citations of #REF #2, GROUP count #3 #2, COMPARATIVE #2 #4 is the most"
