id,source_text,output_text,alt_text
27,Return the maximum and minimum number of cows across all farms.,"select tbl:farm, project col:farm/Cows #1, group #2 #1, aggregate max #3, aggregate min #3, union #4 #5","select col:farm, project tbl:farm #1, group #2 #1, aggregate max #3, aggregate min #3, union #4 #5"
28,How many different statuses do cities have?,"select col:city, project tbl:city #1, aggregate count #3","select col:city, aggregate count #2"
29,Count the number of different statuses.,"select col:party, aggregate count #2","select col:party, aggregate count #1"
30,List official names of cities in descending order of population.,"select tbl:city, project col:city/Official_Name #1, project col:city/Population #1, sort #2 #3 descending","select tbl:city, project col:city/Population #1, project col:city/Official_Name #1, sort #4 #2 descending"
31,"What are the official names of cities, ordered descending by population?","select tbl:city, project col:city/Population #1, project col:city/Official_Name #1, sort #3 #2 descending","select tbl:city, project col:city/Population #1, project col:city/Official_Name #1, sort #4 #3 descending"
32,List the official name and status of the city with the largest population.,"select tbl:city, project col:city/Population #1, superlative #1 #2, project col:city/Official_Name #3, project col:city/Status #3, union #4 #5","select tbl:city, project col:city/Population #1, superlative #1 #2, project col:city/Open_Name #3, project col:city/Status #3, union #4 #5"
33,What is the official name and status of the city with the most residents?,"select tbl:city, project col:city/Population #1, group #2 #1, superlative #1 #3, project col:city/Official_Name #4, project col:city/Status #4, union #5 #6","select tbl:city, project col:city/Population #1, group #2 #1, superlative #1 #3, project col:city/Official_Name #4, project col:city/Status #4, union #5 #7"
34,Show the years and the official names of the host cities of competitions.,"select tbl:farm_competition, project col:farm_competition/Year #1, project tbl:city #1, project col:city/Official_Name #3, union #2 #4","select tbl:farm_competition, project col:farm_competition/Year #1, project tbl:city #1, project col:city/Official_Name #4, union #2 #5"
35,Give the years and official names of the cities of each competition.,"select tbl:farm_competition, project col:farm_competition/Year #1, project col:farm_competition/Official_Name #1, union #2 #3","select tbl:competition, project col:competition/Year #1, project col:competition/Official_Name #1, union #2 #3"
36,Show the official names of the cities that have hosted more than one competition.,"select col:farm_competition, project tbl:city #1, group #2 #1, comparative #1 #3 >1, project col:city/Official_Name #4","select tbl:city, project tbl:farm_competition #1, group #2 #1, comparative #1 #3 >1, project col:city/Name #4"
37,What are the official names of cities that have hosted more than one competition?,"select col:farm_competition, project tbl:city #1, group #2 #1, comparative #1 #3 >1, project col:city/Official_Name #4","select tbl:city, project none #1, group #2 #1, comparative #1 #3 >1, project col:city/Official_Name #4"
38,Show the status of the city that has hosted the greatest number of competitions.,"select col:farm_competition, project tbl:farm_competition #1, group #2 #1, superlative #1 #3, project col:city/Status #4","select tbl:city, project tbl:farm_competition #1, group #2 #1, superlative #1 #3, project col:city/Status #4"
39,What is the status of the city that has hosted the most competitions?,"select tbl:city, project tbl:farm_competition #1, group #2 #1, superlative #1 #3, project col:city/Status #4","select col:farm_competition, project tbl:farm_competition #1, group #2 #1, superlative #1 #3"
40,Please show the themes of competitions with host cities having populations larger than 1000.,"select tbl:farm_competition, project col:city/Population #1, comparative #1 #2 >1000, project col:farm_competition/Theme #3","select tbl:farm_competition, project none #1, project col:city/Population #2, comparative #1 #3 >1000, project col:farm_competition/Theme #4"
41,What are the themes of competitions that have corresponding host cities with more than 1000 residents?,"select tbl:farm_competition, project col:farm_competition/City #1, project col:city/Population #2, comparative #1 #3 >1000, project col:farm_competition/Theme #4","select tbl:farm_competition, project none #1, project col:city/Population #2, comparative #1 #3 >1000, project col:farm_competition/Theme #4"
42,Please show the different statuses of cities and the average population of cities with each status.,"select tbl:city, project col:city/Status #1, project col:city/Population #1, group #3 #1, union #2 #4","select tbl:city, project col:city/Status #1, project col:city/Population #2, group #3 #2, union #2 #4"
44,"Please show the different statuses, ordered by the number of cities that have each.","select col:city, project tbl:city #1, group #2 #1, sort #1 #3","select col:city, sort #1 #1 tbl:city #2, group #3 #2, union #2 #4"
46,List the most common type of Status across cities.,"select col:city, project tbl:city #1, project col:city/Status #2, group #1 #3, superlative #3 #4","select col:city, project tbl:city #1, project col:city/Status #2, group #2 #1, superlative #1 #3"
48,List the official names of cities that have not held any competition.,"select tbl:city, comparative #1 #1 tbl:farm_competition, discard #1 #2, project col:city/Official_Name #3","select tbl:city, comparative #1 #1 tbl:farm_competition, discard #1 #2, project col:city/Official_Name #4"
49,What are the official names of cities that have not hosted a farm competition?,"select tbl:city, comparative #1 #1 tbl:farm_competition, discard #1 #2, project col:city/Official_Name #3","select col:farm_competition, project tbl:city #1, select tbl:city, discard #3 #2, project col:city/Official_Name #4"
50,Show the status shared by cities with population bigger than 1500 and smaller than 500.,"select tbl:city, project col:city/Population #1, comparative #1 #2 500, comparative #1 #2 >1500, project col:city/Status #1, intersection #5 #3 #4","select tbl:city, project col:city/Population #1, comparative #1 #2 500, comparative #1 #2 >1500, intersection #1 #3 #4, project col:city/Status #5"
51,Which statuses correspond to both cities that have a population over 1500 and cities that have a population lower than 500?,"select col:city, project tbl:city #1, project col:city/Population #2, comparative #1 #3 500, comparative #1 #3 >1500, intersection #1 #4 #5","select col:city, project col:city/Population #1, comparative #1 #2 500, comparative #1 #2 >1500, intersection #1 #3 #4"
52,Find the official names of cities with population bigger than 1500 or smaller than 500.,"select tbl:city, project col:city/Population #1, comparative #1 #2 500, comparative #1 #2 >1500, union #3 #4, project col:city/Official_Name #5","select tbl:city, project col:city/Population #1, comparative #1 #2 500, comparative #1 #2 > 1500, union #3 #4, project col:city/Official_Name #5"
53,What are the official names of cities that have population over 1500 or less than 500?,"select tbl:city, project col:city/Population #1, comparative #1 #2 500, comparative #1 #2 >1500, union #3 #4, project col:city/Official_Name #5","select tbl:city, project col:city/Population #1, comparative #1 #2 500, comparative #1 #2 >1, union #3 #4, project col:city/Official_Name #5"
54,"Show the census ranking of cities whose status are not ""Village"".","select tbl:city, project col:city/Status #1, comparative #1 #2!=Village, project col:city/Census_Ranking #3","select tbl:city, project col:city/Status #1, comparative #1 #2!=Village, project col:city/CensusRanking #3"
55,"What are the census rankings of cities that do not have the status ""Village""?","select tbl:city, project col:city/Status #1, comparative #1 #2!=Village, project col:city/Census_Ranking #3","select col:city, project col:city/Status #1, comparative #1 #2!=Village, project col:city/Census_Ranking #3"
56,which course has most number of registered students?,"select col:Courses, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3","select col:Student_Course_Registrations, project none #1, group #2 #1, superlative #1 #3"
57,What is the name of the course with the most registered students?,"select tbl:Courses, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, project col:Courses/course_name #4","select tbl:Course, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, project col:Courses/course_name #4"
58,what is id of students who registered some courses but the least number of courses in these students?,"select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, project col:Student_Course_Registrations/student_id #4","select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, project col:Student_Course_Registrations/registration_id #4"
59,What are the ids of the students who registered for some courses but had the least number of courses for all students?,"select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, project col:Student_Course_Registrations/student_id #4","select tbl:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, project col:Student_Course_Registrations/student_id #4"
60,what are the first name and last name of all candidates?,"select tbl:Candidates, project col:People/first_name #1, project col:People/last_name #1, union #2 #3","select tbl:candidate, project col:people/FirstName #1, project col:people/LastName #1, union #2 #3"
61,What are the first and last names of all the candidates?,"select tbl:Candidates, project col:People/first_name #1, project col:People/last_name #1, union #2 #3","select tbl:candidate, project col:people/FirstName #1, project col:people/LastName #1, union #2 #3"
64,List the id of students who attended some courses?,"select tbl:Student_Course_Attendance, comparative #1 #1 tbl:Student_Course_Attendance, project col:Student_Course_Attendance/student_id #2","select col:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, group #2 #1, comparative #1 #3 none, project col:Student_Course_Attendance/student_name #4"
65,What are the ids of all students who have attended at least one course?,"select col:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, group #2 #1, comparative #1 #3 none, project col:Student_Course_Attendance/student_id #4","select col:Courses, project tbl:Student_Course_Attendance #1, group #2 #1, comparative #1 #3 none, project col:Student_Course_Attendance/student_id #4"
66,What are the ids of all students for courses and what are the names of those courses?,"select tbl:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, project col:Student_Course_Registrations/student_id #2, project col:Courses/course_name #1, union #3 #4","select tbl:Student_Course_Attendance, project col:Student_Course_Attendance/student_id #1, project none #1, project col:Courses/course_name #3, union #2 #4"
67,What is detail of the student who most recently registered course?,"select tbl:Student_Course_Registrations, project col:Student_Course_Registrations/registration_date #1, superlative #1 #2, project col:Students/student_details #3","select col:Student_Course_Registrations, project none #1, superlative #1 #2, project col:Students/student_details #3"
68,What details do we have on the students who registered for courses most recently?,"select tbl:Student_Course_Registrations, project col:Student_Course_Registrations/registration_date #1, superlative #1 #2, project col:Students/student_details #3","select tbl:Students, project col:Student_Course_Registrations/registration_date #1, superlative #1 #2, project col:Students/student_details #3"
69,How many students attend course English?,"select tbl:Student_Course_Attendance, comparative #1 #1 =English col:Student_Course_Attendance/language_code, aggregate count #2","select tbl:Student_Course_Attendance, comparative #1 #1 =English col:Student_Course_Attendance/course_name, aggregate count #2"
70,How many students are attending English courses?,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #2 #1 =English, aggregate count #3","select tbl:Student_Course_Attendance, project none #1, comparative #1 #2 =English, aggregate count #3"
71,How many courses do the student whose id is 171 attend?,"select tbl:Student_Course_Attendance, project col:Student_Course_Attendance/student_id #1, comparative #1 #2 =171, project tbl:Student_Course_Attendance #3, aggregate count #4","select tbl:Student_Course_Attendance, project col:Student_Course_Attendance/course_id #1, comparative #1 #2 =171, project tbl:Student_Course_Attendance #3, aggregate count #4"
72,How many courses does the student with id 171 actually attend?,"select tbl:Student_Course_Attendance, project col:Student_Course_Attendance/student_id #1, comparative #1 #2 =171, project tbl:Student_Course_Attendance #3, aggregate count #4","select tbl:Student_Course_Attendance, project col:Student_Course_Attendance/student_id #1, comparative #1 #2 =171, project tbl:Courses #3, aggregate count #4"
73,Find id of the candidate whose email is stanley.monahan@example.org?,"select col:Candidates, project col:People/email_address #1, comparative #1 #2 =stanley.monahan@example.org, project col:Candidates/candidate_id #3","select tbl:Candidates, project col:People/email_address #1, comparative #1 #2 =stanley.monahan@example.org, project col:Candidates/candidate_ID #3"
74,What is the id of the candidate whose email is stanley.monahan@example.org?,"select col:Candidates, project col:People/email_address #1, comparative #1 #2 =stanley.monahan@example.org, project col:Candidates/candidate_id #3","select tbl:Candidates, project col:People/email_address #1, comparative #1 #2 =stanley.monahan@example.org, project col:Candidates/candidate_ID #3"
75,Find id of the candidate who most recently accessed the course?,"select col:Candidate_Assessments, project none #1, superlative #1 #2, project col:Candidate_Assessments/candidate_id #3","select col:Candidate_Assessments, project tbl:Candidate_Assessments #1, superlative #1 #2, project col:Candidate_Assessments/candidate_id #3"
76,What is the id of the candidate who most recently accessed the course?,"select col:Candidate_Assessments, project none #1, superlative #1 #2, project col:Candidate_Assessments/candidate_id #3","select tbl:Candidates, project col:Candidates/candidate_id #1, project col:Candidates/date_accessed #1, superlative #1 #2, project col:Candidates/candidate_id #3"
77,What is detail of the student who registered the most number of courses?,"select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, project col:Students/student_details #4","select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, project col:Students/student_date #4"
78,What are the details of the student who registered for the most number of courses?,"select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, project col:Students/student_details #4","select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, group #2 #1, superlative #1 #3, project col:Students/student_details #4."
81,How many registed students do each course have? List course name and the number of their registered students?,"select col:Courses, project tbl:Student_Course_Registrations #1, group #2 #1, project col:Courses/course_name #1, union #4 #3","select col:Courses, project tbl:Student_Course_Registrations #1, group #2 #1, project col:Courses/course_name #1, union #3 #4"
83,"Find id of candidates whose assessment code is ""Pass""?","select tbl:Candidates, project col:Candidates/appointment_code #1, comparative #1 #2 =Pass, project col:Candidates/candidate_id #3","select tbl:Candidates, project col:Candidates/aptitude_code #1, comparative #1 #2 =Pass, project col:Candidates/candidate_id #3"
84,What are the ids of the candidates that have an outcome code of Pass?,"select tbl:Candidates, project col:Candidates/candidate_outcome_code #1, project col:Candidates/candidate_outcome_code #2, comparative #1 #3 =Pass, project col:Candidates/candidate_id #4","select tbl:candidate, project col:candidate/Outcome_code #1, comparative #1 #2 =Pass, project col:candidate/Candidate_ID #3"
87,What are the id of students who registered course 301?,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #1 #2 =301, project col:Student_Course_Attendance/student_id #3","select col:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #1 #2 =301, project col:Student_Course_Attendance/student_id #3"
88,What are the ids of the students who registered for course 301?,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #1 #2 =301, project col:Student_Course_Attendance/student_id #3","select col:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #1 #2 =301, project col:Student_Course_Attendance/student_id #3"
90,What are the ids of the students who registered for course 301 most recently?,"select col:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #1 #2 =301, project col:Student_Course_Attendance/student_id #3, superlative #4 #3","select col:Student_Course_Attendance, comparative #1 #1 =301 col:Student_Course_Attendance/course_id, project col:Student_Course_Attendance/student_id #2, superlative #3 #3"
91,Find distinct cities of addresses of people?,"select tbl:people, project col:people/Address #1, project col:people/City #2","select tbl:people_address, project col:people/city #1, project col:people/address #1, comparative #2 #3 none"
92,What are the different cities where people live?,"select col:Addresses, comparative #1 #1 tbl:People_Addresses",select col:Addresses
95,List the names of courses in alphabetical order?,"select tbl:Courses, project col:Courses/course_name #1, sort #2 #2 ascending","select tbl:Courses, project col:Courses/course_name #1, sort #3 #2 ascending"
96,What are the names of the courses in alphabetical order?,"select tbl:Courses, project col:Courses/course_name #1, sort #2 #2 ascending","select tbl:Course, project col:Course/CName #1, sort #2 #2 ascending"
97,List the first names of people in alphabetical order?,"select tbl:People, project col:People/first_name #1, sort #2 #2 ascending","select tbl:people, project col:people/Fname #1, sort #2 #2 ascending"
99,What are the id of students who registered courses or attended courses?,"select tbl:Student_Course_Registrations, project tbl:Student_Course_Attendance #1, group #2 #1, comparative #1 #3 none, project col:Student_Course_Registrations/student_id #4","select tbl:Student_Course_Registrations, comparative #1 #1 tbl:Student_Course_Attendance, project col:Student_Course_Registrations/student_id #2, project col:Student_Course_Attendance/student_id #3"
100,What are the ids of the students who either registered or attended a course?,"select col:Student_Course_Registrations, comparative #1 #1 tbl:Student_Course_Attendance, comparative #1 #1 tbl:Student_Course_Attendance, union #2 #3, project col:Student_Course_Registrations/student_id #4","select col:Student_Course_Registrations, project tbl:Student_Course_Attendance #1, group #2 #1, comparative #1 #3 none, union #4 #5, project col:Student_Course_Registrations/student_id #6"
105,List the id of students who registered course statistics in the order of registration date.,"select tbl:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, comparative #1 #2 =statistics, project col:Student_Course_Registrations/student_id #3, project col:Student_Course_Registrations/registration_date #3, sort #4 #5","select col:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, comparative #2 #1 =statistics, project col:Student_Course_Registrations/student_id #3, project col:Student_Course_Registrations/registration_date #3, sort #4 #5"
106,What are the ids of the students who registered course statistics by order of registration date?,"select tbl:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, comparative #1 #2 =statistics, project col:Student_Course_Registrations/student_id #3, project col:Student_Course_Registrations/registration_date #3, sort #4 #5","select tbl:Student_Course_Registrations, project tbl:Student_Course_Registrations #1, comparative #2 #1 =statistics, project col:Student_Course_Registrations/student_id #3, project col:Student_Course_Registrations/registration_date #3, sort #4 #5"
107,List the id of students who attended  statistics courses in the order of attendance date.,"select tbl:Student_Course_Attendance, project tbl:Student_Course_Attendance #1, comparative #2 #1 =statistics, project col:Student_Course_Attendance/student_id #3, project col:Student_Course_Attendance/date_of_attendance #3, sort #4 #5","select tbl:Student_Course_Attendance, comparative #1 #1 =statistics col:Student_Course_Attendance/course_id, project col:Student_Course_Attendance/date_of_attendance #2, project col:Student_Course_Attendance/student_id #3, sort #4 #2"
111,What are the names of stations that have latitude lower than 37.5?,"select tbl:station, project col:station/lat #1, comparative #1 #2 37.5","select tbl:station, project col:station/lat #1, comparative #1 #2 37, project col:station/name #3"
112,What are the names of all stations with a latitude smaller than 37.5?,"select tbl:station, project col:station/lat #1, comparative #1 #2 37.5","select tbl:station, project col:station/lat #1, comparative #1 #2 37, project col:station/name #3"
113,"For each city, return the highest latitude among its stations.","select col:station, project tbl:station #1, project col:station/lat #2, group #3 #1, union #1 #4","select col:station, project tbl:station #1, group #2 #1, project col:station/lat #3, union #1 #4"
114,"For each city, what is the highest latitude for its stations?","select col:station, project tbl:station #1, project col:station/lat #2, group #3 #1, union #1 #4","select tbl:station, project col:station/lat #1, group #1 #2, union #2 #3"
117,What is the average latitude and longitude of stations located in San Jose city?,"select tbl:station, project col:station/city #1, comparative #1 #2 =San Jose, project col:station/lat #3, project col:station/long #3, aggregate avg #4, aggregate avg #5, union #6 #7","select tbl:station, comparative #1 #1 =San Jose col:station/city, project col:station/lat #2, aggregate avg #3, project col:station/long #2, aggregate avg #5, union #4 #6"
119,What is the id of the trip that has the shortest duration?,"select tbl:trip, project col:trip/duration #1, superlative #1 #2, project col:trip/trip_id #3","select tbl:trip, project col:trip/duration #1, superlative #1 #2, project col:trip/trip_ID #3"
122,What is the total and maximum duration for all trips with the bike id 636?,"select tbl:trip, project col:trip/bike_id #1, project col:trip/bike_id #2, comparative #1 #3 =636, project col:trip/duration #4, aggregate sum #5, aggregate max #5, union #6 #7","select tbl:trip, project col:trip/bike_id #1, project col:trip/bike_id #2, comparative #1 #3 =636, project col:trip/duration #4, aggregate sum #5, aggregate max #5, union #6 #8"
126,How many different bike ids are there?,"select col:trip, aggregate count #2","select col:tourist, aggregate count #2"
128,How many different cities have these stations?,"select tbl:station, project col:station/city #1, aggregate count #3","select col:station, project col:station/city #1, aggregate count #3"
129,How many stations does Mountain View city has?,"select val:station, project tbl:station #1, aggregate count #2","select tbl:station, comparative #1 #1 =Mountain View col:station/city, aggregate count #2"
130,How many stations are in Mountain View?,"select tbl:station, comparative #1 #1 =Mountain View col:station/city, aggregate count #2","select val:station, aggregate count #1"
131,Return the unique name for stations that have ever had 7 bikes available.,"select tbl:station, project col:status/bikes_available #1, comparative #1 #2 =7, project col:station/name #3","select tbl:station, project col:status/bikes available #1, comparative #1 #2 =7, project col:station/name #3"
132,What are the different names for each station that has ever had 7 bikes available?,"select tbl:station, project col:status/bikes_available #1, comparative #1 #2 =7, project col:station/name #3","select tbl:station, project col:station/bikes_available #1, comparative #1 #2 =7, project col:station/name #3"
151,What is the average longitude of stations that never had bike availability more than 10?,"select tbl:station, project col:station/bikes_available #1, comparative #1 #2 >10, discard #1 #3, project col:station/long #4, aggregate avg #5","select tbl:station, comparative #1 #1 >10 col:status/bikes_available, discard #1 #2, project col:station/long #3, aggregate avg #4"
173,"What are the name, latitude, and city of the station with the lowest latitude?","select tbl:station, project col:station/lat #1, superlative #1 #2, project col:station/name #3, project col:station/lat #3, project col:station/city #3, union #4 #5 #6","select tbl:station, project col:station/lat #1, superlative #1 #2, project col:station/name #3, project col:station/latitude #3, project col:station/city #3, union #4 #5 #6"
177,List the name and the number of stations for all the cities that have at least 15 stations.,"select col:station, project tbl:station #1, group #2 #1, comparative #1 #3 >=15, project col:station/city #4, project tbl:station #4, group #6 #4, union #5 #7","select col:station, project tbl:station #1, group #2 #1, comparative #1 #3 >=15, project col:station/city #4, project col:station/station #4, group #6 #4, union #5 #7"
178,What is the name of every city that has at least 15 stations and how many stations does it have?,"select col:station, project tbl:station #1, group #2 #1, comparative #1 #3 >=15, project col:station/city #4, project tbl:station #4, group #6 #4, union #5 #7","select col:station, project tbl:station #1, group #2 #1, comparative #1 #3 >=15, project col:station/city #4, project none #4, group #6 #4, union #5 #7"
183,List all the cities in a decreasing order of each city's stations' highest latitude.,"select col:station, project tbl:station #1, project col:station/lat #2, group #3 #1, sort #1 #4 descending","select tbl:station, project col:station/city #1, project col:station/lat #1, group #3 #1, sort #2 #4 descending"
184,"For each city, list their names in decreasing order by their highest station latitude.","select col:station, project col:station/city #1, project tbl:station #1, project col:station/lat #3, group #4 #1, sort #2 #5 descending","select col:station, project tbl:station #1, project col:station/city #2, project col:station/lat #2, group #4 #1, sort #3 #5 descending"
193,List all the distinct stations from which a trip of duration below 100 started.,"select tbl:station, project col:trip/duration #1, comparative #1 #2 100","select col:trip, project none #1, project col:trip/duration #2, comparative #1 #3 100."
203,What are the id and name of the stations that have ever had more than 12 bikes available?,"select tbl:station, project col:status/bikes_available #1, comparative #1 #2 >12, project col:station/id #3, project col:station/name #3, union #4 #5","select tbl:station, project col:status/bikes_available #1, comparative #1 #2 >12, project col:station/name #3, project col:station/id #4, union #5 #7"
204,What are the different ids and names of the stations that have had more than 12 bikes available?,"select tbl:station, project col:status/bikes_available #1, comparative #1 #2 >12, project col:station/name #3, union #4 #5","select tbl:station, project col:status/bikes_available #1, comparative #1 #2 >12, union #3 #4"
213,How many books are there?,"select tbl:book_club, aggregate count #1","select tbl:book, aggregate count #1"
214,List the writers of the books in ascending alphabetical order.,"select tbl:book, project col:book/Writer #1, sort #2 #2 ascending","select tbl:book, project col:book/Author #1, sort #2 #2 ascending"
215,List the titles of the books in ascending order of issues.,"select tbl:book, project col:book/Title #1, project col:book/Issues #1, sort #2 #3 ascending","select tbl:book, project col:book/Book_Title #1, project col:book/Issues #1, sort #2 #3"
216,"What are the titles of the books whose writer is not ""Elaine Lee""?","select tbl:book, project col:book/Writer #1, comparative #1 #2!=Elaine Lee, project col:book/Title #3","select tbl:book, project col:book/Writer #1, comparative #1 #2!=Elaine Lee, project col:book/BookTitle #3"
217,What are the title and issues of the books?,"select tbl:book, project col:book/Title #1, project col:book/Issues #1, union #2 #3","select tbl:book, project col:book/Book_Title #1, project col:book/Issues #1, union #2 #3"
218,What are the dates of publications in descending order of price?,"select tbl:publication, project col:publication/Publication_Date #1, project col:publication/Price #1, sort #2 #3 descending","select tbl:publications, project col:publications/Publication_Date #1, project col:publications/Price #1, sort #2 #3 descending"
219,What are the distinct publishers of publications with price higher than 5000000?,"select tbl:publication, project col:publication/Price #1, comparative #1 #2 >5000000","select tbl:publication, project col:publication/Price #1, comparative #1 #2 >500,0000000"
220,List the publisher of the publication with the highest price.,"select col:publication, project col:publication/Price #1, superlative #1 #2","select col:publication, project col:publication/Price #1, superlative #1 #2, project col:publication/Publisher #3"
222,Show the title and publication dates of books.,"select tbl:book, project col:book/Title #1, project col:publication/Publication_Date #1, union #2 #3","select tbl:book, project col:book/Title #1, project col:publication/Publication_Date #1, union #2 #3."
223,Show writers who have published a book with price more than 4000000.,"select col:book, project tbl:publication #1, project col:publication/Price #2, comparative #1 #3 >4000000","select col:book_club, project tbl:publication #1, project col:publication/Price #2, comparative #1 #3 >4000000"
224,Show the titles of books in descending order of publication price.,"select tbl:book, project col:book/Title #1, project col:publication/Price #1, sort #2 #3 descending","select tbl:book, project col:book/Title #1, project col:publication/Publication_Price #1, sort #2 #4 descending"
225,Show publishers that have more than one publication.,"select col:publication, project tbl:publication #1, group #2 #1, comparative #1 #3 >1","select col:publication, project none #1, group #2 #1, comparative #1 #3 >1"
226,Show different publishers together with the number of publications they have.,"select col:publication, project tbl:publication #1, group #2 #1, union #1 #3","select col:publication, project none #1, group #2 #1, union #1 #3"
227,Please show the most common publication date.,"select col:publication, project tbl:publication #1, group #2 #1, superlative #1 #3","select col:publication, project tbl:publication #1, group #2 #1, superlative #1 #4"
